ImprisonRef,ImprisonSystemId,ImprisonID,Trialref,CentralTrialImprison,Imprisondate,Imprisondate_as_date,Prison,Location,Moving,Fate_in_prison,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"IM_JO_323","JO",323,"T_JO_1117",0,"22_11_1649","11_22_49_00:00:00","Tolbooth","Lanark",0,"Released","jhm","11_27_01_13:36:23","jhm","10_18_02_11:50:15"
"IM_JO_324","JO",324,"T_JO_1118",0,"22_11_1649","11_22_49_00:00:00","Tolbooth","Lanark",0,"Released","jhm","11_27_01_14:00:52","jhm","10_18_02_11:49:36"
"IM_JO_325","JO",325,"T_JO_1119",0,,,"Tolbooth","Lanark",0,"Released","jhm","11_27_01_15:11:05","jhm","10_21_02_13:29:55"
"IM_JO_326","JO",326,"T_JO_1120",0,,,"Tolbooth","Lanark",0,,"jhm","11_27_01_15:24:06","LEM","10_28_02_13:10:35"
"IM_JO_327","JO",327,"T_JO_1121",0,"22_11_1649","11_22_49_00:00:00","Tolbooth","Lanark",0,"Released","jhm","11_27_01_15:32:17","jhm","10_18_02_10:53:27"
"IM_JO_328","JO",328,"T_JO_1122",0,"22_11_1649","11_22_49_00:00:00","Tolbooth","Lanark",0,"Released","jhm","11_27_01_15:41:25","jhm","10_18_02_10:53:41"
"IM_JO_329","JO",329,"T_JO_1123",0,"22_11_1649","11_22_49_00:00:00","Tolbooth","Lanark",0,"Released","jhm","11_27_01_15:50:59","jhm","10_18_02_10:54:01"
"IM_JO_33","JO",33,"T_JO_115",0,,,,"Haddington",0,,"jhm","06_15_01_10:22:15","jhm","10_11_02_16:43:04"
"IM_JO_330","JO",330,"T_JO_1125",0,"9_1649","09_01_49_00:00:00",,"Renfrew",0,,"jhm","12_04_01_09:34:06","jhm","12_04_01_09:34:15"
"IM_JO_331","JO",331,"T_JO_1126",0,"9_1649","09_01_49_00:00:00",,"Renfrew",0,,"jhm","12_04_01_09:42:26","jhm","12_04_01_09:43:24"
"IM_JO_332","JO",332,"T_JO_1127",0,"9_1649","09_01_49_00:00:00",,"Renfrew",0,,"jhm","12_04_01_09:45:01","jhm","12_04_01_09:45:40"
"IM_JO_333","JO",333,"T_JO_1128",0,"9_1649","09_01_49_00:00:00",,"Renfrew",0,,"jhm","12_04_01_09:47:49","jhm","12_04_01_09:51:40"
"IM_JO_334","JO",334,"T_JO_1132",0,"2_1697","02_01_97_00:00:00","House",,1,,"jhm","12_04_01_14:45:11","jhm","12_04_01_14:45:25"
"IM_JO_335","JO",335,"T_JO_1133",0,"2_1697","02_01_97_00:00:00","House",,1,,"jhm","12_04_01_15:00:57","jhm","12_04_01_15:01:07"
"IM_JO_336","JO",336,"T_JO_1134",0,,,"House",,1,,"jhm","12_04_01_15:09:13","jhm","10_18_02_10:51:08"
"IM_JO_337","JO",337,"T_JO_1168",0,"2_1696","02_01_96_00:00:00",,"Greenock",0,,"jhm","12_06_01_14:40:08","jhm","12_06_01_14:41:44"
"IM_JO_338","JO",338,"T_JO_1169",0,,,,"Balliemore",0,,"jhm","01_14_02_09:49:17","jhm","10_18_02_10:50:51"
"IM_JO_339","JO",339,"T_JO_1173",0,"4_1649","04_01_49_00:00:00",,"Inverkeithing",0,,"jhm","01_16_02_12:52:41","jhm","01_16_02_12:54:13"
"IM_JO_34","JO",34,"T_JO_116",0,,,,"Haddington",0,,"jhm","06_15_01_10:28:12","jhm","10_11_02_16:43:25"
"IM_JO_340","JO",340,"T_JO_1174",0,"4_1649","04_01_49_00:00:00",,"Inverkeithing",0,,"jhm","01_16_02_13:07:52","jhm","01_16_02_13:08:42"
"IM_JO_341","JO",341,"T_JO_1175",0,"4_1649","04_01_49_00:00:00",,"Inverkeithing",0,,"jhm","01_16_02_13:13:11","jhm","01_16_02_13:13:18"
"IM_JO_342","JO",342,"T_JO_1177",0,"8_1661","08_01_61_00:00:00",,"Aberdour",0,,"jhm","01_16_02_15:18:17","jhm","01_16_02_15:18:31"
"IM_JO_343","JO",343,"T_JO_1178",0,,,,"Aberdour",0,,"jhm","01_16_02_15:36:19","jhm","10_18_02_10:50:35"
"IM_JO_344","JO",344,"T_JO_1179",0,,,,"Aberdour",0,,"jhm","01_16_02_15:41:22","jhm","10_18_02_10:50:31"
"IM_JO_345","JO",345,"T_JO_1185",0,"9_1638","09_01_38_00:00:00","Steeple","Dysart",0,"Released","jhm","01_17_02_15:14:07","jhm","01_17_02_15:17:13"
"IM_JO_346","JO",346,"T_JO_1183",0,"10_1638","10_01_38_00:00:00",,"Dysart",0,,"jhm","01_17_02_15:26:37","jhm","01_17_02_15:26:55"
"IM_JO_347","JO",347,"T_JO_1184",0,"10_1638","10_01_38_00:00:00",,"Dysart",0,,"jhm","01_17_02_15:27:08","jhm","01_17_02_15:27:15"
"IM_JO_348","JO",348,"T_JO_1186",0,"1_1639","01_01_39_00:00:00",,"Wemyss",0,,"jhm","01_17_02_15:40:04","jhm","01_17_02_15:40:10"
"IM_JO_349","JO",349,"T_JO_1188",0,"9_1642","09_01_42_00:00:00","Steeple","Dysart",0,"Released","jhm","01_22_02_10:11:23","jhm","01_22_02_10:11:41"
"IM_JO_35","JO",35,"T_JO_117",0,,,,"Haddington",0,,"jhm","06_15_01_10:32:21","jhm","10_11_02_16:43:41"
"IM_JO_350","JO",350,"T_LA_1077",0,,,,"Dysart",0,"Released","jhm","01_22_02_12:40:08","LEM","10_28_02_12:51:24"
"IM_JO_351","JO",351,"T_JO_1206",0,"12_1649","12_01_49_00:00:00",,"Brechin",0,,"jhm","02_07_02_10:25:39","jhm","02_07_02_10:25:50"
"IM_JO_352","JO",352,"T_JO_1208",0,"4_1650","04_01_50_00:00:00","Steeple","Brechin",0,,"jhm","02_07_02_14:16:10","jhm","02_14_02_10:47:06"
"IM_JO_353","JO",353,"T_JO_1209",0,,,,"Montrose",0,,"jhm","02_07_02_15:10:24","jhm","10_18_02_10:49:59"
"IM_JO_354","JO",354,"T_JO_1212",0,"9_1659","09_01_59_00:00:00",,"Montrose",0,,"jhm","02_14_02_12:09:32","jhm","10_29_02_10:51:33"
"IM_JO_36","JO",36,"T_JO_118",0,,,,"Haddington",0,,"jhm","06_15_01_10:36:49","jhm","10_11_02_16:43:58"
"IM_JO_37","JO",37,"T_JO_126",0,"15_8_1649","08_15_49_00:00:00",,"Humbie",0,,"jhm","06_15_01_12:47:08","jhm","06_15_01_12:47:17"
"IM_JO_38","JO",38,"T_JO_127",0,"15_8_1649","08_15_49_00:00:00",,"Humbie",0,,"jhm","06_15_01_12:51:19","jhm","06_15_01_12:51:31"
"IM_JO_389","JO",389,"T_LA_497",0,,,"Steeple",,0,"Released","jhm","02_19_02_10:11:35","LEM","10_28_02_12:43:38"
"IM_JO_39","JO",39,"T_JO_128",0,"15_8_1649","08_15_49_00:00:00",,"Humbie",0,,"jhm","06_15_01_12:58:10","jhm","06_15_01_12:58:24"
"IM_JO_390","JO",390,"T_LA_497",0,,,"Tolbooth","Perth",0,"Released","jhm","02_19_02_10:14:51","LEM","10_28_02_12:43:40"
"IM_JO_391","JO",391,"T_LA_497",0,,,,,0,,"jhm","02_19_02_10:18:44","LEM","10_28_02_12:43:42"
"IM_JO_392","JO",392,"T_JO_1265",0,"11_1646","11_01_46_00:00:00",,"Elgin",0,"Escaped","jhm","03_27_02_10:44:16","jhm","03_27_02_10:44:29"
"IM_JO_393","JO",393,"T_JO_1266",0,"9_1636","09_01_36_00:00:00",,"Aberdeen",0,"Escaped","jhm","03_28_02_11:04:28","jhm","03_28_02_11:04:41"
"IM_JO_394","JO",394,"T_JO_1271",0,"3_1719","03_01_19_00:00:00",,"Thurso",0,,"jhm","04_17_02_09:22:08","jhm","04_17_02_09:22:23"
"IM_JO_395","JO",395,"T_JO_1272",0,"3_1719","03_01_19_00:00:00",,"Thurso",0,,"jhm","04_17_02_09:32:21","jhm","04_17_02_09:32:31"
"IM_JO_396","JO",396,"T_JO_1273",0,"3_1719","03_01_19_00:00:00",,"Thurso",0,,"jhm","04_17_02_09:37:35","jhm","04_17_02_09:37:42"
"IM_JO_397","JO",397,"T_JO_1274",0,"3_1719","03_01_19_00:00:00",,"Thurso",0,,"jhm","04_17_02_09:41:22","jhm","04_17_02_09:41:29"
"IM_JO_398","JO",398,"T_JO_1275",0,"3_1719","03_01_19_00:00:00",,"Thurso",0,,"jhm","04_17_02_09:44:47","jhm","04_17_02_09:44:52"
"IM_JO_399","JO",399,"T_JO_1276",0,"3_1719","03_01_19_00:00:00",,"Thurso",0,,"jhm","04_17_02_09:48:22","jhm","04_17_02_09:48:30"
"IM_JO_40","JO",40,"T_JO_129",0,"15_8_1649","08_15_49_00:00:00",,"Humbie",0,,"jhm","06_15_01_13:02:06","jhm","06_15_01_13:02:14"
"IM_JO_400","JO",400,"T_JO_1289",0,,,,"Dumfries",0,"Released","jhm","05_01_02_16:19:50","jhm","10_18_02_10:49:40"
"IM_JO_402","JO",402,"T_JO_1298",0,"1_1598","01_01_98_00:00:00",,"Aberdeen",0,,"jhm","05_09_02_12:04:24","jhm","05_09_02_12:06:51"
"IM_JO_403","JO",403,"T_JO_1300",0,"1_1597","01_01_97_00:00:00",,"Slains",0,"Moved","jhm","05_09_02_13:02:29","jhm","05_09_02_13:07:01"
"IM_JO_404","JO",404,"T_JO_1300",0,"4_1597","04_01_97_00:00:00",,"Aberdeen",0,,"jhm","05_09_02_13:07:02","jhm","05_09_02_13:07:33"
"IM_JO_405","JO",405,"T_JO_1306",0,"11_1597","11_01_97_00:00:00",,"Aberdeen",0,"Released","jhm","05_13_02_12:25:59","jhm","05_13_02_12:26:13"
"IM_JO_406","JO",406,"T_JO_1307",0,"1596","06_01_96_00:00:00","Castle","Slains",0,"Released","jhm","05_14_02_11:11:02","jhm","05_14_02_11:11:26"
"IM_JO_409","JO",409,"T_JO_1405",0,,,,"Kirkwall",0,,"jhm","06_17_02_15:13:55","jhm","10_18_02_10:48:53"
"IM_JO_41","JO",41,"T_JO_130",0,,,,"Humbie",0,,"jhm","06_15_01_13:05:46","jhm","10_11_02_16:44:34"
"IM_JO_410","JO",410,"T_JO_1406",0,,,,"Kirwall",0,,"jhm","06_17_02_15:19:26","jhm","10_18_02_10:48:34"
"IM_JO_411","JO",411,"T_JO_1407",0,,,,"Kirkwall",0,,"jhm","06_17_02_15:21:53","jhm","10_18_02_10:48:28"
"IM_JO_412","JO",412,"T_JO_1408",0,,,,"Kirkwall",0,,"jhm","06_17_02_15:24:10","jhm","10_18_02_10:47:53"
"IM_JO_413","JO",413,"T_JO_1411",0,,,,"Kirkwall",0,,"jhm","06_17_02_15:55:42","jhm","10_18_02_10:47:17"
"IM_JO_414","JO",414,"T_JO_1435",0,,,"Tolbooth","Stirling",0,,"jhm","06_27_02_14:56:16","jhm","10_18_02_10:46:59"
"IM_JO_415","JO",415,"T_JO_1446",0,,,,"Dysart",0,,"jhm","07_02_02_09:19:12","LEM","10_28_02_13:10:54"
"IM_JO_416","JO",416,"T_JO_1450",0,,,,"Dysart",0,,"jhm","07_02_02_09:36:21","LEM","10_28_02_13:11:11"
"IM_JO_417","JO",417,"T_JO_1452",0,,,,"Dysart",0,,"jhm","07_02_02_09:46:32","LEM","10_28_02_13:11:35"
"IM_JO_418","JO",418,"T_JO_1456",0,"7_8_1649","08_07_49_00:00:00",,"Dysart",0,,"jhm","07_02_02_10:00:17","jhm","07_02_02_10:00:27"
"IM_JO_419","JO",419,"T_JO_1457",0,,,,"Dysart",0,,"jhm","07_02_02_10:13:15","LEM","10_28_02_13:11:53"
"IM_JO_42","JO",42,"T_JO_132",0,"15_8_1649","08_15_49_00:00:00",,"Humbie",0,,"jhm","06_15_01_13:37:14","jhm","06_15_01_13:37:21"
"IM_JO_420","JO",420,"T_JO_1458",0,,,,"Dysart",0,,"jhm","07_02_02_10:18:12","jhm","10_18_02_10:43:56"
"IM_JO_421","JO",421,"T_JO_1459",0,,,,"Dysart",0,,"jhm","07_02_02_10:23:51","jhm","10_18_02_10:43:37"
"IM_JO_422","JO",422,"T_JO_1461",0,,,,"Lauder",0,,"jhm","07_02_02_15:37:13","jhm","10_18_02_10:43:15"
"IM_JO_424","JO",424,"T_JO_1463",0,,,,"Stirling",0,,"jhm","07_03_02_11:00:44","jhm","10_18_02_10:42:53"
"IM_JO_425","JO",425,"T_JO_1464",0,,,,"Stirling",0,,"jhm","07_03_02_11:04:39","jhm","10_18_02_10:42:35"
"IM_JO_426","JO",426,"T_JO_1471",0,"5_1658","05_01_58_00:00:00",,"Alloa",0,,"jhm","07_04_02_11:21:42","jhm","07_04_02_11:26:25"
"IM_JO_427","JO",427,"T_LA_1296",0,"6_1658","06_01_58_00:00:00",,"Alloa",0,,"jhm","07_04_02_12:25:24","jhm","07_04_02_12:25:36"
"IM_JO_428","JO",428,"T_LA_1295",0,"6_1658","06_01_58_00:00:00",,"Alloa",0,,"jhm","07_04_02_13:43:27","jhm","07_04_02_13:43:37"
"IM_JO_429","JO",429,"T_LA_1294",0,"6_1658","06_01_58_00:00:00",,"Alloa",0,,"jhm","07_04_02_14:04:09","jhm","07_04_02_14:04:18"
"IM_JO_43","JO",43,"T_JO_133",0,,,,"Haddington",0,,"jhm","06_18_01_09:17:24","jhm","10_11_02_16:45:08"
"IM_JO_430","JO",430,"T_JO_1487",0,"6_1658","06_01_58_00:00:00",,"Alloa",0,,"jhm","07_04_02_15:14:05","jhm","07_04_02_15:14:13"
"IM_JO_431","JO",431,"T_JO_1497",0,"4_1597","04_01_97_00:00:00","Tolbooth","Aberdeen",0,,"jhm","07_09_02_12:03:10","jhm","07_09_02_12:03:23"
"IM_JO_432","JO",432,"T_JO_1514",0,,,,"Corstorphine",0,"Died","jhm","07_11_02_10:28:44","LEM","10_28_02_13:07:36"
"IM_JO_433","JO",433,"T_JO_1515",0,"6_1649","06_01_49_00:00:00",,"Corstorphine",0,,"jhm","07_11_02_11:06:41","jhm","07_11_02_11:07:00"
"IM_JO_434","JO",434,"T_JO_1532",0,,,,"Corstorphine",0,,"jhm","07_11_02_13:41:46","LEM","10_28_02_13:05:32"
"IM_JO_435","JO",435,"T_JO_1534",0,"9_1649","09_01_49_00:00:00",,"Corstorphine",0,,"jhm","07_11_02_15:05:27","jhm","07_11_02_15:05:38"
"IM_JO_436","JO",436,"T_JO_1535",0,,,,"Dunfermline",0,,"jhm","07_11_02_16:02:29","LEM","10_28_02_13:07:57"
"IM_JO_437","JO",437,"T_JO_1536",0,"12_1649","12_01_49_00:00:00",,"Dunfermline",0,,"jhm","07_11_02_16:13:15","jhm","07_11_02_16:13:23"
"IM_JO_438","JO",438,"T_JO_1537",0,"1649","06_01_49_00:00:00",,"Dunfermline",0,,"jhm","07_11_02_16:15:57","jhm","07_11_02_16:16:50"
"IM_JO_439","JO",439,"T_JO_1317",0,,,"Tolbooth","Aberdeen",0,,"jhm","07_18_02_12:32:11","jhm","10_18_02_10:49:16"
"IM_JO_44","JO",44,"T_JO_134",0,,,,"Haddington",0,,"jhm","06_18_01_09:23:08","jhm","10_11_02_16:45:27"
"IM_JO_45","JO",45,"T_JO_138",0,"10_1649","10_01_49_00:00:00","Tolbooth","Stenton",0,"Escaped","jhm","06_18_01_10:01:18","jhm","06_18_01_10:01:43"
"IM_JO_451","JO",451,"T_JO_1641",0,,,,,0,"Released","jhm","07_22_02_14:27:13","jhm","10_18_02_10:42:14"
"IM_JO_452","JO",452,"T_JO_1642",0,,,,,0,,"jhm","07_22_02_14:31:53","jhm","10_18_02_10:41:54"
"IM_JO_453","JO",453,"T_JO_1643",0,,,,,0,,"jhm","07_22_02_14:36:25","jhm","10_18_02_10:41:49"
"IM_JO_454","JO",454,"T_JO_1644",0,,,,,0,,"jhm","07_22_02_14:40:53","jhm","10_18_02_10:41:32"
"IM_JO_455","JO",455,"T_JO_1645",0,,,,,0,,"jhm","07_22_02_14:45:49","jhm","10_18_02_10:41:14"
"IM_JO_456","JO",456,"T_JO_1646",0,,,,,0,,"jhm","07_22_02_14:49:09","jhm","10_18_02_10:40:44"
"IM_JO_457","JO",457,"T_JO_1647",0,,,,,0,,"jhm","07_22_02_14:51:44","jhm","10_18_02_10:40:27"
"IM_JO_458","JO",458,"T_JO_1648",0,,,,,0,,"jhm","07_22_02_14:54:54","jhm","10_18_02_10:40:08"
"IM_JO_459","JO",459,"T_JO_1649",0,"12_1649","12_01_49_00:00:00",,,0,,"jhm","07_22_02_14:57:28","jhm","07_22_02_14:57:32"
"IM_JO_46","JO",46,"T_JO_146",0,,,,"Haddington",0,,"jhm","06_18_01_12:11:03","jhm","10_11_02_16:46:35"
"IM_JO_460","JO",460,"T_JO_1650",0,,,,,0,,"jhm","07_22_02_15:01:30","jhm","10_18_02_10:39:25"
"IM_JO_461","JO",461,"T_JO_1651",0,,,,,0,,"jhm","07_22_02_15:07:34","jhm","10_18_02_10:39:08"
"IM_JO_462","JO",462,"T_LA_1028",0,,,,"Burntisland",0,,"jhm","07_23_02_10:31:35","LEM","10_28_02_12:56:05"
"IM_JO_463","JO",463,"T_JO_1661",0,,,"Tolbooth","Inveresk",0,,"jhm","07_23_02_16:12:24","jhm","10_18_02_10:39:03"
"IM_JO_464","JO",464,"T_JO_1662",0,"11_1661","11_01_61_00:00:00","Tolbooth","Inveresk",0,,"jhm","07_23_02_16:18:00","jhm","07_24_02_09:30:44"
"IM_JO_465","JO",465,"T_JO_1663",0,,,,"Newbattle",0,,"jhm","07_24_02_10:53:30","LEM","10_28_02_14:15:05"
"IM_JO_466","JO",466,"T_JO_1666",0,,,,"Newbattle",0,,"jhm","07_24_02_12:02:44","jhm","10_18_02_10:37:57"
"IM_JO_467","JO",467,"T_JO_1667",0,,,,"Newbattle",0,,"jhm","07_24_02_12:05:49","jhm","10_18_02_10:37:34"
"IM_JO_468","JO",468,"T_JO_1674",1,"19_6_1649","06_19_49_00:00:00","Tolbooth","Edinburgh",0,,"jhm","07_30_02_14:18:48","jhm","07_30_02_14:19:01"
"IM_JO_469","JO",469,"T_JO_1688",0,"2_1598","02_01_98_00:00:00","House","Lathetker",0,,"jhm","08_02_02_11:15:10","jhm","08_02_02_11:15:28"
"IM_JO_47","JO",47,"T_JO_147",0,,,,"Haddington",0,,"jhm","06_18_01_12:14:41","jhm","10_11_02_16:46:51"
"IM_JO_470","JO",470,"T_JO_1694",0,"7_1675","07_01_75_00:00:00",,"Crail",0,"Died","jhm","08_02_02_14:11:44","jhm","08_02_02_14:11:58"
"IM_JO_471","JO",471,"T_JO_1695",0,"6_1704","06_01_04_00:00:00",,"Pittenweem",0,,"jhm","08_02_02_15:04:34","jhm","08_02_02_15:04:43"
"IM_JO_472","JO",472,"T_JO_1696",0,"6_1704","06_01_04_00:00:00",,"Pittenweem",0,,"jhm","08_02_02_15:09:26","jhm","08_02_02_15:09:33"
"IM_JO_473","JO",473,"T_JO_1697",0,"6_1704","06_01_04_00:00:00",,"Pittenweem",0,,"jhm","08_02_02_15:14:15","jhm","08_02_02_15:14:21"
"IM_JO_474","JO",474,"T_JO_1698",0,"6_1704","06_01_04_00:00:00",,"Pittenweem",0,,"jhm","08_02_02_15:18:27","jhm","08_02_02_15:18:33"
"IM_JO_475","JO",475,"T_JO_1699",0,,,,"Pittenweem",0,,"jhm","08_02_02_15:27:46","jhm","10_18_02_10:55:04"
"IM_JO_476","JO",476,"T_JO_1712",0,,,"Tolbooth","Haddington",0,,"jhm","08_07_02_15:24:12","LEM","10_28_02_13:06:54"
"IM_JO_477","JO",477,"T_JO_1713",0,,,"Tolbooth","Haddington",0,,"jhm","08_07_02_15:37:56","LEM","10_28_02_13:09:06"
"IM_JO_48","JO",48,"T_JO_148",0,,,,"Haddington",0,"Released","jhm","06_18_01_12:19:06","jhm","10_11_02_16:47:13"
"IM_JO_480","JO",480,"T_JO_1789",0,,,"Tolbooth","Haddington",0,,"jhm","08_07_02_16:09:31","LEM","10_28_02_13:07:07"
"IM_JO_481","JO",481,"T_JO_1790",0,,,"Tolbooth","Haddington",0,,"jhm","08_07_02_16:15:27","LEM","10_28_02_13:07:25"
"IM_JO_482","JO",482,"T_JO_1791",0,,,"Tolbooth","Haddington",0,,"jhm","08_07_02_16:21:17","LEM","10_28_02_13:08:42"
"IM_JO_483","JO",483,"T_JO_1813",0,"5_1661","05_01_61_00:00:00",,"Haddington",0,,"jhm","08_20_02_10:57:50","jhm","08_20_02_10:58:01"
"IM_JO_484","JO",484,"T_JO_1812",0,"5_1661","05_01_61_00:00:00",,"Haddington",0,,"jhm","08_20_02_10:58:54","jhm","08_20_02_10:59:15"
"IM_JO_485","JO",485,"T_JO_1814",0,,,,"Haddington",0,,"jhm","08_20_02_11:08:35","LEM","10_28_02_12:57:13"
"IM_JO_486","JO",486,"T_JO_1815",0,,,,"Haddington",0,,"jhm","08_20_02_11:14:40","LEM","10_28_02_12:56:45"
"IM_JO_487","JO",487,"T_JO_1816",0,,,,"Haddington",0,,"jhm","08_20_02_11:30:19","LEM","10_28_02_12:56:31"
"IM_JO_488","JO",488,"T_JO_1817",0,,,,"Haddington",0,,"jhm","08_20_02_11:37:54","LEM","10_28_02_12:57:26"
"IM_JO_489","JO",489,"T_JO_1838",0,"5_1650","05_01_50_00:00:00",,,0,,"jhm","08_21_02_09:53:22","jhm","08_21_02_09:54:31"
"IM_JO_49","JO",49,"T_JO_149",0,,,,"Haddington",0,,"jhm","06_18_01_12:22:07","jhm","10_11_02_16:47:33"
"IM_JO_490","JO",490,"T_LA_784",0,,,"Tolbooth","Glasgow",0,,"jhm","08_26_02_14:53:00","LEM","10_28_02_12:47:30"
"IM_JO_491","JO",491,"T_JO_1876",0,"13_6_1649","06_13_49_00:00:00","Castle","Dirleton",0,,"jhm","08_26_02_15:24:54","jhm","08_26_02_15:25:05"
"IM_JO_492","JO",492,"T_JO_1879",0,,,,"Rothesay",0,,"jhm","08_27_02_09:12:00","LEM","10_28_02_13:03:52"
"IM_JO_493","JO",493,"T_JO_1880",0,,,,"Bute",0,,"jhm","08_27_02_10:25:42","LEM","10_28_02_13:03:39"
"IM_JO_494","JO",494,"T_JO_1884",0,"18_1_1662","01_18_62_00:00:00","Tolbooth","Rothesay",0,,"jhm","08_28_02_09:49:19","jhm","08_28_02_09:49:55"
"IM_JO_50","JO",50,"T_JO_150",0,,,,"Aberlady",0,,"jhm","06_18_01_13:13:01","jhm","10_11_02_16:47:39"
"IM_JO_503","JO",503,"T_JO_81",0,"1630","06_01_30_00:00:00","Tolbooth","Haddington",0,,"jhm","10_02_02_12:13:23","jhm","10_02_02_12:13:43"
"IM_JO_504","JO",504,"T_LA_99",0,"1_7_1630","07_01_30_00:00:00",,"Edinburgh",0,"Released","jhm","10_03_02_09:59:42","jhm","10_03_02_10:00:08"
"IM_JO_505","JO",505,"T_LA_172",0,"14_4_1591","04_14_91_00:00:00","Castle","Edinburgh",0,"Escaped","jhm","10_03_02_10:22:54","jhm","10_03_02_10:23:05"
"IM_JO_506","JO",506,"T_LA_799",1,"2_11_1630","11_02_30_00:00:00",,"Edinburgh",0,,"jhm","10_03_02_10:54:25","jhm","10_03_02_10:54:36"
"IM_JO_507","JO",507,"T_LA_810",0,,,,"Leith",0,"Released","jhm","10_03_02_11:22:15","LEM","10_28_02_12:49:00"
"IM_JO_508","JO",508,"T_LA_1076",0,,,"Tolbooth","Canongate",0,"Released","jhm","10_03_02_12:36:15","LEM","10_28_02_12:51:04"
"IM_JO_509","JO",509,"T_LA_1015",0,"2_7_1649","07_02_49_00:00:00","Tolbooth","Eyemouth",0,,"jhm","10_03_02_14:56:30","jhm","10_03_02_14:56:53"
"IM_JO_51","JO",51,"T_JO_191",0,,,,"North_Berwick",0,,"jhm","06_19_01_11:58:30","jhm","10_11_02_16:47:59"
"IM_JO_510","JO",510,"T_LA_1023",0,"13_7_1649","07_13_49_00:00:00","Tolbooth","Haddington",0,,"jhm","10_03_02_15:22:46","jhm","10_03_02_15:22:55"
"IM_JO_511","JO",511,"T_LA_1250",0,,,,,0,"Released","jhm","10_11_02_16:14:27","jhm","10_11_02_16:14:41"
"IM_JO_512","JO",512,"T_JO_995",0,,,"House","Comer",0,,"jhm","10_21_02_15:57:43","jhm","10_21_02_15:57:48"
"IM_JO_52","JO",52,"T_JO_192",0,,,,"North_Berwick",0,,"jhm","06_19_01_12:02:39","jhm","10_11_02_16:48:15"
"IM_JO_53","JO",53,"T_JO_205",0,"1662","06_01_62_00:00:00","Tolbooth","Rothesay",0,"Escaped","jhm","06_27_01_12:16:37","jhm","06_27_01_12:17:05"
"IM_JO_8","JO",8,"T_JO_3",0,,,"Tolbooth","Aberdeen",0,,"jhm","06_05_01_12:17:38","jhm","06_05_01_12:18:02"
"IM_JO_89","JO",89,"T_JO_308",1,,,"Tolbooth","Edinburgh",1,"Moved","jhm","07_03_01_10:41:19","jhm","10_11_02_16:49:29"
"IM_JO_9","JO",9,"T_JO_77",0,"12_11_1628","11_12_28_00:00:00","Tolbooth","Dalkeith",0,,"jhm","06_07_01_14:43:52","jhm","06_07_01_14:44:12"
"IM_JO_90","JO",90,"T_JO_333",0,"29_4_1630","04_29_30_00:00:00",,"Crichton",0,,"jhm","07_04_01_10:19:51","jhm","07_04_01_10:20:20"
"IM_JO_91","JO",91,"T_JO_342",0,,,,"Dalkeith",0,,"jhm","07_04_01_13:32:56","jhm","10_11_02_16:49:40"
"IM_JO_92","JO",92,"T_JO_343",0,,,,"Dalkeith",0,"Released","jhm","07_04_01_13:43:16","jhm","10_11_02_16:50:52"
"IM_LA_1","LA",1,"T_LA_1",1,"13_2_1629","02_13_29_00:00:00","Tolbooth","Edinburgh",0,,"LEM","05_17_01_10:10:47","LEM","06_12_01_10:45:40"
"IM_LA_100","LA",100,"T_LA_352",0,,,,"Glasgow",0,,"LEM","07_05_01_12:41:40","jhm","10_11_02_16:28:18"
"IM_LA_101","LA",101,"T_LA_354",0,,,"Tolbooth","Linlithgow",0,,"LEM","07_05_01_12:49:59","jhm","10_11_02_16:28:44"
"IM_LA_102","LA",102,"T_LA_355",0,,,,"St._Colme",0,,"LEM","07_05_01_13:08:53","jhm","10_11_02_16:29:13"
"IM_LA_103","LA",103,"T_LA_356",0,,,,"St._Colme",0,,"LEM","07_05_01_13:20:00","jhm","10_11_02_16:29:30"
"IM_LA_104","LA",104,"T_LA_357",0,,,,"St._Colme",0,,"LEM","07_05_01_13:22:09","jhm","10_11_02_16:29:44"
"IM_LA_105","LA",105,"T_LA_358",0,,,,"St._Colme",0,,"LEM","07_05_01_13:24:49","jhm","10_11_02_16:30:18"
"IM_LA_106","LA",106,"T_LA_359",0,,,,"St._Colme",0,,"LEM","07_05_01_13:26:11","jhm","10_11_02_16:30:33"
"IM_LA_107","LA",107,"T_LA_362",0,,,,"Inverkeithing",0,,"LEM","07_05_01_15:10:29","jhm","10_11_02_16:30:48"
"IM_LA_108","LA",108,"T_LA_363",0,,,,"Inverkeithing",0,,"LEM","07_05_01_15:16:38","jhm","10_11_02_16:33:03"
"IM_LA_109","LA",109,"T_LA_364",0,,,,"Inverkeithing",0,,"LEM","07_05_01_15:19:22","jhm","10_11_02_16:33:22"
"IM_LA_110","LA",110,"T_LA_69",0,,,,"Inverkeithing",0,,"LEM","07_05_01_15:34:16","jhm","10_11_02_16:32:41"
"IM_LA_111","LA",111,"T_LA_65",0,"3_1623","03_01_23_00:00:00",,"Inverkeithing",0,,"LEM","07_05_01_15:36:21","jhm","10_11_02_15:07:06"
"IM_LA_112","LA",112,"T_LA_66",0,,,,"Inverkeithing",0,,"LEM","07_05_01_15:40:07","jhm","10_11_02_16:31:51"
"IM_LA_113","LA",113,"T_LA_67",0,,,,"Inverkeithing",0,,"LEM","07_05_01_15:43:50","jhm","10_11_02_16:30:57"
