Parishref,ParishId,ParishSystemId,Parish_Name,Parish_TLA,PFID,Medieval_Diocese,Medieval_Deanery,Parish_County,Parish_Burgh,Parish_NGR_Letters,Parish_NGR_Easting,Parish_NGR_Northing,Date_Comment,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"P_ST_1407",1407,"ST","St_Andrews_&_Deerness","SAD",1407,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1408",1408,"ST","Saltoun","SAL",1408,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1409",1409,"ST","Sanquhar","SAN",1409,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_141",141,"ST","Scone","SCE",141,"Merse","Gowrie",,,"NT",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1410",1410,"ST","St_Andrews","SAW",1410,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1411",1411,"ST","St_Andrews","SAX",1411,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1412",1412,"ST","Strathblane","SBL",1412,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1413",1413,"ST","St_Boswells","SBO",1413,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1414",1414,"ST","Sibbaldbie","SBX",1414,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1416",1416,"ST","Strachan","SCN",1416,"Brechin",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1417",1417,"ST","Scoonie","SCO",1417,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1418",1418,"ST","St_Cyrus","SCY",1418,"Merse","Mearns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1419",1419,"ST","Southdean","SDN",1419,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_142",142,"ST","Blairgowrie","BGE",142,"Merse","Gowrie",,,"NT",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1420",1420,"ST","St_Andrews","SDX",1420,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1421",1421,"ST","Selkirk","SEL",1421,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1422",1422,"ST","Selkirk_Regis","SEX",1422,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1423",1423,"ST","Sorbie_St_Fillan","SFX",1423,"Rhinns","Farines",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1424",1424,"ST","Strageith","SGX",1424,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1425",1425,"ST","Shapinsay","SHA",1425,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1426",1426,"ST","Shotts","SHO",1426,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1427",1427,"ST","Strath_Fillan","SIX",1427,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1428",1428,"ST","Skene","SKE",1428,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1429",1429,"ST","Skirling","SKI",1429,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1430",1430,"ST","South_Knapdale","SKN",1430,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1431",1431,"ST","Southwick","SKX",1431,"Teviotdale","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1432",1432,"ST","Slains","SLA",1432,"Garioch","Buchan",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1433",1433,"ST","St_Leonards","SLE",1433,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1434",1434,"ST","Slamannan","SLM",1434,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1435",1435,"ST","Saline","SLN",1435,"South_of_Forth","Fife_&_Strathearn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1437",1437,"ST","Sleat_(Skye)","SLT",1437,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1438",1438,"ST","Strathlachlan","SLX",1438,"Morvern","Glassary",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1439",1439,"ST","St_Martins","SMA",1439,"South_of_Forth","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1440",1440,"ST","Smailholm","SMH",1440,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1441",1441,"ST","Small_Isles","SMI",1441,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1442",1442,"ST","Slamannan","SMN",1442,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1443",1443,"ST","St_Madoes","SMO",1443,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1444",1444,"ST","St_Monans","SMS",1444,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1445",1445,"ST","Sorbie_St_Michael","SMX",1445,"Rhinns","Farines",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1446",1446,"ST","St_Ninians","SNI",1446,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1447",1447,"ST","Stromness","SNS",1447,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1448",1448,"ST","St_Nicholas_Aberdeen","SNX",1448,"Garioch","Aberdeen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1449",1449,"ST","Snizort_(Skye)","SNZ",1449,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1450",1450,"ST","Southend","SOE",1450,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1451",1451,"ST","Stoneykirk","SOK",1451,"Rhinns","Rhinns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1452",1452,"ST","South_Leith","SOL",1452,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1453",1453,"ST","Sorbie","SOR",1453,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1454",1454,"ST","Soutra","SOX",1454,"Merse","Haddington",,,"NT",450,590,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1455",1455,"ST","Speymouth","SPE",1455,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1456",1456,"ST","Spott","SPO",1456,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1457",1457,"ST","Sprouston","SPR",1457,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1458",1458,"ST","Spynie","SPY",1458,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1459",1459,"ST","St_Quivox","SQX",1459,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1460",1460,"ST","Sorn","SRN",1460,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1461",1461,"ST","South_Ronaldsay","SRO",1461,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1462",1462,"ST","Strathmartine","SRX",1462,"Merse","Angus",,,"NO",370,350,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1463",1463,"ST","St_Andrews_&_St_Leonards","SSL",1463,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1464",1464,"ST","Saddell_&_Skipness","SSS",1464,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1465",1465,"ST","Sandsting","SST",1465,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1466",1466,"ST","Stronsay","SSY",1466,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1467",1467,"ST","Stair","STA",1467,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1468",1468,"ST","Stobo","STB",1468,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1469",1469,"ST","Stracathro","STC",1469,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_147",147,"ST","Kilspindie",,147,,,,,"NT",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1470",1470,"ST","Strathdon","STD",1470,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1471",1471,"ST","Stenness","STE",1471,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1472",1472,"ST","St_Fergus","STF",1472,"Garioch","Buchan",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1473",1473,"ST","Stirling","STG",1473,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1474",1474,"ST","Strath_(Skye)","STH",1474,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1475",1475,"ST","Stichill","STI",1475,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1476",1476,"ST","St_Mungo's","STM",1476,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1477",1477,"ST","Stenton","STN",1477,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1478",1478,"ST","Stow","STO",1478,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1479",1479,"ST","Strichen","STR",1479,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1481",1481,"ST","Straiton","STT",1481,"Teviotdale","Carrick",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1482",1482,"ST","Strachur","STU",1482,"Morvern","Glassary",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1483",1483,"ST","Stevenston","STV",1483,"Teviotdale","Kyle_&_Cunningham",,,"NS",270,410,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1484",1484,"ST","Stewarton","STW",1484,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1485",1485,"ST","Strowan","STX",1485,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1486",1486,"ST","Stornoway","STY",1486,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1487",1487,"ST","South_Uist","SUS",1487,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1488",1488,"ST","Suddie","SUX",1488,"Ross",,,,"NH",665,546,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1489",1489,"ST","Sandwick","SWK",1489,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_149",149,"ST","Rait",,149,,,,,"NO",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1490",1490,"ST","Swinton","SWN",1490,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1491",1491,"ST","Sandwick","SWX",1491,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1492",1492,"ST","Struan","SXT",1492,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1493",1493,"ST","Symington","SYM",1493,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1494",1494,"ST","Sanday","SYX",1494,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1495",1495,"ST","Tain","TAI",1495,"Ross",,,,"NH",779,820,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1496",1496,"ST","Tannadice","TAN",1496,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1497",1497,"ST","Tarbat","TBT",1497,,,,,"NH",915,840,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1498",1498,"ST","Tarbolton","TRB",1498,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1499",1499,"ST","Tarland","TLD",1499,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1501",1501,"ST","Tarves","TAR",1501,"Garioch","Buchan",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1502",1502,"ST","Tarvit","TVX",1502,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1504",1504,"ST","Temple","TEM",1504,"Merse",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1505",1505,"ST","Terregles","TER",1505,"Teviotdale","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1506",1506,"ST","Teviothead","TEV",1506,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1507",1507,"ST","Thankerton","TKX",1507,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1508",1508,"ST","Thurso","THU",1508,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1509",1509,"ST","Tibbermore","TIB",1509,"South_of_Forth","Fife_&_Strathearn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1510",1510,"ST","Tillicoultry","TIL",1510,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1511",1511,"ST","Tingwall","TWL",1511,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1512",1512,"ST","Tinwald","TIN",1512,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1513",1513,"ST","Tiree","TIR",1513,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1514",1514,"ST","Tongland","TON",1514,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1515",1515,"ST","Tongue","TNG",1515,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1516",1516,"ST","Torosay","TOY",1516,"Morvern",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1517",1517,"ST","Torphichen","TPH",1517,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1518",1518,"ST","Torrance","TCX",1518,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1519",1519,"ST","Torryburn","TOB",1519,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1520",1520,"ST","Torthorwald","TOR",1520,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1521",1521,"ST","Tough","TOU",1521,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1522",1522,"ST","Towie","TOW",1522,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1523",1523,"ST","Trailflat","TFX",1523,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1524",1524,"ST","Trailtrow","TTX",1524,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1525",1525,"ST","Tranent","TRA",1525,"Merse","Haddington",,,"NT",400,730,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1526",1526,"ST","Traquair","TQR",1526,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1527",1527,"ST","Trinity_Gask","TRG",1527,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1528",1528,"ST","Troqueer","TRO",1528,"Teviotdale",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1529",1529,"ST","Trumpan","TRX",1529,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1530",1530,"ST","Tulliallan","TUL",1530,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1531",1531,"ST","Tullibody","TBX",1531,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1532",1532,"ST","Tullibole","TUX",1532,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1533",1533,"ST","Tullich","THX",1533,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1534",1534,"ST","Tullicheddill","TEX",1534,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1535",1535,"ST","Tullynessle","TNX",1535,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1536",1536,"ST","Tullynessle_&_Forbes","TUF",1536,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1537",1537,"ST","Tundergarth","TUN",1537,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1538",1538,"ST","Turriff","TUR",1538,"Garioch","Boyne",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1539",1539,"ST","Tweedsmuir","TWE",1539,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1540",1540,"ST","Twynholm","TWY",1540,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1541",1541,"ST","Tyninghame","TYX",1541,"Merse","Haddington",,,"NT",600,790,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1542",1542,"ST","Tynron","TYN",1542,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1543",1543,"ST","Tyrie","TYR",1543,"Garioch","Boyne",,,"NJ",930,631,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1544",1544,"ST","Urquhart","UCX",1544,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1545",1545,"ST","Udny","UDN",1545,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1546",1546,"ST","Urquhart_&_Glenmoriston","UGM",1546,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1547",1547,"ST","Uig_(Lewis)","UIG",1547,"Isles",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1548",1548,"ST","Urquhart_&_Logie_Wester","ULW",1548,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1549",1549,"ST","Unst","UNS",1549,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1550",1550,"ST","Uphall","UPH",1550,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1551",1551,"ST","Urquhart","UQX",1551,"Ross",,,,"NH",579,586,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1552",1552,"ST","Urr","URR",1552,"Teviotdale","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1553",1553,"ST","Urquhart","URQ",1553,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1554",1554,"ST","Wester_Upsetlington","UWX",1554,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1555",1555,"ST","Urray","URY",1555,,,,,"NH",508,525,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1556",1556,"ST","Wamphray","WAM",1556,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1557",1557,"ST","Watten","WAT",1557,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1558",1558,"ST","Walls","WAX",1558,"Orkney",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1559",1559,"ST","West_Calder","WCA",1559,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1560",1560,"ST","Wandel","WDX",1560,"Teviotdale","Lanark",,,"NS",940,270,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1561",1561,"ST","Weem","WEE",1561,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1562",1562,"ST","Westerkirk","WES",1562,"Teviotdale",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1563",1563,"ST","Weisdale","WEX",1563,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1564",1564,"ST","Walls_&_Flotta","WAF",1564,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1566",1566,"ST","Wigton","WGT",1566,"Rhinns","Farines",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1567",1567,"ST","Whitsome","WHI",1567,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1568",1568,"ST","Whitburn","WHB",1568,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1569",1569,"ST","Whithorn","WHT",1569,"Rhinns","Farines",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1570",1570,"ST","Wick","WIK",1570,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1571",1571,"ST","Wiston_&_Roberton","WIR",1571,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1572",1572,"ST","West_Kilbride","WKB",1572,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1573",1573,"ST","Whitekirk","WKX",1573,"Merse","Haddington",,,"NT",590,810,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1574",1574,"ST","West_Linton","WLN",1574,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1575",1575,"ST","Wardlaw","WLX",1575,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1576",1576,"ST","Wemyss","WMS",1576,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1577",1577,"ST","Woomet","WMX",1577,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1578",1578,"ST","Whiteness","WNX",1578,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1579",1579,"ST","Westruther","WRR",1579,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1580",1580,"ST","Westray","WRY",1580,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1581",1581,"ST","Whittingehame","WTG",1581,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1582",1582,"ST","Yarrow","YAR",1582,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1583",1583,"ST","Yell","YEL",1583,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1584",1584,"ST","Yester","YES",1584,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1585",1585,"ST","Yetholm","YET",1585,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1586",1586,"ST","Kailzie","KXZ",1586,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1587",1587,"ST","Kilchrenan","KEX",1587,"Morvern","Lorn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
