Parishref,ParishId,ParishSystemId,Parish_Name,Parish_TLA,PFID,Medieval_Diocese,Medieval_Deanery,Parish_County,Parish_Burgh,Parish_NGR_Letters,Parish_NGR_Easting,Parish_NGR_Northing,Date_Comment,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"P_ST_486",486,"ST","Auchtermuchty","AMY",486,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_487",487,"ST","Auchtertool","ATL",487,"South_of_Forth","Fife_&_Strathearn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_488",488,"ST","Auldbar","ALX",488,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_489",489,"ST","Auldcathie","ACX",489,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_490",490,"ST","Auldearn","AUL",490,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_491",491,"ST","Auldhame","AEX",491,"Merse","Haddington",,,"NT",590,840,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_493",493,"ST","Avondale","AVO",493,"Teviotdale","Rutherglen",,,"NS",690,450,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_494",494,"ST","Ayr","AYP",494,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_495",495,"ST","Ayton","AYT",495,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_496",496,"ST","Belhelvie","BEL",496,"Garioch","Aberdeen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_497",497,"ST","Birse","BIR",497,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_498",498,"ST","Botarie","BTX",498,"Strathspey","Strathbogie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_499",499,"ST","Bourtie","BOU",499,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_500",500,"ST","Braemar","BXE",500,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_501",501,"ST","Ballumby","BYX",501,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_502",502,"ST","Barry","BRY",502,"Merse","Angus",,,"NO",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_503",503,"ST","Benvie","BVX",503,"Merse","Gowrie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_504",504,"ST","Brechin","BRE",504,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_505",505,"ST","Burghill","BHX",505,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_506",506,"ST","Ballantrae","BAL",506,"Teviotdale","Carrick",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_507",507,"ST","Barnweil","BWX",507,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_508",508,"ST","Barr","BAR",508,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_510",510,"ST","Banff","BFF",510,"Garioch","Boyne",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_511",511,"ST","Botriphnie","BOT",511,"Strathspey","Strathbogie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_512",512,"ST","Boyndie","BOY",512,"Garioch","Boyne",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_513",513,"ST","Bassendean","BDX",513,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_514",514,"ST","Berwick-on-Tweed","BET",514,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_515",515,"ST","Bunkle_&_Preston","BUP",515,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_516",516,"ST","Bunkle","BUX",516,"South_of_Forth","South_of_Forth",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_517",517,"ST","Bower","BOW",517,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_518",518,"ST","Brydekirk","BEX",518,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_519",519,"ST","Bonhill","BON",519,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_520",520,"ST","Bara","BRX",520,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_521",521,"ST","Bolton","BOL",521,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_522",522,"ST","Ballingry","BGY",522,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_523",523,"ST","Balmerino","BMO",523,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_524",524,"ST","Beath","BEA",524,"South_of_Forth","Fife_&_Strathearn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_525",525,"ST","Burntisland","BUI",525,"Merse","Fothriff",,,"NT",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_526",526,"ST","Broughton","BGX",526,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_527",527,"ST","Broughton,_Glenholm_&_Kilbucho","BGK",527,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_528",528,"ST","Barra","BRR",528,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_529",529,"ST","Benbecula","BBX",529,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_530",530,"ST","Boleskine_&_Abertarff","BAF",530,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_531",531,"ST","Boleskine","BOX",531,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_532",532,"ST","Bona","BAX",532,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_533",533,"ST","Bracadale","BRL",533,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_534",534,"ST","Brackley","BLX",534,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_535",535,"ST","Balmaclellan","BMC",535,"Rhinns",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_536",536,"ST","Balnacross","BCX",536,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_537",537,"ST","Borgue","BOR",537,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_538",538,"ST","Buittle","BUL",538,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_539",539,"ST","Banchory_Devenick","BAD",539,"Garioch","Aberdeen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_540",540,"ST","Banchory_Ternan","BAT",540,"Garioch","Aberdeen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_541",541,"ST","Benholm","BEN",541,"Merse","Mearns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_542",542,"ST","Bervie","BER",542,"Merse","Mearns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_543",543,"ST","Biggar","BIG",543,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_544",544,"ST","Blantyre","BLT",544,"Teviotdale","Rutherglen",,,"NS",680,570,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_545",545,"ST","Bothwell","BTW",545,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_546",546,"ST","Borthwick","BOK",546,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_547",547,"ST","Bellie","BLE",547,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_548",548,"ST","Birnie","BIE",548,"Strathspey","Elgin",,,"NJ",206,586,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_549",549,"ST","Boharm","BOH",549,"Strathspey","Strathbogie",,,"NJ",341,500,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_550",550,"ST","Berwick_St_Laurence","BXL",550,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_551",551,"ST","Berwick_St_Mary's","BXM",551,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_552",552,"ST","Birsay_&_Harray","BIH",552,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_553",553,"ST","Birsay","BIX",553,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_554",554,"ST","Burness","BXR",554,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_555",555,"ST","Burray","BXU",555,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_556",556,"ST","Baliasta","BSX",556,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_557",557,"ST","Balquhidder","BQR",557,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_558",558,"ST","Bendochy","BDY",558,"South_of_Forth","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_559",559,"ST","Blackford","BLF",559,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_560",560,"ST","Blair_Atholl","BLA",560,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_562",562,"ST","Barvas","BVS",562,"Isles",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_563",563,"ST","Bedrule","BEE",563,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_564",564,"ST","Bowden","BWD",564,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_565",565,"ST","Bressay","BRS",565,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_566",566,"ST","Burra","BXA",566,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_567",567,"ST","Bass","BXS",567,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_568",568,"ST","Binny","BXY",568,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_569",569,"ST","Bondington","BXN",569,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_570",570,"ST","Baldernock","BDK",570,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_571",571,"ST","Balfron","BFN",571,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_572",572,"ST","Bothkenner","BKX",572,"Merse","Linlithgow",,,"NS",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_573",573,"ST","Buchanan","BUC",573,"Teviotdale","Lennox",,,"NS",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_574",574,"ST","Bathgate","BGT",574,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_575",575,"ST","Bo'ness","BCN",575,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_576",576,"ST","Bo'ness_Kinneil","BNX",576,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_577",577,"ST","Cairnie","CIE",577,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_578",578,"ST","Chapel_of_Garioch","CHG",578,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_579",579,"ST","Clatt","CTT",579,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_580",580,"ST","Cluny","CLU",580,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_581",581,"ST","Coldstone","CXS",581,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_582",582,"ST","Coull","COU",582,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_583",583,"ST","Crathie_&_Braemar","CRB",583,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_584",584,"ST","Crathie","CXR",584,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_585",585,"ST","Crimond","CRI",585,"Garioch","Buchan",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_587",587,"ST","Culsalmond","CUD",587,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_588",588,"ST","Cushnie","CNX",588,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_589",589,"ST","Carmyllie","CMY",589,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_590",590,"ST","Cortachy_&_Clova","COC",590,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_591",591,"ST","Craig","CRG",591,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_592",592,"ST","Campbeltown","CAM",592,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_593",593,"ST","Coll","COL",593,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_594",594,"ST","Colonsay_&_Oronsay","COO",594,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_595",595,"ST","Craignish","CRH",595,"Morvern",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_596",596,"ST","Colmonell","CML",596,"Teviotdale","Carrick",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_597",597,"ST","Coylton","COY",597,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_598",598,"ST","Craigie","CRE",598,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_599",599,"ST","Cabrach","CAB",599,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_600",600,"ST","Cullen","CLN",600,"Garioch","Boyne",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_601",601,"ST","Cortachy","COX",601,"Brechin",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_602",602,"ST","Cumbrae","CUM",602,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_603",603,"ST","Channelkirk","CHK",603,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_604",604,"ST","Chirnside","CHS",604,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_605",605,"ST","Cockburnspath","CBP",605,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_606",606,"ST","Coldingham","CHM",606,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_607",607,"ST","Coldstream","CSM",607,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_608",608,"ST","Cranshaws","CRS",608,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_609",609,"ST","Cannisbay","CAY",609,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_610",610,"ST","Clackmannan","CLK",610,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_611",611,"ST","Cambuskenneth","CKX",611,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_612",612,"ST","Caerlaverock","CAE",612,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_613",613,"ST","Canonbie","CAN",613,"Teviotdale",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_614",614,"ST","Carruthers","CUX",614,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_615",615,"ST","Closeburn","CLO",615,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_616",616,"ST","Corrie","CXO",616,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_617",617,"ST","Cummertrees","CUT",617,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_618",618,"ST","Cardross","CAS",618,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_619",619,"ST","Cumbernauld","CND",619,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_620",620,"ST","Crombie","CRX",620,"South_of_Forth","Fife_&_Strathearn",,,"NT",28,855,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_622",622,"ST","Carnbee","CBE",622,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_623",623,"ST","Carnock","CNK",623,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_624",624,"ST","Ceres","CER",624,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_625",625,"ST","Collesie","CLS",625,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_626",626,"ST","Crail","CRA",626,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_627",627,"ST","Creich","CRC",627,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_628",628,"ST","Cults","CLT",628,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_629",629,"ST","Culross","CUS",629,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_630",630,"ST","Cupar","CUP",630,"Merse","Fife",,,"NT",366,157,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_632",632,"ST","Cromdale,_Inverallan_&_Advie","CIA",632,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_633",633,"ST","Croy_&_Dalcross","CRD",633,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_634",634,"ST","Canna","CAX",634,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_635",635,"ST","Convinth","CTX",635,"Strathspey","Inverness",,,"NH",512,375,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_636",636,"ST","Carsphairn","CPH",636,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_637",637,"ST","Colmonell","CMX",637,"Teviotdale","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_638",638,"ST","Colvend","CVX",638,"Teviotdale","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_639",639,"ST","Colvend_&_Southwick","CSK",639,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_640",640,"ST","Crossmichael","CMI",640,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_641",641,"ST","Catterline","CLX",641,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_642",642,"ST","Cleish","CLE",642,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_643",643,"ST","Cambuslang","CAG",643,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_644",644,"ST","Cambusnethan","CAU",644,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_645",645,"ST","Carluke","CAK",645,"Teviotdale","Lanark",,,"NS",850,50,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_647",647,"ST","Carmunnock","CMK",647,"Teviotdale","Rutherglen",,,"NS",590,570,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_648",648,"ST","Carnwath","CAW",648,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_650",650,"ST","Covington","COV",650,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_651",651,"ST","Crawford","CRW",651,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_652",652,"ST","Crawfordjohn","CRJ",652,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_653",653,"ST","Culter","CUL",653,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_654",654,"ST","Canongate","CGT",654,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_655",655,"ST","Carrington","CRN",655,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_656",656,"ST","Cockpen","COP",656,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_657",657,"ST","Colinton","COT",657,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_658",658,"ST","Corstorphine","COR",658,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_659",659,"ST","Cramond","CRM",659,"South_of_Forth","South_of_Forth",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_660",660,"ST","Cranston","CRT",660,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_661",661,"ST","Crichton","CTN",661,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_662",662,"ST","Currie","CUR",662,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_663",663,"ST","Cromdale","CDX",663,"Strathspey",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_664",664,"ST","Cawdor","CDR",664,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_665",665,"ST","Croy","CYX",665,"Strathspey",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_666",666,"ST","Cross_&_Burness","CBS",666,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_667",667,"ST","Cross","CSX",667,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_668",668,"ST","Callander","CLD",668,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_669",669,"ST","Cambusmichael","CMX",669,"Merse","Gowrie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_67",67,"ST","Aberdour","ABO",67,,,,,"NT",194,855,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_670",670,"ST","Caputh","CAP",670,"South_of_Forth","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_672",672,"ST","Clunie","CLI",672,"South_of_Forth","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_673",673,"ST","Collace","CCE",673,"Merse","Gowrie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_674",674,"ST","Comrie","COM",674,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_675",675,"ST","Coupar","CPR",675,"South_of_Forth","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_676",676,"ST","Crieff","CRF",676,"South_of_Forth","Fife_&_Strathearn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
