CommissionRef,CommissionSystemId,CommissionID,Trialref,Commbody,Commtype,Commexists,Commdate,Commdate_as_date,Seal,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"CO_JO_393","JO",393,"T_JO_556","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_Dalkeith_and_Glasgow","jhm","07_27_01_12:44:08","jhm","07_27_01_12:44:39"
"CO_JO_394","JO",394,"T_JO_557","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillie_and_sheriff_of_Peebles_and_baillies_of_both_Dalkeith_and_Glasgow","jhm","07_27_01_12:47:10","jhm","07_27_01_12:47:39"
"CO_JO_395","JO",395,"T_JO_558","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_both_Dalkeith_and_Glasgow","jhm","07_27_01_12:51:02","jhm","07_27_01_12:51:32"
"CO_JO_396","JO",396,"T_JO_559","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_bailles_of_Dalkeith_and_Glasgow","jhm","07_27_01_12:54:59","jhm","07_27_01_12:55:28"
"CO_JO_397","JO",397,"T_JO_560","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_Glasgow_and_Dalkeith","jhm","07_27_01_13:03:45","jhm","07_27_01_13:04:24"
"CO_JO_398","JO",398,"T_JO_561","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_sheriff_and_baillies_of_Peebles_and_baillies_of_Dalkeith_and_Glasgow","jhm","07_27_01_13:06:49","jhm","07_27_01_13:07:16"
"CO_JO_399","JO",399,"T_JO_562","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_Glasgow_and_Dalkeith","jhm","07_27_01_13:10:02","jhm","07_27_01_13:10:33"
"CO_JO_40","JO",40,"T_JO_78","Privy_Council","Justiciary",1,"26_5_1630","05_26_30_00:00:00","signet","Commission_to_hold_local_trial.","jhm","06_08_01_11:57:12","jhm","06_08_01_14:14:19"
"CO_JO_400","JO",400,"T_JO_563","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_Dalkeith_and_Glasgow","jhm","07_27_01_13:12:50","jhm","07_27_01_13:13:20"
"CO_JO_401","JO",401,"T_JO_564","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_Dalkeith_and_Glasgow","jhm","07_27_01_13:15:31","jhm","07_27_01_13:15:54"
"CO_JO_402","JO",402,"T_JO_565","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_Dalkeith_and_Glasgow","jhm","07_27_01_13:18:14","jhm","07_27_01_13:18:46"
"CO_JO_403","JO",403,"T_JO_566","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_Dalkeith_and_Glasgow","jhm","07_27_01_13:21:07","jhm","07_27_01_13:21:33"
"CO_JO_404","JO",404,"T_JO_567","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_sheriff_and_baillies_of_Peebles_and_bailles_of_Glasgow_and_Dalkeith","jhm","07_27_01_13:24:11","jhm","07_27_01_13:24:37"
"CO_JO_405","JO",405,"T_JO_568","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_Dalkeith_and_Glasgow","jhm","07_27_01_13:27:28","jhm","07_27_01_13:28:09"
"CO_JO_406","JO",406,"T_JO_569","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_bailles_of_Dalkeith_and_Glasgow","jhm","07_27_01_13:31:27","jhm","07_27_01_13:31:53"
"CO_JO_407","JO",407,"T_JO_569","Privy_Council","Justiciary",1,"22_12_1629","12_22_29_00:00:00","signet",,"jhm","07_27_01_13:31:53","jhm","07_27_01_13:32:08"
"CO_JO_408","JO",408,"T_JO_570","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_Dalkeith_and_Glasgow","jhm","07_27_01_13:39:13","jhm","07_27_01_13:39:50"
"CO_JO_409","JO",409,"T_JO_571","Privy_Council","Interrogation_and_Arrest",1,"11_6_1629","06_11_29_00:00:00","signet","issued_to_baillies_and_sheriff_of_Peebles_and_baillies_of_Glasgow_and_Dalkeith","jhm","07_27_01_13:44:53","jhm","07_27_01_13:45:22"
"CO_JO_41","JO",41,"T_JO_80","Privy_Council","Investigation",1,"3_12_1629","12_03_29_00:00:00",,"Commission_to_investigate_case_against_suspect.","jhm","06_08_01_12:06:09","jhm","06_08_01_14:15:16"
"CO_JO_410","JO",410,"T_JO_574","Committee_of_Estates",,1,"9_1649","09_01_49_00:00:00",,"Presbytery_records_that_commission_had_been_issued","jhm","07_31_01_13:06:37","jhm","07_31_01_13:07:33"
"CO_JO_412","JO",412,"T_JO_590","Privy_Council","Justiciary",1,"2_10_1661","10_02_61_00:00:00",,,"jhm","08_01_01_11:01:45","jhm","08_01_01_11:02:23"
"CO_JO_413","JO",413,"T_JO_591","Privy_Council","Justiciary",1,"2_10_1661","10_02_61_00:00:00",,,"jhm","08_01_01_11:11:26","jhm","08_01_01_11:11:37"
"CO_JO_414","JO",414,"T_JO_595","Privy_Council","Justiciary",1,"10_5_1688","05_10_88_00:00:00",,,"jhm","08_15_01_12:42:34","jhm","08_15_01_12:43:42"
"CO_JO_415","JO",415,"T_JO_598","Privy_Council","Release",1,"15_8_1678","08_15_78_00:00:00",,"Accused_was_to_be_freed_and_Rutherford_and_Cowan_to_appear_before_the_council","jhm","08_16_01_11:52:02","jhm","10_22_02_10:00:56"
"CO_JO_416","JO",416,"T_JO_599","Privy_Council","Justiciary",1,"9_19_1678","09_19_78_00:00:00","signet",,"jhm","08_16_01_12:03:17","jhm","08_16_01_12:03:38"
"CO_JO_417","JO",417,"T_JO_600","Privy_Council","Justiciary",1,"9_10_1678","10_09_78_00:00:00","signet",,"jhm","08_16_01_12:15:29","jhm","08_16_01_12:15:44"
"CO_JO_418","JO",418,"T_JO_601","Privy_Council","Justiciary",1,"9_10_1678","10_09_78_00:00:00","signet",,"jhm","08_16_01_12:19:24","jhm","08_16_01_12:19:46"
"CO_JO_419","JO",419,"T_JO_602","Privy_Council","Justiciary",1,"9_10_1678","10_09_78_00:00:00","signet",,"jhm","08_16_01_12:24:01","jhm","08_16_01_12:24:13"
"CO_JO_42","JO",42,"T_JO_80","Privy_Council","Arrest",1,"1_4_1630","04_01_30_00:00:00",,"Commission_to_arrest_and_ward_suspect_at_request_of_presbytery.","jhm","06_08_01_12:06:29","jhm","06_08_01_14:15:46"
"CO_JO_420","JO",420,"T_JO_603","Privy_Council","Justiciary",1,"11_11_1679","11_11_79_00:00:00","signet",,"jhm","08_16_01_13:55:10","jhm","08_16_01_13:55:50"
"CO_JO_421","JO",421,"T_JO_604","Privy_Council","Justiciary",1,"11_11_1679","11_11_79_00:00:00","signet",,"jhm","08_16_01_14:11:55","jhm","08_16_01_14:12:04"
"CO_JO_422","JO",422,"T_JO_605","Privy_Council","Justiciary",1,"11_11_1679","11_11_79_00:00:00","signet",,"jhm","08_16_01_14:16:32","jhm","08_16_01_14:16:41"
"CO_JO_423","JO",423,"T_JO_606","Privy_Council","Justiciary",1,"11_11_1679","11_11_79_00:00:00","signet",,"jhm","08_16_01_14:21:46","jhm","08_16_01_14:21:55"
"CO_JO_424","JO",424,"T_JO_607","Privy_Council","Justiciary",1,"11_11_1679","11_11_79_00:00:00","signet",,"jhm","08_16_01_14:27:00","jhm","08_16_01_14:27:09"
"CO_JO_425","JO",425,"T_JO_608","Privy_Council","Justiciary",1,"11_11_1679","11_11_79_00:00:00","signet",,"jhm","08_16_01_14:31:10","jhm","08_16_01_14:31:20"
"CO_JO_426","JO",426,"T_JO_609","Privy_Council",,1,"13_9_1678","09_13_78_00:00:00",,"warrand_for_execution_issued","jhm","08_16_01_14:52:40","jhm","08_16_01_14:53:17"
"CO_JO_427","JO",427,"T_JO_610","Privy_Council",,1,"13_9_1678","09_13_78_00:00:00",,"warrant_for_execution_issued","jhm","08_16_01_15:22:19","jhm","08_16_01_15:22:35"
"CO_JO_428","JO",428,"T_JO_611","Privy_Council",,1,"13_9_1678","09_13_78_00:00:00",,"warrant_for_execution_issued.","jhm","08_16_01_15:33:34","jhm","08_16_01_15:33:57"
"CO_JO_429","JO",429,"T_JO_612","Privy_Council",,1,"13_9_1678","09_13_78_00:00:00",,"warrant_for_execution_issued","jhm","08_16_01_15:45:14","jhm","08_16_01_15:45:46"
"CO_JO_43","JO",43,"T_JO_80","Privy_Council","Justiciary",1,"26_5_1630","05_26_30_00:00:00","signet","Commssion_to_hold_local_trial.","jhm","06_08_01_12:06:48","jhm","06_08_01_14:16:20"
"CO_JO_430","JO",430,"T_JO_613","Privy_Council","Release",1,"11_3_1679","03_11_79_00:00:00",,"Ordered_to_be_released_and_to_leave_the_kingdom_within_15_days.","jhm","08_16_01_16:00:46","jhm","10_22_02_10:05:06"
"CO_JO_431","JO",431,"T_JO_614","Privy_Council","Justiciary",1,"18_1_1677","01_18_77_00:00:00","signet","permission_to_hold_trial.","jhm","08_16_01_16:25:25","jhm","08_17_01_09:57:29"
"CO_JO_432","JO",432,"T_JO_615","Privy_Council","Justiciary",1,"18_1_1677","01_18_77_00:00:00","signet",,"jhm","08_17_01_09:29:41","jhm","08_17_01_09:56:50"
"CO_JO_433","JO",433,"T_JO_616","Privy_Council","Justiciary",1,"18_1_1677","01_18_77_00:00:00","signet",,"jhm","08_17_01_09:40:56","jhm","08_17_01_09:57:55"
"CO_JO_434","JO",434,"T_JO_617","Privy_Council","Justiciary",1,"18_1_1677","01_18_77_00:00:00","signet",,"jhm","08_17_01_09:51:32","jhm","08_17_01_09:58:37"
"CO_JO_435","JO",435,"T_JO_618","Privy_Council","Justiciary",1,"18_1_1677","01_18_77_00:00:00","signet",,"jhm","08_17_01_10:00:07","jhm","08_17_01_10:00:19"
"CO_JO_436","JO",436,"T_JO_619","Privy_Council","Justiciary",1,"1_2_1677","02_01_77_00:00:00",,,"jhm","08_17_01_10:11:15","jhm","08_17_01_10:11:26"
"CO_JO_437","JO",437,"T_JO_615","Privy_Council",,1,"4_4_1677","04_04_77_00:00:00",,"order_to_be_moved_from_Paisley_to_tolbooth_in_Glasgow","jhm","08_17_01_10:17:26","jhm","08_17_01_10:18:21"
"CO_JO_438","JO",438,"T_JO_620","Privy_Council","Justiciary",1,"2_5_1677","05_02_77_00:00:00",,,"jhm","08_17_01_10:33:02","jhm","08_17_01_10:33:21"
"CO_JO_439","JO",439,"T_JO_621","Privy_Council","Justiciary",1,"21_6_1677","06_21_77_00:00:00","signet",,"jhm","08_17_01_11:31:17","jhm","08_17_01_11:31:45"
"CO_JO_44","JO",44,"T_JO_79","Privy_Council","Investigation",1,"3_12_1629","12_03_29_00:00:00",,"Commission_to_investigate_case_against_suspect.","jhm","06_08_01_12:19:43","jhm","06_08_01_14:10:20"
"CO_JO_440","JO",440,"T_JO_622","Privy_Council","Justiciary",1,"21_6_1677","06_21_77_00:00:00","signet",,"jhm","08_17_01_11:36:41","jhm","08_17_01_11:36:49"
"CO_JO_441","JO",441,"T_JO_623","Privy_Council","Justiciary",1,"21_6_1677","06_21_77_00:00:00","signet",,"jhm","08_17_01_11:39:52","jhm","08_17_01_11:40:08"
"CO_JO_442","JO",442,"T_JO_624","Privy_Council","Justiciary",1,"21_6_1677","06_21_77_00:00:00","signet",,"jhm","08_17_01_11:43:19","jhm","08_17_01_11:43:26"
"CO_JO_443","JO",443,"T_JO_625","Privy_Council","Justiciary",1,"21_6_1677","06_21_77_00:00:00","signet",,"jhm","08_17_01_11:46:11","jhm","08_17_01_11:46:19"
"CO_JO_444","JO",444,"T_JO_626","Privy_Council","Investigation",1,"19_7_1677","07_19_77_00:00:00",,"commission_to_examine_the_prisoners","jhm","08_17_01_12:01:20","jhm","08_17_01_12:01:52"
"CO_JO_445","JO",445,"T_JO_627","Privy_Council","Investigation",1,"19_7_1677","07_19_77_00:00:00",,"commission_to_examine_the_prisoners","jhm","08_17_01_12:23:59","jhm","08_17_01_12:24:23"
"CO_JO_446","JO",446,"T_JO_628","Privy_Council","Investigation",1,"19_7_1677","07_19_77_00:00:00",,"commission_to_examine_the_suspects_granted","jhm","08_17_01_12:34:59","jhm","08_17_01_12:35:18"
"CO_JO_447","JO",447,"T_JO_629","Privy_Council","Investigation",1,"19_7_1677","07_19_77_00:00:00",,"commission_to_examine_suspects_issued","jhm","08_17_01_12:41:50","jhm","08_17_01_12:42:20"
"CO_JO_448","JO",448,"T_JO_630","Privy_Council","Justiciary",1,"10_8_1677","08_10_77_00:00:00",,"this_is_recorded_as_being_a_renewal_of_previous_commission,_date_of_which_not_specified","jhm","08_17_01_12:56:24","jhm","10_22_02_09:57:00"
"CO_JO_449","JO",449,"T_JO_436","Privy_Council","Arrest",1,"14_8_1678","08_14_78_00:00:00",,"order_to_arrest_and_bring_to_Edinburgh","jhm","08_17_01_13:02:05","jhm","08_17_01_13:03:05"
"CO_JO_45","JO",45,"T_JO_79","Privy_Council","Arrest",1,"1_4_1630","04_01_30_00:00:00",,"Commission_to_presbytery_for_permission_to_arrest_and_ward.","jhm","06_08_01_12:20:01","jhm","06_08_01_14:10:44"
"CO_JO_450","JO",450,"T_JO_631","Privy_Council","Justiciary",1,"2_5_1678","05_02_78_00:00:00","signet","no_torture_to_be_used","jhm","08_17_01_13:13:10","jhm","08_17_01_13:15:29"
"CO_JO_451","JO",451,"T_JO_632","Privy_Council","Justiciary",1,"2_5_1678","05_02_78_00:00:00","signet","no_torture_to_be_used","jhm","08_17_01_13:19:57","jhm","08_17_01_13:20:11"
"CO_JO_452","JO",452,"T_JO_633","Privy_Council","Justiciary",1,"16_1_1673","01_16_73_00:00:00","signet","commission_to_hold_trial","jhm","08_17_01_15:00:05","jhm","08_17_01_15:00:33"
"CO_JO_453","JO",453,"T_JO_634","Privy_Council","Justiciary",1,"16_1_1673","01_16_73_00:00:00","signet","commission_for_trial_issued","jhm","08_17_01_15:05:40","jhm","08_17_01_15:05:56"
"CO_JO_454","JO",454,"T_JO_637","Privy_Council","Justiciary",1,"16_1_1673","01_16_73_00:00:00","signet",,"jhm","08_29_01_09:40:04","jhm","08_29_01_09:40:23"
"CO_JO_455","JO",455,"T_JO_638","Privy_Council","Justiciary",1,"16_1_1673","01_16_73_00:00:00","signet",,"jhm","08_29_01_10:00:06","jhm","08_29_01_10:00:16"
"CO_JO_456","JO",456,"T_JO_640","Privy_Council","Justiciary",1,"8_4_1669","04_08_69_00:00:00",,,"jhm","08_29_01_15:00:48","jhm","08_29_01_15:01:45"
"CO_JO_457","JO",457,"T_JO_641","Privy_Council","Justiciary",1,"15_7_1669","07_15_69_00:00:00","signet",,"jhm","08_29_01_16:20:36","jhm","08_29_01_16:20:48"
"CO_JO_458","JO",458,"T_JO_642","Privy_Council","Justiciary",1,"15_7_1669","07_15_69_00:00:00","signet",,"jhm","08_29_01_16:25:48","jhm","08_29_01_16:25:57"
"CO_JO_459","JO",459,"T_JO_643","Privy_Council","Justiciary",1,"15_7_1669","07_15_69_00:00:00","signet",,"jhm","08_30_01_09:12:14","jhm","08_30_01_09:12:45"
"CO_JO_46","JO",46,"T_JO_79","Privy_Council","Justiciary",1,"26_5_1630","05_26_30_00:00:00","signet","Commission_for_local_trial.","jhm","06_08_01_12:20:19","jhm","06_08_01_14:11:10"
"CO_JO_460","JO",460,"T_JO_644","Privy_Council","Justiciary",1,"15_7_1669","07_15_69_00:00:00","signet",,"jhm","08_30_01_09:20:33","jhm","08_30_01_09:20:44"
"CO_JO_461","JO",461,"T_JO_645","Privy_Council","Justiciary",1,"30_9_1669","09_30_69_00:00:00",,,"jhm","08_30_01_10:30:36","jhm","08_30_01_10:31:06"
"CO_JO_462","JO",462,"T_JO_646","Privy_Council","Justiciary",1,"30_9_1669","09_30_69_00:00:00",,,"jhm","08_30_01_10:41:37","jhm","08_30_01_10:41:48"
"CO_JO_463","JO",463,"T_JO_647","Privy_Council","Justiciary",1,"30_9_1669","09_30_69_00:00:00",,,"jhm","08_30_01_10:46:28","jhm","08_30_01_10:46:36"
"CO_JO_464","JO",464,"T_JO_648","Privy_Council","Justiciary",1,"11_11_1669","11_11_69_00:00:00",,,"jhm","08_30_01_10:50:14","jhm","08_30_01_10:50:34"
"CO_JO_465","JO",465,"T_JO_649","Privy_Council","Justiciary",1,"11_5_1670","05_11_70_00:00:00",,,"jhm","08_30_01_11:12:31","jhm","08_30_01_11:13:08"
"CO_JO_466","JO",466,"T_JO_649","Privy_Council","Justiciary",1,"7_7_1670","07_07_70_00:00:00",,"2nd_commission_with_some_different_commissioners","jhm","08_30_01_11:13:08","jhm","08_30_01_11:13:38"
"CO_JO_47","JO",47,"T_JO_82","Privy_Council","Investigation",1,"3_11_1629","11_03_29_00:00:00",,"Commission_to_bring_suspect_to_confront_Alexander_Hamilton_in_Edinburgh.","jhm","06_08_01_14:20:16","jhm","06_12_01_09:29:15"
"CO_JO_48","JO",48,"T_JO_82","Privy_Council","Investigation",1,"3_12_1629","12_03_29_00:00:00",,"Commission_to_investigate_case_against_suspect.","jhm","06_08_01_14:20:53","jhm","06_08_01_14:21:31"
"CO_JO_49","JO",49,"T_JO_82","Privy_Council","Arrest",1,"1_4_1630","04_01_30_00:00:00",,"Commission_for_arrest_of_suspect_at_request_of_presbytery.","jhm","06_08_01_14:22:36","jhm","06_08_01_14:23:05"
"CO_JO_50","JO",50,"T_JO_83","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"2_2_1597","02_02_97_00:00:00","signet",,"jhm","06_11_01_15:53:49","jhm","06_11_01_15:55:20"
"CO_JO_51","JO",51,"T_JO_84","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"2_2_1597","02_02_97_00:00:00","signet",,"jhm","06_11_01_16:36:35","jhm","06_11_01_16:37:06"
"CO_JO_52","JO",52,"T_JO_86","Privy_Council","Investigation",1,"3_11_1629","11_03_29_00:00:00",,,"jhm","06_12_01_09:42:36","jhm","06_12_01_09:42:52"
"CO_JO_53","JO",53,"T_JO_86","Privy_Council","Investigation",1,"3_12_1629","12_03_29_00:00:00",,,"jhm","06_12_01_09:42:53","jhm","06_12_01_09:43:14"
"CO_JO_54","JO",54,"T_JO_86","Privy_Council","Arrest",1,"1_4_1630","04_01_30_00:00:00",,,"jhm","06_12_01_09:43:29","jhm","06_12_01_09:44:14"
"CO_JO_55","JO",55,"T_JO_87","Privy_Council","Investigation",1,"3_11_1629","11_03_29_00:00:00",,,"jhm","06_12_01_10:00:25","jhm","06_12_01_10:00:43"
"CO_JO_56","JO",56,"T_JO_87","Privy_Council","Investigation",1,"3_12_1629","12_03_29_00:00:00",,,"jhm","06_12_01_10:00:45","jhm","06_12_01_10:01:01"
"CO_JO_57","JO",57,"T_JO_87","Privy_Council","Arrest",1,"1_4_1630","04_01_30_00:00:00",,,"jhm","06_12_01_10:01:01","jhm","06_12_01_10:01:12"
"CO_JO_58","JO",58,"T_JO_88","Privy_Council","Investigation",1,"3_11_1629","11_03_29_00:00:00",,"Privy_council_request_investigation_and_that_suspect_be_brought_to_Edinburgh_to_confront_Hamilton.","jhm","06_12_01_10:17:24","jhm","06_12_01_10:20:38"
"CO_JO_59","JO",59,"T_JO_88","Privy_Council","Investigation",1,"3_12_1629","12_03_29_00:00:00",,"Further_investigation_about_witchcraft_charges","jhm","06_12_01_10:17:45","jhm","06_12_01_10:21:16"
"CO_JO_60","JO",60,"T_JO_88","Privy_Council","Arrest",1,"1_4_1630","04_01_30_00:00:00",,"Request_to_imprison_suspect.","jhm","06_12_01_10:18:07","jhm","06_12_01_10:21:28"
"CO_JO_61","JO",61,"T_JO_89","Privy_Council","Investigation",1,"3_11_1629","11_03_29_00:00:00",,"commission_to_investigate_and_bring_suspect_to_confront_Alexander_Hamilton","jhm","06_12_01_10:37:03","jhm","06_12_01_10:37:39"
"CO_JO_62","JO",62,"T_JO_89","Privy_Council","Investigation",1,"3_12_1629","12_03_29_00:00:00",,"commission_to_investigate_charges_of_witchcraft","jhm","06_12_01_10:37:40","jhm","06_12_01_10:38:30"
"CO_JO_623","JO",623,"T_JO_769","Privy_Council","Justiciary",1,"15_6_1665","06_15_65_00:00:00",,"PC_issued_letters_of_horning_against_local_commissioners_to_either_try_her_or_be_denounced_and_escheated_themselves.","jhm","08_31_01_12:48:45","jhm","08_31_01_14:53:11"
"CO_JO_624","JO",624,"T_JO_770","Privy_Council","Justiciary",1,"11_1_1666","01_11_66_00:00:00",,"PC_council_order_her_trial_or_release_before_the_last_Thursday_in_March_or_they_will_be_punished_by_council","jhm","08_31_01_13:12:23","jhm","10_03_01_12:43:51"
"CO_JO_626","JO",626,"T_JO_772","Privy_Council","Justiciary",1,"9_5_1666","05_09_66_00:00:00",,,"jhm","08_31_01_14:35:24","jhm","08_31_01_14:35:45"
"CO_JO_627","JO",627,"T_JO_769","Privy_Council","Justiciary",1,"21_6_1666","06_21_66_00:00:00",,"further_commissioners_added_and_ordered_to_try_accused_before_20_10_1666","jhm","08_31_01_14:53:12","jhm","08_31_01_14:54:03"
"CO_JO_628","JO",628,"T_JO_773","Privy_Council","Justiciary",1,"8_9_1666","09_08_66_00:00:00",,,"jhm","08_31_01_15:06:12","jhm","08_31_01_15:06:27"
"CO_JO_629","JO",629,"T_JO_774","Privy_Council","Justiciary",1,"8_9_1666","09_08_66_00:00:00",,,"jhm","08_31_01_15:15:35","jhm","08_31_01_15:15:49"
"CO_JO_63","JO",63,"T_JO_89","Privy_Council","Arrest",1,"1_4_1630","04_01_30_00:00:00",,"named_in_commission_for_arrest_although_presbytery_minutes_record_that_she_had_already_died.","jhm","06_12_01_10:38:31","jhm","10_02_02_11:59:46"
"CO_JO_630","JO",630,"T_JO_775","Privy_Council","Justiciary",1,"8_9_1666","09_08_66_00:00:00",,,"jhm","08_31_01_15:19:18","jhm","08_31_01_15:19:25"
"CO_JO_631","JO",631,"T_JO_776","Privy_Council","Justiciary",1,"8_9_1666","09_08_66_00:00:00",,,"jhm","08_31_01_15:22:34","jhm","08_31_01_15:22:41"
"CO_JO_632","JO",632,"T_JO_777","Privy_Council","Justiciary",1,,,"8_9_1666",,"jhm","08_31_01_15:25:32","jhm","08_31_01_15:25:42"
"CO_JO_633","JO",633,"T_JO_778","Privy_Council","Justiciary",1,"8_9_1666","09_08_66_00:00:00",,,"jhm","08_31_01_15:35:12","jhm","08_31_01_15:35:18"
"CO_JO_634","JO",634,"T_JO_779","Privy_Council","Justiciary",1,"8_9_1666","09_08_66_00:00:00",,,"jhm","08_31_01_15:38:01","jhm","08_31_01_15:38:07"
"CO_JO_635","JO",635,"T_JO_780","Privy_Council","Justiciary",1,"8_1_1667","01_08_67_00:00:00",,,"jhm","08_31_01_15:44:36","jhm","08_31_01_15:44:46"
"CO_JO_636","JO",636,"T_JO_769",,,1,"31_1_1667","01_31_67_00:00:00",,"commissioners_ordered_to_appear_before_PC_to_explain_why_no_trial_had_been_held","jhm","08_31_01_15:59:57","jhm","08_31_01_16:00:56"
"CO_JO_637","JO",637,"T_JO_769","Privy_Council","Release",1,"7_5_1667","05_07_67_00:00:00",,"ordered_to_be_released_and_to_attend_for_trial_when_called","jhm","08_31_01_16:02:17","jhm","08_31_01_16:03:03"
"CO_JO_639","JO",639,"T_JO_782","Privy_Council","Justiciary",1,"8_4_1613","04_08_13_00:00:00","signet",,"jhm","09_03_01_11:02:38","jhm","09_03_01_11:02:54"
"CO_JO_64","JO",64,"T_JO_90",,"Investigation",1,"28_3_1649","03_28_49_00:00:00",,,"jhm","06_13_01_09:23:18","LEM","07_11_02_13:11:57"
"CO_JO_640","JO",640,"T_JO_783","Privy_Council","Justiciary",1,"8_4_1613","04_08_13_00:00:00","signet",,"jhm","09_03_01_11:09:21","jhm","09_03_01_11:09:31"
"CO_JO_641","JO",641,"T_JO_784","Privy_Council","Justiciary",1,"8_4_1613","04_08_13_00:00:00","signet",,"jhm","09_03_01_11:13:16","jhm","09_03_01_11:13:27"
"CO_JO_642","JO",642,"T_JO_798","Privy_Council","Justiciary",1,"25_7_1661","07_25_61_00:00:00",,,"jhm","09_10_01_09:21:01","jhm","09_10_01_09:49:06"
"CO_JO_645","JO",645,"T_LA_410","Privy_Council","Justiciary",1,"18_9_1661","09_18_61_00:00:00",,,"jhm","09_10_01_10:13:24","jhm","09_10_01_10:13:44"
"CO_JO_646","JO",646,"T_LA_411","Privy_Council","Justiciary",1,"18_9_1661","09_18_61_00:00:00",,,"jhm","09_10_01_10:21:31","jhm","09_10_01_10:21:41"
"CO_JO_647","JO",647,"T_LA_413","Privy_Council","Justiciary",1,"18_9_1661","09_18_61_00:00:00",,,"jhm","09_10_01_10:26:52","jhm","09_10_01_10:27:04"
"CO_JO_648","JO",648,"T_JO_801","Privy_Council","Justiciary",1,"7_11_1661","11_07_61_00:00:00",,,"jhm","09_10_01_10:58:46","jhm","09_10_01_10:59:19"
"CO_JO_649","JO",649,"T_JO_802","Privy_Council","Justiciary",1,"7_11_1661","11_07_61_00:00:00",,,"jhm","09_10_01_11:04:06","jhm","09_10_01_11:04:12"
"CO_JO_650","JO",650,"T_JO_803","Privy_Council","Justiciary",1,"19_11_1661","11_19_61_00:00:00",,,"jhm","09_10_01_12:03:51","jhm","09_10_01_12:04:01"
"CO_JO_651","JO",651,"T_JO_804","Privy_Council","Justiciary",1,"19_11_1661","11_19_61_00:00:00",,,"jhm","09_10_01_12:08:48","jhm","09_10_01_12:08:55"
"CO_JO_652","JO",652,"T_JO_805","Privy_Council","Justiciary",1,"19_11_1661","11_19_61_00:00:00",,,"jhm","09_10_01_12:26:47","jhm","09_10_01_12:26:54"
"CO_JO_653","JO",653,"T_JO_806","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_12:42:28","jhm","09_10_01_12:42:37"
"CO_JO_654","JO",654,"T_JO_807","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_12:47:48","jhm","09_10_01_12:48:00"
"CO_JO_655","JO",655,"T_JO_808","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_12:51:57","jhm","09_10_01_12:52:05"
"CO_JO_656","JO",656,"T_JO_809","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_12:56:25","jhm","09_10_01_12:56:35"
"CO_JO_657","JO",657,"T_JO_810","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_13:03:27","jhm","09_10_01_13:03:39"
"CO_JO_658","JO",658,"T_JO_811","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_13:07:17","jhm","09_10_01_13:07:23"
