CommissionRef,CommissionSystemId,CommissionID,Trialref,Commbody,Commtype,Commexists,Commdate,Commdate_as_date,Seal,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"CO_JO_659","JO",659,"T_JO_812","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_13:24:09","jhm","09_10_01_13:24:16"
"CO_JO_660","JO",660,"T_JO_813","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_13:29:57","jhm","09_10_01_13:30:04"
"CO_JO_661","JO",661,"T_JO_814","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_13:34:52","jhm","09_10_01_13:34:58"
"CO_JO_662","JO",662,"T_JO_815","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_13:40:17","jhm","09_10_01_13:40:24"
"CO_JO_663","JO",663,"T_JO_816","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_13:43:52","jhm","09_10_01_13:43:58"
"CO_JO_664","JO",664,"T_JO_817","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_13:48:09","jhm","09_10_01_13:48:16"
"CO_JO_665","JO",665,"T_JO_818","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_13:51:35","jhm","09_10_01_13:51:41"
"CO_JO_666","JO",666,"T_LA_377","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_13:56:43","jhm","09_10_01_13:56:51"
"CO_JO_668","JO",668,"T_LA_402","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_14:12:36","jhm","09_10_01_14:12:44"
"CO_JO_669","JO",669,"T_LA_374","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_14:22:19","jhm","09_10_01_14:22:29"
"CO_JO_670","JO",670,"T_JO_819","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_14:27:15","jhm","09_10_01_14:27:23"
"CO_JO_671","JO",671,"T_JO_820","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_14:35:58","jhm","09_10_01_14:36:05"
"CO_JO_672","JO",672,"T_JO_821","Privy_Council","Justiciary",1,"6_9_1661","09_06_61_00:00:00",,,"jhm","09_10_01_14:39:51","jhm","09_10_01_14:39:57"
"CO_JO_673","JO",673,"T_JO_823","Privy_Council","Justiciary",1,"17_12_1661","12_17_61_00:00:00",,,"jhm","09_12_01_14:57:28","jhm","09_12_01_14:57:42"
"CO_JO_674","JO",674,"T_JO_824","Privy_Council","Justiciary",1,"17_12_1661","12_17_61_00:00:00",,,"jhm","09_12_01_15:00:54","jhm","09_12_01_15:01:05"
"CO_JO_675","JO",675,"T_JO_825","Privy_Council","Justiciary",1,"17_12_1661","12_17_61_00:00:00",,,"jhm","09_12_01_15:05:11","jhm","09_12_01_15:05:18"
"CO_JO_676","JO",676,"T_JO_826","Privy_Council","Justiciary",1,"17_12_1661","12_17_61_00:00:00",,,"jhm","09_12_01_15:09:31","jhm","09_12_01_15:09:39"
"CO_JO_677","JO",677,"T_JO_827","Privy_Council","Justiciary",1,"7_11_1661","11_07_61_00:00:00",,,"jhm","09_12_01_15:41:37","jhm","09_12_01_15:41:49"
"CO_JO_678","JO",678,"T_JO_828","Privy_Council","Justiciary",1,"7_11_1661","11_07_61_00:00:00",,,"jhm","09_12_01_15:46:48","jhm","09_12_01_15:46:54"
"CO_JO_679","JO",679,"T_JO_829","Privy_Council","Justiciary",1,"7_11_1661","11_07_61_00:00:00",,,"jhm","09_12_01_15:54:51","jhm","09_12_01_15:55:00"
"CO_JO_680","JO",680,"T_JO_830","Privy_Council","Release",1,"7_11_1661","11_07_61_00:00:00",,,"jhm","09_12_01_16:06:49","jhm","09_12_01_16:07:02"
"CO_JO_685","JO",685,"T_JO_831","Privy_Council","Justiciary",1,"9_1_1662","01_09_62_00:00:00",,,"jhm","09_21_01_11:53:39","jhm","09_21_01_11:58:17"
"CO_JO_686","JO",686,"T_JO_832","Privy_Council","Justiciary",1,"16_1_1662","01_16_62_00:00:00",,,"jhm","09_21_01_12:03:57","jhm","09_21_01_12:04:05"
"CO_JO_687","JO",687,"T_JO_833","Privy_Council","Justiciary",1,"16_1_1662","01_16_62_00:00:00",,,"jhm","09_21_01_12:08:13","jhm","09_21_01_12:08:21"
"CO_JO_688","JO",688,"T_JO_834","Privy_Council","Justiciary",1,"16_1_1662","01_16_62_00:00:00",,,"jhm","09_21_01_12:11:43","jhm","09_21_01_12:11:49"
"CO_JO_689","JO",689,"T_JO_835","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_21_01_12:27:06","jhm","09_21_01_12:27:13"
"CO_JO_690","JO",690,"T_JO_836","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_21_01_12:49:45","jhm","09_21_01_12:49:52"
"CO_JO_691","JO",691,"T_JO_837","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_21_01_12:57:36","jhm","09_21_01_12:57:44"
"CO_JO_692","JO",692,"T_JO_838","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_21_01_13:02:23","jhm","09_21_01_13:02:31"
"CO_JO_693","JO",693,"T_JO_839","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_09:24:58","jhm","09_24_01_09:25:11"
"CO_JO_694","JO",694,"T_JO_840","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_09:41:24","jhm","09_24_01_09:41:30"
"CO_JO_695","JO",695,"T_JO_841","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_09:46:22","jhm","09_24_01_09:46:28"
"CO_JO_696","JO",696,"T_JO_842","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_09:56:17","jhm","09_24_01_09:56:25"
"CO_JO_697","JO",697,"T_JO_843","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_10:00:50","jhm","09_24_01_10:01:00"
"CO_JO_698","JO",698,"T_JO_844","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_10:05:19","jhm","09_24_01_10:05:25"
"CO_JO_699","JO",699,"T_JO_845","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_10:13:46","jhm","09_24_01_10:13:57"
"CO_JO_700","JO",700,"T_JO_846","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_10:19:12","jhm","09_24_01_10:19:18"
"CO_JO_701","JO",701,"T_JO_847","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_10:23:07","jhm","09_24_01_10:23:15"
"CO_JO_702","JO",702,"T_JO_848","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_10:26:51","jhm","09_24_01_10:26:56"
"CO_JO_703","JO",703,"T_JO_849","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_10:30:02","jhm","09_24_01_10:30:10"
"CO_JO_704","JO",704,"T_JO_850","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_10:33:36","jhm","09_24_01_10:33:43"
"CO_JO_705","JO",705,"T_JO_851","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_11:00:32","jhm","09_24_01_11:00:39"
"CO_JO_706","JO",706,"T_JO_852","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_11:37:35","jhm","09_24_01_11:37:42"
"CO_JO_707","JO",707,"T_JO_853","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_11:42:40","jhm","09_24_01_11:42:47"
"CO_JO_708","JO",708,"T_JO_854","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_11:48:35","jhm","09_24_01_11:48:41"
"CO_JO_709","JO",709,"T_JO_855","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_12:12:15","jhm","09_24_01_12:12:22"
"CO_JO_710","JO",710,"T_JO_856","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_12:16:18","jhm","09_24_01_12:16:23"
"CO_JO_711","JO",711,"T_JO_857","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_12:25:44","jhm","09_24_01_12:25:50"
"CO_JO_712","JO",712,"T_JO_858","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_12:41:07","jhm","09_24_01_12:41:15"
"CO_JO_713","JO",713,"T_JO_859","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_12:58:38","jhm","09_24_01_12:58:44"
"CO_JO_714","JO",714,"T_JO_860","Privy_Council","Justiciary",1,"23_1_1662","01_23_62_00:00:00",,,"jhm","09_24_01_13:06:16","jhm","09_24_01_13:06:23"
"CO_JO_715","JO",715,"T_JO_861","Privy_Council","Justiciary",1,"6_2_1662","02_06_62_00:00:00",,,"jhm","09_24_01_13:18:20","jhm","09_24_01_13:18:29"
"CO_JO_716","JO",716,"T_JO_862","Privy_Council","Justiciary",1,"6_2_1662","02_06_62_00:00:00",,,"jhm","09_24_01_13:22:32","jhm","09_24_01_13:22:39"
"CO_JO_717","JO",717,"T_JO_863","Privy_Council","Justiciary",1,"6_2_1662","02_06_62_00:00:00",,,"jhm","09_24_01_13:26:58","jhm","09_24_01_13:27:05"
"CO_JO_718","JO",718,"T_JO_864","Privy_Council","Justiciary",1,"6_2_1662","02_06_62_00:00:00",,,"jhm","09_24_01_13:31:01","jhm","09_24_01_13:31:12"
"CO_JO_719","JO",719,"T_JO_865","Privy_Council","Justiciary",1,"6_2_1662","02_06_62_00:00:00",,,"jhm","09_24_01_13:35:05","jhm","09_24_01_13:35:12"
"CO_JO_720","JO",720,"T_JO_866","Privy_Council","Justiciary",1,"6_2_1662","02_06_62_00:00:00",,,"jhm","09_24_01_13:45:45","jhm","09_24_01_13:45:53"
"CO_JO_721","JO",721,"T_LA_374","Privy_Council","Release",1,"30_1_1662","01_30_62_00:00:00",,"ordered_to_release_suspect_and_to_call_her_to_appear_for_trial_when_arranged","jhm","09_24_01_13:52:15","jhm","09_24_01_13:53:18"
"CO_JO_722","JO",722,"T_LA_402","Privy_Council","Release",1,"30_1_1662","01_30_62_00:00:00",,"ordered_to_be_released_after_accused_appealed_and_to_appear_when_lawful_trial_arranged","jhm","09_24_01_13:58:51","jhm","09_24_01_13:59:45"
"CO_JO_723","JO",723,"T_JO_867","Privy_Council","Release",1,"30_1_1662","01_30_62_00:00:00",,"suspect_appealed_to_PC_for_release_from_prison_and_legal_trial_to_be_arranged.","jhm","09_24_01_14:10:06","jhm","09_24_01_14:12:19"
"CO_JO_724","JO",724,"T_JO_868","Privy_Council","Release",1,"30_1_1662","01_30_62_00:00:00",,"Order_for_release_after_accused_appealed,_legal_trial_to_be_arranged.","jhm","09_24_01_14:18:50","jhm","09_24_01_14:19:19"
"CO_JO_725","JO",725,"T_JO_874","Privy_Council","Justiciary",1,"13_2_1662","02_13_62_00:00:00",,,"jhm","10_03_01_10:48:58","jhm","10_03_01_10:49:06"
"CO_JO_726","JO",726,"T_LA_287","Privy_Council","Justiciary",1,"13_2_1662","02_13_62_00:00:00",,,"jhm","10_03_01_11:52:26","jhm","10_03_01_11:52:34"
"CO_JO_727","JO",727,"T_JO_875","Privy_Council","Justiciary",1,"13_2_1662","02_13_62_00:00:00",,,"jhm","10_03_01_12:13:25","jhm","10_03_01_12:13:40"
"CO_JO_728","JO",728,"T_JO_876","Privy_Council","Justiciary",1,"13_2_1662","02_13_62_00:00:00",,,"jhm","10_03_01_12:18:52","jhm","10_03_01_12:18:59"
"CO_JO_729","JO",729,"T_JO_877","Privy_Council","Justiciary",1,"13_2_1662","02_13_62_00:00:00",,,"jhm","10_03_01_12:22:12","jhm","10_03_01_12:22:18"
"CO_JO_730","JO",730,"T_JO_878","Privy_Council","Justiciary",1,"13_2_1662","02_13_62_00:00:00",,,"jhm","10_03_01_12:33:39","jhm","10_03_01_12:33:46"
"CO_JO_731","JO",731,"T_JO_770","Privy_Council","Justiciary",1,"13_2_1662","02_13_62_00:00:00",,,"jhm","10_03_01_12:41:20","jhm","10_03_01_12:41:33"
"CO_JO_732","JO",732,"T_JO_879","Privy_Council","Justiciary",1,"13_2_1662","02_13_62_00:00:00",,,"jhm","10_03_01_12:47:27","jhm","10_03_01_12:47:34"
"CO_JO_733","JO",733,"T_JO_880","Privy_Council","Release",1,"20_2_1662","02_20_62_00:00:00",,"order_to_release_accused_in_response_to_petition_and_to_be_tried_later","jhm","10_03_01_12:59:55","jhm","10_03_01_13:00:56"
"CO_JO_734","JO",734,"T_JO_881","Privy_Council","Release",1,"20_2_1662","02_20_62_00:00:00",,"ordered_to_be_released_from_imprisonment_on_caution_for_later_trial","jhm","10_03_01_13:11:42","jhm","10_03_01_13:12:15"
"CO_JO_735","JO",735,"T_JO_884","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_14:51:17","jhm","10_03_01_14:51:28"
"CO_JO_736","JO",736,"T_JO_885","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_14:55:44","jhm","10_03_01_14:55:50"
"CO_JO_737","JO",737,"T_JO_886","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_14:59:45","jhm","10_03_01_14:59:51"
"CO_JO_738","JO",738,"T_JO_887","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_15:04:06","jhm","10_03_01_15:04:12"
"CO_JO_739","JO",739,"T_JO_888","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_15:07:48","jhm","10_03_01_15:07:54"
"CO_JO_740","JO",740,"T_JO_889","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_15:11:30","jhm","10_03_01_15:11:37"
"CO_JO_741","JO",741,"T_JO_890","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_15:15:36","jhm","10_03_01_15:15:42"
"CO_JO_742","JO",742,"T_JO_891","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_15:19:17","jhm","10_03_01_15:19:26"
"CO_JO_743","JO",743,"T_JO_892","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_15:25:44","jhm","10_03_01_15:25:51"
"CO_JO_744","JO",744,"T_JO_893","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_15:29:15","jhm","10_03_01_15:29:21"
"CO_JO_745","JO",745,"T_JO_894","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_15:32:36","jhm","10_03_01_15:32:42"
"CO_JO_746","JO",746,"T_JO_895","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_03_01_15:52:08","jhm","10_03_01_15:52:14"
"CO_JO_747","JO",747,"T_JO_896","Privy_Council","Release",1,"4_3_1662","03_04_62_00:00:00",,"order_to_release_accused_until_a_date_for_trial_arranged","jhm","10_03_01_16:02:19","jhm","10_03_01_16:02:54"
"CO_JO_748","JO",748,"T_JO_897","Privy_Council","Justiciary",1,"1_4_1662","04_01_62_00:00:00",,"PC_orders_the_accused_to_be_transported_to_Edinburgh_for_trial,_concerned_about_illegal_local_imprisonment","jhm","10_04_01_09:50:29","jhm","10_04_01_10:21:10"
"CO_JO_749","JO",749,"T_JO_898","Privy_Council","Justiciary",1,"1_4_1662","04_01_62_00:00:00",,"PC_order_to_transport_accused_to_Edinburgh_after_illegal_torture_etc.","jhm","10_04_01_10:01:56","jhm","10_04_01_10:02:38"
"CO_JO_750","JO",750,"T_JO_899","Privy_Council","Justiciary",1,"1_4_1662","04_01_62_00:00:00",,"PC_order_that_accused_be_moved_to_Edinburgh_for_trial,_concerned_about_illegal_torture_etc.","jhm","10_04_01_10:08:47","jhm","10_04_01_10:09:23"
"CO_JO_751","JO",751,"T_JO_900","Privy_Council","Justiciary",1,"1_4_1662","04_01_62_00:00:00",,"PC_order_the_accused_to_be_moved_to_Edinburgh_for_trial,_concerned_about_illegal_torture_etc.","jhm","10_04_01_10:16:01","jhm","10_04_01_10:16:29"
"CO_JO_752","JO",752,"T_JO_901","Privy_Council","Justiciary",1,"1_4_1662","04_01_62_00:00:00",,"PC_order_to_move_accused_to_Edinburgh,_concerned_about_illegal_torture_etc.","jhm","10_04_01_10:24:21","jhm","10_04_01_10:24:57"
"CO_JO_753","JO",753,"T_JO_902","Privy_Council","Justiciary",1,"2_4_1662","04_02_62_00:00:00",,,"jhm","10_04_01_10:42:48","jhm","10_04_01_10:42:53"
"CO_JO_754","JO",754,"T_JO_903","Privy_Council","Justiciary",1,"2_4_1662","04_02_62_00:00:00",,,"jhm","10_04_01_10:47:58","jhm","10_04_01_10:48:03"
"CO_JO_755","JO",755,"T_JO_904","Privy_Council","Justiciary",1,"2_4_1662","04_02_62_00:00:00",,,"jhm","10_04_01_10:51:38","jhm","10_04_01_10:51:43"
"CO_JO_756","JO",756,"T_JO_830","Privy_Council","Release",1,"2_4_1662","04_02_62_00:00:00",,,"jhm","10_04_01_10:57:22","jhm","10_04_01_10:59:11"
"CO_JO_757","JO",757,"T_JO_905","Privy_Council","Release",1,"10_4_1662","04_10_62_00:00:00",,,"jhm","10_04_01_11:37:29","jhm","10_04_01_11:37:39"
"CO_JO_758","JO",758,"T_JO_906","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_04_01_12:00:40","jhm","10_04_01_12:30:00"
"CO_JO_759","JO",759,"T_JO_907","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_04_01_12:04:22","jhm","10_04_01_12:30:06"
"CO_JO_760","JO",760,"T_JO_908","Privy_Council","Justiciary",1,"2_10_1661","10_02_61_00:00:00",,,"jhm","10_04_01_12:19:51","jhm","10_04_01_12:19:59"
"CO_JO_761","JO",761,"T_JO_909","Privy_Council","Justiciary",1,"2_10_1661","10_02_61_00:00:00",,,"jhm","10_04_01_12:26:40","jhm","10_04_01_12:26:46"
"CO_JO_762","JO",762,"T_JO_910","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_04_01_12:55:49","jhm","10_04_01_12:56:00"
"CO_JO_763","JO",763,"T_JO_911","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_09:09:19","jhm","10_08_01_09:09:50"
"CO_JO_764","JO",764,"T_JO_912","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_09:18:30","jhm","10_08_01_09:18:46"
"CO_JO_765","JO",765,"T_JO_913","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"accused_suspected_of_crime,_to_be_tried_and_verdict_to_be_reported_to_PC_before_sentence","jhm","10_08_01_09:39:26","jhm","10_08_01_09:40:39"
"CO_JO_766","JO",766,"T_JO_913","Privy_Council","Justiciary",1,"28_7_1662","07_28_62_00:00:00",,"accused_had_confessed_and_commissioners_to_try_and_judge_her","jhm","10_08_01_09:40:40","jhm","10_08_01_09:41:10"
"CO_JO_767","JO",767,"T_JO_914","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commissioner_to_try_the_accused_who_is_suspected_guilty_of_the_crime_of_witchcraft,_to_report_to_PC_before_sentence","jhm","10_08_01_09:46:24","jhm","10_08_01_09:47:16"
"CO_JO_768","JO",768,"T_JO_914","Privy_Council","Justiciary",1,"28_7_1662","07_28_62_00:00:00",,"commissioners_to_try_and_judge_the_accused_who_has_confessed_to_witchcraft","jhm","10_08_01_09:47:02","jhm","10_08_01_09:47:39"
"CO_JO_769","JO",769,"T_JO_915","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_08_01_09:56:29","jhm","10_08_01_09:56:44"
"CO_JO_770","JO",770,"T_JO_916","Privy_Council","Justiciary",1,"4_3_1662","03_04_62_00:00:00",,,"jhm","10_08_01_10:01:36","jhm","10_08_01_10:01:44"
"CO_JO_771","JO",771,"T_JO_917","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_10:22:12","jhm","10_08_01_10:22:20"
"CO_JO_772","JO",772,"T_JO_918","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_10:25:53","jhm","10_08_01_10:26:01"
"CO_JO_773","JO",773,"T_JO_919","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_11:16:07","jhm","10_08_01_11:16:14"
"CO_JO_774","JO",774,"T_JO_920","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_11:21:11","jhm","10_08_01_11:21:18"
"CO_JO_775","JO",775,"T_JO_921","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_11:28:57","jhm","10_08_01_11:29:03"
"CO_JO_776","JO",776,"T_JO_922","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_11:32:02","jhm","10_08_01_11:32:07"
"CO_JO_777","JO",777,"T_JO_923","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_11:35:55","jhm","10_08_01_11:36:00"
"CO_JO_778","JO",778,"T_JO_924","Privy_Council","Justiciary",1,"7_4_1662","04_07_62_00:00:00",,,"jhm","10_08_01_11:39:08","jhm","10_08_01_11:39:14"
"CO_JO_779","JO",779,"T_JO_925","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_11:43:02","jhm","10_08_01_11:43:08"
"CO_JO_780","JO",780,"T_JO_926","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_08_01_11:53:35","jhm","10_08_01_11:53:40"
"CO_JO_782","JO",782,"T_JO_928","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_09_01_09:10:39","jhm","10_09_01_09:10:46"
"CO_JO_783","JO",783,"T_JO_929","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_09_01_09:16:48","jhm","10_09_01_09:16:55"
"CO_JO_785","JO",785,"T_JO_931","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_09_01_09:41:34","jhm","10_09_01_09:41:41"
"CO_JO_786","JO",786,"T_JO_932","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_09_01_09:46:19","jhm","10_09_01_09:46:24"
"CO_JO_787","JO",787,"T_JO_933","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_to_try_the_suspects_and_report_to_the_council_before_sentence,_?investigation","jhm","10_09_01_10:04:39","jhm","10_09_01_10:07:14"
"CO_JO_788","JO",788,"T_JO_934","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_the_suspects_and_report_to_the_council_before_sentence,_?investigation","jhm","10_09_01_10:10:35","jhm","10_09_01_10:11:07"
"CO_JO_789","JO",789,"T_JO_935","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_the_suspects_and_to_report_to_council_before_sentence,_?investigation","jhm","10_09_01_10:16:25","jhm","10_09_01_10:16:58"
"CO_JO_790","JO",790,"T_JO_936","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_orded_to_try_the_suspects_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_10:21:13","jhm","10_09_01_10:21:46"
"CO_JO_791","JO",791,"T_JO_937","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_the_suspects_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_10:25:17","jhm","10_09_01_10:25:45"
"CO_JO_792","JO",792,"T_JO_938","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_the_suspects_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_10:28:51","jhm","10_09_01_10:29:17"
"CO_JO_793","JO",793,"T_JO_939","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_to_try_the_suspects_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_10:41:18","jhm","10_09_01_10:41:55"
"CO_JO_794","JO",794,"T_JO_940","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_the_suspects_and_report_to_council_before_sentence","jhm","10_09_01_10:45:47","jhm","10_09_01_10:46:08"
"CO_JO_795","JO",795,"T_JO_941","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_the_suspects_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_10:49:49","jhm","10_09_01_10:50:16"
"CO_JO_796","JO",796,"T_JO_942","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_the_suspects_and_report_to_the_council_before_sentence,_?investigation","jhm","10_09_01_10:53:33","jhm","10_09_01_10:54:02"
"CO_JO_797","JO",797,"T_JO_943","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"Commission_ordered_to_try_the_suspects_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_10:57:50","jhm","10_30_02_12:29:38"
