Case_personRef,Case_personID,Case_personSystemId,CaseRef,PersonRef,Involvement,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"CP_LA_214",214,"LA","C_EGD_949","LA_147","Commissioner",,"LEM","06_18_01_10:53:01","LEM","06_18_01_10:53:19"
"CP_LA_2140",2140,"LA","C_EGD_1247",,"Commissioner","Sheriff,_provost,_bailies_of_Aberdeen","LEM","09_06_01_13:51:22","LEM","09_06_01_13:51:32"
"CP_LA_2141",2141,"LA","C_EGD_1248",,"Commissioner","sheriff,_provost,_bailies_of_Aberdeen","LEM","09_06_01_15:06:29","LEM","09_06_01_15:06:59"
"CP_LA_2142",2142,"LA","C_EGD_1249",,"Commissioner","sheriff,_provost,_bailies_of_Aberdeen","LEM","09_06_01_15:09:16","LEM","09_06_01_15:09:27"
"CP_LA_2143",2143,"LA","C_EGD_1250",,"Commissioner","sheriff,_provost,_bailies_of_Aberdeen","LEM","09_06_01_15:10:38","LEM","09_06_01_15:10:47"
"CP_LA_2144",2144,"LA","C_EGD_1251",,"Commissioner","sheriff,_bailie,_provost_of_Aberdeen","LEM","09_06_01_15:12:56","LEM","09_06_01_15:13:05"
"CP_LA_2145",2145,"LA","C_EGD_1252",,"Commissioner","sheriff,_bailie,_provost_of_Aberdeen","LEM","09_06_01_15:13:53","LEM","09_06_01_15:14:04"
"CP_LA_2146",2146,"LA","C_EGD_1253","LA_626","Commissioner",,"LEM","09_06_01_15:32:00","LEM","09_06_01_15:32:27"
"CP_LA_2147",2147,"LA","C_EGD_1253","LA_627","Commissioner",,"LEM","09_06_01_15:32:41","LEM","09_06_01_15:33:06"
"CP_LA_2148",2148,"LA","C_EGD_1253","LA_628","Commissioner",,"LEM","09_06_01_15:33:23","LEM","09_06_01_15:34:25"
"CP_LA_2149",2149,"LA","C_EGD_1253","LA_629","Commissioner",,"LEM","09_06_01_15:34:29","LEM","09_06_01_15:34:58"
"CP_LA_215",215,"LA","C_EGD_949","LA_148","Commissioner",,"LEM","06_18_01_10:53:23","LEM","06_18_01_10:53:44"
"CP_LA_2150",2150,"LA","C_EGD_1253","LA_630","Commissioner",,"LEM","09_06_01_15:35:02","LEM","09_06_01_15:35:19"
"CP_LA_2151",2151,"LA","C_EGD_1253","LA_631","Commissioner",,"LEM","09_06_01_15:35:27","LEM","09_06_01_15:35:49"
"CP_LA_2152",2152,"LA","C_EGD_1253","LA_632","Commissioner",,"LEM","09_06_01_15:35:52","LEM","09_06_01_15:36:09"
"CP_LA_2153",2153,"LA","C_EGD_1253","LA_633","Commissioner",,"LEM","09_06_01_15:36:12","LEM","09_06_01_15:36:25"
"CP_LA_2154",2154,"LA","C_EGD_1253","LA_634","Commissioner",,"LEM","09_06_01_15:36:25","LEM","09_06_01_15:36:55"
"CP_LA_2155",2155,"LA","C_EGD_1253","LA_635","Commissioner",,"LEM","09_06_01_15:36:58","LEM","09_06_01_15:37:19"
"CP_LA_2156",2156,"LA","C_EGD_1258","LA_636","Commissioner",,"LEM","09_06_01_15:40:17","LEM","09_06_01_15:40:36"
"CP_LA_2157",2157,"LA","C_EGD_1258",,"Commissioner","sheriff_and_deputes_of_Aberdeen","LEM","09_06_01_15:40:37","LEM","09_06_01_15:40:46"
"CP_LA_2158",2158,"LA","C_EGD_1255","LA_78","Investigator","informer_against_him","LEM","09_06_01_15:43:56","LEM","09_06_01_15:44:38"
"CP_LA_2159",2159,"LA","C_EGD_605","LA_637","Investigator",,"LEM","09_07_01_10:01:18","LEM","09_07_01_10:01:35"
"CP_LA_216",216,"LA","C_EGD_949","LA_149","Commissioner",,"LEM","06_18_01_10:54:24","LEM","06_18_01_10:54:59"
"CP_LA_2160",2160,"LA","C_EGD_605","LA_638","Investigator",,"LEM","09_07_01_10:01:45","LEM","09_07_01_10:02:01"
"CP_LA_2161",2161,"LA","C_EGD_605","LA_639","Investigator",,"LEM","09_07_01_10:02:18","LEM","09_07_01_10:02:45"
"CP_LA_2162",2162,"LA","C_EGD_605","LA_640","Cautioner","He_was_also_her_prolocutor","LEM","09_07_01_10:03:00","LEM","09_07_01_10:04:33"
"CP_LA_2163",2163,"LA","C_EGD_609",,"Witchcraft_acquired_from","her_mother","LEM","09_07_01_10:51:04","LEM","09_07_01_10:51:17"
"CP_LA_2164",2164,"LA","C_EGD_606","LA_642","Investigator",,"LEM","09_07_01_12:53:38","LEM","09_07_01_12:53:53"
"CP_LA_2165",2165,"LA","C_EGD_606","LA_643","Investigator",,"LEM","09_07_01_12:53:58","LEM","09_07_01_12:54:16"
"CP_LA_2166",2166,"LA","C_EGD_607","LA_642","Investigator",,"LEM","09_07_01_13:09:50","LEM","09_07_01_13:09:54"
"CP_LA_2167",2167,"LA","C_EGD_607","LA_643","Investigator",,"LEM","09_07_01_13:09:56","LEM","09_07_01_13:10:00"
"CP_LA_2168",2168,"LA","C_EGD_608","LA_642","Investigator",,"LEM","09_07_01_13:14:38","LEM","09_07_01_13:14:41"
"CP_LA_2169",2169,"LA","C_EGD_608","LA_643","Investigator",,"LEM","09_07_01_13:14:42","LEM","09_07_01_13:14:46"
"CP_LA_217",217,"LA","C_EGD_950","LA_110","Commissioner",,"LEM","06_18_01_12:22:20","LEM","06_18_01_12:22:26"
"CP_LA_2170",2170,"LA","C_EGD_609","LA_642","Investigator",,"LEM","09_07_01_13:17:13","LEM","09_07_01_13:17:16"
"CP_LA_2171",2171,"LA","C_EGD_609","LA_643","Investigator",,"LEM","09_07_01_13:17:17","LEM","09_07_01_13:17:24"
"CP_LA_2172",2172,"LA","C_EGD_1262","LA_645","Investigator",,"LEM","09_07_01_15:23:23","LEM","09_07_01_15:23:58"
"CP_LA_2173",2173,"LA","C_EGD_1262","LA_646","Investigator",,"LEM","09_07_01_15:24:01","LEM","09_07_01_15:24:18"
"CP_LA_2174",2174,"LA","C_EGD_1262",,"Investigator","bailies_of_Leith","LEM","09_07_01_15:24:19","LEM","09_07_01_15:24:24"
"CP_LA_2175",2175,"LA","C_EGD_1262","LA_108","Commissioner",,"LEM","09_07_01_15:36:54","LEM","09_07_01_15:37:02"
"CP_LA_2176",2176,"LA","C_EGD_1262","LA_17","Commissioner",,"LEM","09_07_01_15:37:04","LEM","09_07_01_15:37:07"
"CP_LA_2177",2177,"LA","C_EGD_1262","LA_33","Commissioner",,"LEM","09_07_01_15:37:08","LEM","09_07_01_15:37:21"
"CP_LA_2178",2178,"LA","C_EGD_1262","LA_647","Commissioner","bailies_of_Leith","LEM","09_07_01_15:37:24","LEM","09_07_01_15:45:35"
"CP_LA_2179",2179,"LA","C_EGD_1264",,"Commissioner","Earl_of_Roxburgh","LEM","09_07_01_15:52:40","LEM","09_07_01_15:52:44"
"CP_LA_218",218,"LA","C_EGD_950","LA_136","Commissioner",,"LEM","06_18_01_12:22:28","LEM","06_18_01_12:22:37"
"CP_LA_2180",2180,"LA","C_EGD_1264",,"Commissioner","Baron_of_Broughton","LEM","09_07_01_15:52:45","jhm","10_03_02_11:18:59"
"CP_LA_2181",2181,"LA","C_EGD_1263",,"Commissioner","Earl_of_Roxburgh","LEM","09_07_01_15:54:17","jhm","10_03_02_11:13:49"
"CP_LA_2182",2182,"LA","C_EGD_1263",,"Commissioner","baron_of_Broughton","LEM","09_07_01_15:54:21","jhm","10_03_02_11:14:08"
"CP_LA_2183",2183,"LA","C_EGD_1263","LA_17","Commissioner",,"LEM","09_07_01_15:58:08","LEM","09_07_01_15:58:16"
"CP_LA_2184",2184,"LA","C_EGD_1263","LA_648","Commissioner",,"LEM","09_07_01_15:58:18","LEM","09_07_01_15:58:36"
"CP_LA_2185",2185,"LA","C_EGD_1263","LA_108","Commissioner",,"LEM","09_07_01_15:59:37","LEM","09_07_01_15:59:43"
"CP_LA_2186",2186,"LA","C_EGD_1264","LA_17","Commissioner",,"LEM","09_07_01_15:59:51","LEM","09_07_01_15:59:53"
"CP_LA_2187",2187,"LA","C_EGD_1264","LA_648","Commissioner",,"LEM","09_07_01_15:59:54","LEM","09_07_01_15:59:59"
"CP_LA_2188",2188,"LA","C_EGD_1264","LA_108","Commissioner",,"LEM","09_07_01_16:00:00","LEM","09_07_01_16:00:06"
"CP_LA_2189",2189,"LA","C_EGD_1264","LA_650","Investigator",,"LEM","09_07_01_16:06:43","LEM","09_07_01_16:07:01"
"CP_LA_219",219,"LA","C_EGD_950","LA_147","Commissioner",,"LEM","06_18_01_12:22:43","LEM","06_18_01_12:22:45"
"CP_LA_2190",2190,"LA","C_EGD_1266","LA_651","Investigator","Sheriff_of_Renfrew","LEM","09_07_01_16:23:06","LEM","09_07_01_16:23:54"
"CP_LA_2191",2191,"LA","C_EGD_1266","JO_1085","Investigator",,"LEM","09_07_01_16:23:59","jhm","11_27_03_12:33:23"
"CP_LA_2192",2192,"LA","C_EGD_1266","LA_653","Procurator",,"LEM","09_07_01_16:25:09","LEM","11_13_02_11:29:40"
"CP_LA_2193",2193,"LA","C_EGD_1266","LA_654","Cautioner",,"LEM","09_07_01_16:25:58","LEM","09_07_01_16:27:28"
"CP_LA_2194",2194,"LA","C_EGD_694","LA_655","Witchcraft_acquired_from",,"LEM","09_11_01_12:31:43","LEM","09_11_01_12:32:04"
"CP_LA_2195",2195,"LA","C_EGD_614","LA_656","Witchcraft_acquired_from",,"LEM","09_11_01_13:30:28","LEM","09_11_01_13:30:55"
"CP_LA_2196",2196,"LA","C_EGD_696","JO_551","Investigator",,"LEM","09_21_01_12:55:09","LEM","09_21_01_12:55:15"
"CP_LA_2197",2197,"LA","C_EGD_696","LA_658","Investigator",,"LEM","09_21_01_12:55:19","LEM","09_21_01_12:55:48"
"CP_LA_2198",2198,"LA","C_EGD_696","LA_659","Investigator",,"LEM","09_21_01_12:55:51","LEM","09_21_01_12:56:05"
"CP_LA_2199",2199,"LA","C_EGD_696","LA_660","Investigator",,"LEM","09_21_01_12:56:08","LEM","09_21_01_12:56:25"
"CP_LA_22",22,"LA","C_EGD_159","LA_23","Commissioner",,"LEM","05_17_01_12:01:33","LEM","05_17_01_12:01:37"
"CP_LA_220",220,"LA","C_EGD_950","LA_148","Commissioner",,"LEM","06_18_01_12:22:50","LEM","06_18_01_12:22:53"
"CP_LA_2200",2200,"LA","C_EGD_696","LA_661","Investigator",,"LEM","09_21_01_12:56:29","LEM","09_21_01_12:56:46"
"CP_LA_2201",2201,"LA","C_EGD_696","LA_662","Investigator",,"LEM","09_21_01_12:56:48","LEM","09_21_01_12:57:07"
"CP_LA_2202",2202,"LA","C_EGD_696","LA_663","Investigator",,"LEM","09_21_01_12:57:43","LEM","09_21_01_12:58:11"
"CP_LA_2203",2203,"LA","C_EGD_695","JO_551","Investigator",,"LEM","09_21_01_13:10:53","LEM","09_21_01_13:10:56"
"CP_LA_2204",2204,"LA","C_EGD_695","LA_658","Investigator",,"LEM","09_21_01_13:10:59","LEM","09_21_01_13:11:02"
"CP_LA_2205",2205,"LA","C_EGD_695","LA_659","Investigator",,"LEM","09_21_01_13:11:04","LEM","09_21_01_13:11:07"
"CP_LA_2206",2206,"LA","C_EGD_695","LA_661","Investigator",,"LEM","09_21_01_13:11:09","LEM","09_21_01_13:11:13"
"CP_LA_2207",2207,"LA","C_EGD_695","LA_660","Investigator",,"LEM","09_21_01_13:11:14","LEM","09_21_01_13:11:21"
"CP_LA_2208",2208,"LA","C_EGD_695","LA_662","Investigator",,"LEM","09_21_01_13:11:22","LEM","09_21_01_13:11:25"
"CP_LA_2209",2209,"LA","C_EGD_697","JO_551","Investigator",,"LEM","09_21_01_13:19:48","LEM","09_21_01_13:19:51"
"CP_LA_221",221,"LA","C_EGD_950","LA_149","Commissioner",,"LEM","06_18_01_12:22:58","LEM","06_18_01_12:23:06"
"CP_LA_2210",2210,"LA","C_EGD_697","LA_658","Investigator",,"LEM","09_21_01_13:19:56","LEM","09_21_01_13:19:58"
"CP_LA_2211",2211,"LA","C_EGD_697","LA_659","Investigator",,"LEM","09_21_01_13:20:01","LEM","09_21_01_13:20:03"
"CP_LA_2212",2212,"LA","C_EGD_697","LA_661","Investigator",,"LEM","09_21_01_13:20:04","LEM","09_21_01_13:20:08"
"CP_LA_2213",2213,"LA","C_EGD_697","LA_660","Investigator",,"LEM","09_21_01_13:20:09","LEM","09_21_01_13:20:14"
"CP_LA_2214",2214,"LA","C_EGD_697","LA_662","Investigator",,"LEM","09_21_01_13:20:16","LEM","09_21_01_13:20:20"
"CP_LA_2215",2215,"LA","C_EGD_700","LA_665","Investigator",,"LEM","09_21_01_15:25:03","LEM","09_21_01_15:26:20"
"CP_LA_222",222,"LA","C_EGD_950","LA_138","Commissioner",,"LEM","06_18_01_12:25:51","LEM","06_18_01_12:25:59"
"CP_LA_223",223,"LA","C_EGD_950","LA_144","Commissioner",,"LEM","06_18_01_12:26:02","LEM","06_18_01_12:26:07"
"CP_LA_224",224,"LA","C_EGD_845","LA_146","Commissioner","16_3_1624","LEM","06_18_01_12:36:05","LEM","06_18_01_12:36:22"
"CP_LA_225",225,"LA","C_EGD_845","LA_110","Commissioner","16_3_1624","LEM","06_18_01_12:36:27","LEM","06_18_01_12:36:34"
"CP_LA_226",226,"LA","C_EGD_845","LA_136","Commissioner","16_3_1624","LEM","06_18_01_12:36:40","LEM","06_18_01_12:36:51"
"CP_LA_227",227,"LA","C_EGD_845","LA_147","Commissioner","16_3_1624","LEM","06_18_01_12:37:00","LEM","06_18_01_12:37:09"
"CP_LA_228",228,"LA","C_EGD_845","LA_148","Commissioner","16_3_1624","LEM","06_18_01_12:37:13","LEM","06_18_01_12:37:28"
"CP_LA_229",229,"LA","C_EGD_845","LA_150","Investigator",,"LEM","06_18_01_12:46:36","LEM","06_18_01_12:48:32"
"CP_LA_23",23,"LA","C_EGD_159","LA_24","Commissioner",,"LEM","05_17_01_12:01:42","LEM","05_17_01_12:01:46"
"CP_LA_230",230,"LA","C_EGD_1270","LA_110","Investigator",,"LEM","06_18_01_15:18:42","LEM","06_18_01_15:19:07"
"CP_LA_231",231,"LA","C_EGD_1270","LA_131","Investigator",,"LEM","06_18_01_15:19:15","LEM","06_18_01_15:19:28"
"CP_LA_232",232,"LA","C_EGD_1270","LA_136","Commissioner",,"LEM","06_18_01_15:25:58","LEM","06_18_01_15:26:10"
"CP_LA_233",233,"LA","C_EGD_1270","LA_110","Commissioner",,"LEM","06_18_01_15:26:15","LEM","06_18_01_15:26:20"
"CP_LA_234",234,"LA","C_EGD_1270","LA_154","Commissioner",,"LEM","06_18_01_15:26:35","LEM","06_18_01_15:27:07"
"CP_LA_235",235,"LA","C_EGD_1270","LA_151","Commissioner",,"LEM","06_18_01_15:27:09","LEM","09_06_02_15:01:59"
"CP_LA_236",236,"LA","C_EGD_1270","LA_144","Commissioner",,"LEM","06_18_01_15:27:52","LEM","06_18_01_15:28:11"
"CP_LA_237",237,"LA","C_EGD_184","LA_158","Investigator",,"LEM","06_19_01_12:38:08","LEM","06_19_01_12:38:33"
"CP_LA_238",238,"LA","C_EGD_1126","LA_163","Commissioner",,"LEM","06_20_01_10:06:18","LEM","06_20_01_10:07:03"
"CP_LA_239",239,"LA","C_EGD_1126","LA_164","Commissioner",,"LEM","06_20_01_10:07:04","LEM","06_20_01_10:08:12"
"CP_LA_24",24,"LA","C_EGD_159","LA_25","Commissioner",,"LEM","05_17_01_12:01:49","LEM","05_17_01_12:02:01"
"CP_LA_240",240,"LA","C_EGD_1126","LA_165","Commissioner",,"LEM","06_20_01_10:08:16","LEM","06_20_01_10:08:46"
"CP_LA_241",241,"LA","C_EGD_1127","LA_165","Commissioner",,"LEM","06_20_01_10:15:21","LEM","06_20_01_10:15:24"
"CP_LA_242",242,"LA","C_EGD_1127","LA_163","Commissioner",,"LEM","06_20_01_10:15:26","LEM","06_20_01_10:15:35"
"CP_LA_243",243,"LA","C_EGD_1127","LA_164","Commissioner",,"LEM","06_20_01_10:15:36","LEM","06_20_01_10:16:13"
"CP_LA_244",244,"LA","C_EGD_1016","LA_163","Commissioner",,"LEM","06_20_01_10:32:38","LEM","06_20_01_10:32:46"
"CP_LA_245",245,"LA","C_EGD_1016","LA_166","Commissioner",,"LEM","06_20_01_10:32:51","LEM","06_20_01_10:33:27"
"CP_LA_246",246,"LA","C_EGD_1014","LA_163","Commissioner",,"LEM","06_20_01_10:42:31","LEM","06_20_01_10:42:38"
"CP_LA_247",247,"LA","C_EGD_1014","LA_166","Commissioner",,"LEM","06_20_01_10:42:43","LEM","06_20_01_10:42:48"
"CP_LA_248",248,"LA","C_EGD_1017","LA_163","Commissioner",,"LEM","06_20_01_10:43:49","LEM","06_20_01_10:43:58"
"CP_LA_249",249,"LA","C_EGD_1017","LA_166","Commissioner",,"LEM","06_20_01_10:43:59","LEM","06_20_01_10:44:03"
"CP_LA_25",25,"LA","C_EGD_159","LA_27","Commissioner",,"LEM","05_17_01_12:02:06","LEM","05_17_01_12:02:12"
"CP_LA_250",250,"LA","C_EGD_1015","LA_163","Commissioner",,"LEM","06_20_01_10:45:24","LEM","06_20_01_10:45:29"
"CP_LA_251",251,"LA","C_EGD_1015","LA_166","Commissioner",,"LEM","06_20_01_10:45:31","LEM","06_20_01_10:45:34"
"CP_LA_252",252,"LA","C_EGD_39","LA_167","Commissioner",,"LEM","06_20_01_12:08:30","LEM","06_20_01_12:08:52"
"CP_LA_253",253,"LA","C_EGD_39","LA_168","Commissioner",,"LEM","06_20_01_12:08:55","LEM","06_20_01_12:09:22"
"CP_LA_254",254,"LA","C_EGD_39","LA_169","Commissioner",,"LEM","06_20_01_12:09:34","LEM","06_20_01_12:09:56"
"CP_LA_255",255,"LA","C_EGD_39","LA_170","Commissioner",,"LEM","06_20_01_12:09:59","LEM","06_20_01_12:10:16"
"CP_LA_256",256,"LA","C_EGD_39","LA_171","Commissioner",,"LEM","06_20_01_12:10:18","LEM","06_20_01_12:10:41"
"CP_LA_257",257,"LA","C_EGD_39","LA_172","Commissioner",,"LEM","06_20_01_12:10:44","LEM","06_20_01_12:10:58"
"CP_LA_258",258,"LA","C_EGD_39","LA_173","Commissioner",,"LEM","06_20_01_12:11:03","LEM","06_20_01_12:11:31"
"CP_LA_259",259,"LA","C_LA_2691","LA_167","Commissioner",,"LEM","06_20_01_12:14:36","LEM","06_20_01_12:14:41"
"CP_LA_26",26,"LA","C_EGD_948","LA_6","Investigator",,"LEM","05_17_01_12:05:47","LEM","05_17_01_12:07:18"
"CP_LA_260",260,"LA","C_LA_2691","LA_168","Commissioner",,"LEM","06_20_01_12:14:42","LEM","06_20_01_12:14:53"
"CP_LA_261",261,"LA","C_LA_2691","LA_169","Commissioner",,"LEM","06_20_01_12:14:54","LEM","06_20_01_12:15:01"
"CP_LA_262",262,"LA","C_LA_2691","LA_170","Commissioner",,"LEM","06_20_01_12:15:08","LEM","06_20_01_12:15:10"
"CP_LA_263",263,"LA","C_LA_2691","LA_171","Commissioner",,"LEM","06_20_01_12:15:15","LEM","06_20_01_12:15:19"
"CP_LA_264",264,"LA","C_LA_2691","LA_172","Commissioner",,"LEM","06_20_01_12:15:25","LEM","06_20_01_12:15:28"
"CP_LA_265",265,"LA","C_LA_2691","LA_173","Commissioner",,"LEM","06_20_01_12:15:30","LEM","06_20_01_12:15:34"
"CP_LA_266",266,"LA","C_LA_2692","LA_167","Commissioner",,"LEM","06_20_01_12:19:50","LEM","06_20_01_12:19:53"
"CP_LA_267",267,"LA","C_LA_2692","LA_169","Commissioner",,"LEM","06_20_01_12:19:54","LEM","06_20_01_12:20:07"
"CP_LA_268",268,"LA","C_LA_2692","LA_168","Commissioner",,"LEM","06_20_01_12:20:08","LEM","06_20_01_12:20:15"
"CP_LA_269",269,"LA","C_LA_2692","LA_170","Commissioner",,"LEM","06_20_01_12:20:21","LEM","06_20_01_12:20:24"
"CP_LA_27",27,"LA","C_EGD_948","LA_1","Bailie",,"LEM","05_17_01_12:06:08","LEM","05_17_01_12:07:20"
"CP_LA_270",270,"LA","C_LA_2692","LA_171","Commissioner",,"LEM","06_20_01_12:20:27","LEM","06_20_01_12:20:30"
"CP_LA_271",271,"LA","C_LA_2692","LA_172","Commissioner",,"LEM","06_20_01_12:20:34","LEM","06_20_01_12:20:38"
"CP_LA_272",272,"LA","C_LA_2692","LA_173","Commissioner",,"LEM","06_20_01_12:20:40","LEM","06_20_01_12:20:44"
"CP_LA_273",273,"LA","C_LA_2693","LA_167","Commissioner",,"LEM","06_20_01_12:23:21","LEM","06_20_01_12:23:23"
"CP_LA_274",274,"LA","C_LA_2693","LA_169","Commissioner",,"LEM","06_20_01_12:23:24","LEM","06_20_01_12:23:30"
"CP_LA_275",275,"LA","C_LA_2693","LA_168","Commissioner",,"LEM","06_20_01_12:23:31","LEM","06_20_01_12:23:37"
"CP_LA_276",276,"LA","C_LA_2693","LA_170","Commissioner",,"LEM","06_20_01_12:23:39","LEM","06_20_01_12:23:42"
"CP_LA_277",277,"LA","C_LA_2693","LA_171","Commissioner",,"LEM","06_20_01_12:23:44","LEM","06_20_01_12:23:47"
"CP_LA_278",278,"LA","C_LA_2693","LA_172","Commissioner",,"LEM","06_20_01_12:23:49","LEM","06_20_01_12:23:51"
"CP_LA_279",279,"LA","C_LA_2693","LA_173","Commissioner",,"LEM","06_20_01_12:23:53","LEM","06_20_01_12:23:58"
"CP_LA_28",28,"LA","C_EGD_948","LA_2","Clerk",,"LEM","05_17_01_12:06:11","LEM","05_17_01_12:07:24"
"CP_LA_280",280,"LA","C_LA_2694","LA_167","Commissioner",,"LEM","06_20_01_12:25:43","LEM","06_20_01_12:25:45"
"CP_LA_281",281,"LA","C_LA_2694","LA_169","Commissioner",,"LEM","06_20_01_12:25:46","LEM","06_20_01_12:25:53"
"CP_LA_282",282,"LA","C_LA_2694","LA_168","Commissioner",,"LEM","06_20_01_12:25:53","LEM","06_20_01_12:25:59"
"CP_LA_283",283,"LA","C_LA_2694","LA_170","Commissioner",,"LEM","06_20_01_12:26:00","LEM","06_20_01_12:26:02"
"CP_LA_2832",2832,"LA","C_EGD_136","LA_803","Witchcraft_acquired_from",,"LEM","09_25_01_16:02:58","LEM","09_25_01_16:03:31"
"CP_LA_2833",2833,"LA","C_EGD_129","LA_826","Investigator",,"LEM","10_03_01_12:00:48","LEM","10_03_01_12:01:04"
"CP_LA_2834",2834,"LA","C_EGD_129","LA_239","Investigator",,"LEM","10_03_01_12:01:12","jhm","11_20_03_12:35:22"
"CP_LA_2835",2835,"LA","C_EGD_129","LA_828","Investigator",,"LEM","10_03_01_12:01:43","LEM","10_03_01_12:02:02"
"CP_LA_2836",2836,"LA","C_EGD_129","LA_829","Notar",,"LEM","10_03_01_12:02:19","LEM","10_03_01_12:02:43"
"CP_LA_2837",2837,"LA","C_EGD_129","LA_830","Notar",,"LEM","10_03_01_12:02:44","LEM","10_03_01_12:03:20"
"CP_LA_2838",2838,"LA","C_EGD_129","LA_831","Investigator",,"LEM","10_03_01_12:03:21","LEM","10_03_01_12:03:37"
"CP_LA_2839",2839,"LA","C_EGD_129","LA_832","Notar",,"LEM","10_03_01_12:04:04","LEM","10_03_01_12:04:21"
"CP_LA_284",284,"LA","C_LA_2694","LA_172","Commissioner",,"LEM","06_20_01_12:26:03","LEM","06_20_01_12:26:06"
"CP_LA_2840",2840,"LA","C_EGD_129","LA_833","Notar",,"LEM","10_03_01_12:04:23","LEM","10_03_01_12:04:55"
"CP_LA_2841",2841,"LA","C_EGD_129","LA_177","Investigator",,"LEM","10_03_01_12:05:54","LEM","10_03_01_12:06:09"
"CP_LA_2842",2842,"LA","C_EGD_129","LA_834","Investigator",,"LEM","10_03_01_12:06:14","LEM","10_03_01_12:06:32"
"CP_LA_2843",2843,"LA","C_EGD_129","LA_835","Investigator",,"LEM","10_03_01_12:06:35","LEM","10_03_01_12:07:12"
"CP_LA_2844",2844,"LA","C_EGD_129","LA_194","Investigator",,"LEM","10_03_01_12:07:15","jhm","11_27_03_16:10:20"
"CP_LA_2845",2845,"LA","C_EGD_129","LA_837","Investigator",,"LEM","10_03_01_12:08:02","LEM","10_03_01_12:08:11"
"CP_LA_2846",2846,"LA","C_EGD_128","LA_840","Investigator",,"LEM","10_03_01_12:24:47","LEM","10_03_01_12:25:15"
"CP_LA_2847",2847,"LA","C_EGD_128","LA_841","Investigator",,"LEM","10_03_01_12:25:17","LEM","10_03_01_12:26:33"
"CP_LA_2848",2848,"LA","C_EGD_45","LA_845","Investigator",,"LEM","10_08_01_11:47:29","LEM","10_08_01_11:47:52"
"CP_LA_2849",2849,"LA","C_EGD_45","LA_846","Investigator",,"LEM","10_08_01_11:47:56","LEM","10_08_01_11:48:13"
"CP_LA_285",285,"LA","C_LA_2694","LA_173","Commissioner",,"LEM","06_20_01_12:26:07","LEM","06_20_01_12:26:10"
"CP_LA_2850",2850,"LA","C_EGD_45","LA_847","Investigator",,"LEM","10_08_01_11:48:18","LEM","10_08_01_11:48:40"
"CP_LA_2851",2851,"LA","C_EGD_45","LA_848","Investigator",,"LEM","10_08_01_11:48:47","LEM","10_08_01_11:49:40"
"CP_LA_2852",2852,"LA","C_EGD_45","LA_849","Investigator",,"LEM","10_08_01_11:49:44","LEM","10_08_01_11:50:16"
"CP_LA_2853",2853,"LA","C_EGD_45","LA_850","Investigator",,"LEM","10_08_01_11:50:19","LEM","10_08_01_11:50:55"
"CP_LA_2854",2854,"LA","C_EGD_45","LA_851","Commissioner",,"LEM","10_08_01_11:50:57","LEM","10_08_01_11:51:29"
"CP_LA_2855",2855,"LA","C_EGD_45","JO_1742","Commissioner",,"LEM","10_08_01_11:51:38","jhm","12_02_03_12:11:57"
"CP_LA_286",286,"LA","C_LA_2694","LA_171","Commissioner",,"LEM","06_20_01_12:26:10","LEM","06_20_01_12:26:15"
"CP_LA_287",287,"LA","C_EGD_39","LA_174","Investigator",,"LEM","06_20_01_12:40:12","LEM","06_20_01_12:40:51"
"CP_LA_288",288,"LA","C_LA_2697","LA_175","Commissioner",,"LEM","06_20_01_13:41:44","LEM","06_20_01_13:42:37"
"CP_LA_289",289,"LA","C_LA_2697","LA_176","Commissioner",,"LEM","06_20_01_13:43:14","LEM","06_20_01_13:43:56"
"CP_LA_29",29,"LA","C_EGD_948","LA_3","Investigator",,"LEM","05_17_01_12:06:15","LEM","05_17_01_12:07:35"
"CP_LA_290",290,"LA","C_LA_2697","LA_177","Commissioner",,"LEM","06_20_01_13:44:02","LEM","06_20_01_13:44:18"
"CP_LA_291",291,"LA","C_LA_2697","LA_178","Commissioner",,"LEM","06_20_01_13:44:21","LEM","06_20_01_13:44:46"
"CP_LA_292",292,"LA","C_LA_2697","LA_179","Commissioner",,"LEM","06_20_01_13:44:49","LEM","06_20_01_13:45:15"
"CP_LA_293",293,"LA","C_LA_2697","LA_180","Commissioner",,"LEM","06_20_01_13:45:19","LEM","06_20_01_13:46:10"
"CP_LA_294",294,"LA","C_EGD_842","LA_182","Commissioner",,"LEM","06_20_01_15:52:58","LEM","06_20_01_15:53:47"
"CP_LA_295",295,"LA","C_EGD_835","LA_183","Investigator",,"LEM","06_20_01_16:05:05","LEM","06_20_01_16:05:36"
"CP_LA_296",296,"LA","C_EGD_835","LA_183","Commissioner",,"LEM","06_20_01_16:05:37","LEM","06_20_01_16:05:40"
"CP_LA_297",297,"LA","C_EGD_835","LA_184","Investigator",,"LEM","06_20_01_16:05:46","LEM","06_20_01_16:06:27"
"CP_LA_298",298,"LA","C_EGD_835","LA_184","Commissioner",,"LEM","06_20_01_16:06:29","LEM","06_20_01_16:06:34"
"CP_LA_299",299,"LA","C_EGD_839","LA_185","Investigator",,"LEM","06_20_01_16:26:14","LEM","06_20_01_16:27:30"
"CP_LA_3",3,"LA","C_EGD_160","LA_3","Minister","Testified_about_involvment_in_a_different_trial","LEM","05_17_01_09:59:36","LEM","05_17_01_10:09:38"
