Case_personRef,Case_personID,Case_personSystemId,CaseRef,PersonRef,Involvement,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"CP_JO_2612",2612,"JO","C_EGD_1432","JO_697","Commissioner",,"jhm","09_24_01_09:59:30","jhm","09_24_01_09:59:38"
"CP_JO_2613",2613,"JO","C_EGD_1432","JO_698","Commissioner",,"jhm","09_24_01_09:59:41","jhm","09_24_01_09:59:44"
"CP_JO_2614",2614,"JO","C_EGD_1432","JO_696","Commissioner",,"jhm","09_24_01_09:59:46","jhm","09_24_01_09:59:48"
"CP_JO_2615",2615,"JO","C_EGD_1432","JO_763","Commissioner",,"jhm","09_24_01_09:59:50","jhm","09_24_01_09:59:54"
"CP_JO_2616",2616,"JO","C_EGD_1432","JO_764","Commissioner",,"jhm","09_24_01_09:59:57","jhm","09_24_01_10:00:34"
"CP_JO_2617",2617,"JO","C_EGD_1432","JO_699","Commissioner",,"jhm","09_24_01_10:00:36","jhm","09_24_01_10:00:46"
"CP_JO_2618",2618,"JO","C_EGD_1431","JO_758","Commissioner",,"jhm","09_24_01_10:04:19","jhm","09_24_01_10:04:21"
"CP_JO_2619",2619,"JO","C_EGD_1431","JO_761","Commissioner",,"jhm","09_24_01_10:04:23","jhm","09_24_01_10:04:28"
"CP_JO_2620",2620,"JO","C_EGD_1431","JO_701","Commissioner",,"jhm","09_24_01_10:04:30","jhm","09_24_01_10:04:32"
"CP_JO_2621",2621,"JO","C_EGD_1431","JO_697","Commissioner",,"jhm","09_24_01_10:04:33","jhm","09_24_01_10:04:41"
"CP_JO_2622",2622,"JO","C_EGD_1431","JO_698","Commissioner",,"jhm","09_24_01_10:04:44","jhm","09_24_01_10:04:47"
"CP_JO_2623",2623,"JO","C_EGD_1431","JO_696","Commissioner",,"jhm","09_24_01_10:04:48","jhm","09_24_01_10:04:50"
"CP_JO_2624",2624,"JO","C_EGD_1431","JO_763","Commissioner",,"jhm","09_24_01_10:04:59","jhm","09_24_01_10:05:03"
"CP_JO_2625",2625,"JO","C_EGD_1431","JO_764","Commissioner",,"jhm","09_24_01_10:05:05","jhm","09_24_01_10:05:08"
"CP_JO_2626",2626,"JO","C_EGD_1431","JO_699","Commissioner",,"jhm","09_24_01_10:05:09","jhm","09_24_01_10:05:14"
"CP_JO_2627",2627,"JO","C_EGD_1443","JO_758","Commissioner",,"jhm","09_24_01_10:12:32","jhm","09_24_01_10:12:33"
"CP_JO_2628",2628,"JO","C_EGD_1443","JO_761","Commissioner",,"jhm","09_24_01_10:12:36","jhm","09_24_01_10:12:45"
"CP_JO_2629",2629,"JO","C_EGD_1443","JO_701","Commissioner",,"jhm","09_24_01_10:12:47","jhm","09_24_01_10:12:49"
"CP_JO_2630",2630,"JO","C_EGD_1443","JO_697","Commissioner",,"jhm","09_24_01_10:12:53","jhm","09_24_01_10:12:58"
"CP_JO_2631",2631,"JO","C_EGD_1443","JO_698","Commissioner",,"jhm","09_24_01_10:13:00","jhm","09_24_01_10:13:06"
"CP_JO_2632",2632,"JO","C_EGD_1443","JO_696","Commissioner",,"jhm","09_24_01_10:13:08","jhm","09_24_01_10:13:10"
"CP_JO_2633",2633,"JO","C_EGD_1443","JO_763","Cited_authority",,"jhm","09_24_01_10:13:20","jhm","09_24_01_10:13:25"
"CP_JO_2634",2634,"JO","C_EGD_1443","JO_764","Commissioner",,"jhm","09_24_01_10:13:27","jhm","09_24_01_10:13:30"
"CP_JO_2635",2635,"JO","C_EGD_1443","JO_699","Commissioner",,"jhm","09_24_01_10:13:31","jhm","09_24_01_10:13:42"
"CP_JO_2636",2636,"JO","C_EGD_1442","JO_758","Commissioner",,"jhm","09_24_01_10:18:16","jhm","09_24_01_10:18:18"
"CP_JO_2637",2637,"JO","C_EGD_1442","JO_761","Commissioner",,"jhm","09_24_01_10:18:19","jhm","09_24_01_10:18:26"
"CP_JO_2638",2638,"JO","C_EGD_1442","JO_701","Commissioner",,"jhm","09_24_01_10:18:28","jhm","09_24_01_10:18:30"
"CP_JO_2639",2639,"JO","C_EGD_1442","JO_697","Commissioner",,"jhm","09_24_01_10:18:32","jhm","09_24_01_10:18:38"
"CP_JO_2640",2640,"JO","C_EGD_1442","JO_698","Commissioner",,"jhm","09_24_01_10:18:43","jhm","09_24_01_10:18:46"
"CP_JO_2641",2641,"JO","C_EGD_1442","JO_696","Commissioner",,"jhm","09_24_01_10:18:47","jhm","09_24_01_10:18:50"
"CP_JO_2642",2642,"JO","C_EGD_1442","JO_763","Commissioner",,"jhm","09_24_01_10:18:52","jhm","09_24_01_10:18:57"
"CP_JO_2643",2643,"JO","C_EGD_1442","JO_764","Commissioner",,"jhm","09_24_01_10:18:59","jhm","09_24_01_10:19:02"
"CP_JO_2644",2644,"JO","C_EGD_1442","JO_699","Commissioner",,"jhm","09_24_01_10:19:04","jhm","09_24_01_10:19:07"
"CP_JO_2645",2645,"JO","C_EGD_1441","JO_758","Commissioner",,"jhm","09_24_01_10:22:09","jhm","09_24_01_10:22:10"
"CP_JO_2646",2646,"JO","C_EGD_1441","JO_761","Commissioner",,"jhm","09_24_01_10:22:12","jhm","09_24_01_10:22:20"
"CP_JO_2647",2647,"JO","C_EGD_1441","JO_701","Commissioner",,"jhm","09_24_01_10:22:23","jhm","09_24_01_10:22:25"
"CP_JO_2648",2648,"JO","C_EGD_1441","JO_697","Commissioner",,"jhm","09_24_01_10:22:27","jhm","09_24_01_10:22:32"
"CP_JO_2649",2649,"JO","C_EGD_1441","JO_698","Commissioner",,"jhm","09_24_01_10:22:35","jhm","09_24_01_10:22:37"
"CP_JO_2650",2650,"JO","C_EGD_1441","JO_696","Commissioner",,"jhm","09_24_01_10:22:39","jhm","09_24_01_10:22:42"
"CP_JO_2651",2651,"JO","C_EGD_1441","JO_763","Commissioner",,"jhm","09_24_01_10:22:44","jhm","09_24_01_10:22:50"
"CP_JO_2652",2652,"JO","C_EGD_1441","JO_764","Commissioner",,"jhm","09_24_01_10:22:52","jhm","09_24_01_10:22:57"
"CP_JO_2653",2653,"JO","C_EGD_1441","JO_699","Commissioner",,"jhm","09_24_01_10:22:58","jhm","09_24_01_10:23:03"
"CP_JO_2654",2654,"JO","C_EGD_1439","JO_758","Commissioner",,"jhm","09_24_01_10:25:54","jhm","09_24_01_10:25:57"
"CP_JO_2655",2655,"JO","C_EGD_1439","JO_761","Commissioner",,"jhm","09_24_01_10:25:57","jhm","09_24_01_10:26:05"
"CP_JO_2656",2656,"JO","C_EGD_1439","JO_701","Commissioner",,"jhm","09_24_01_10:26:07","jhm","09_24_01_10:26:09"
"CP_JO_2657",2657,"JO","C_EGD_1439","JO_697","Commissioner",,"jhm","09_24_01_10:26:11","jhm","09_24_01_10:26:16"
"CP_JO_2658",2658,"JO","C_EGD_1439","JO_698","Commissioner",,"jhm","09_24_01_10:26:18","jhm","09_24_01_10:26:21"
"CP_JO_2659",2659,"JO","C_EGD_1439","JO_696","Commissioner",,"jhm","09_24_01_10:26:22","jhm","09_24_01_10:26:25"
"CP_JO_2660",2660,"JO","C_EGD_1439","JO_763","Commissioner",,"jhm","09_24_01_10:26:34","jhm","09_24_01_10:26:38"
"CP_JO_2661",2661,"JO","C_EGD_1439","JO_764","Commissioner",,"jhm","09_24_01_10:26:39","jhm","09_24_01_10:26:43"
"CP_JO_2662",2662,"JO","C_EGD_1439","JO_699","Commissioner",,"jhm","09_24_01_10:26:43","jhm","09_24_01_10:26:48"
"CP_JO_2663",2663,"JO","C_EGD_1440","JO_758","Commissioner",,"jhm","09_24_01_10:29:14","jhm","09_24_01_10:29:16"
"CP_JO_2664",2664,"JO","C_EGD_1440","JO_761","Commissioner",,"jhm","09_24_01_10:29:16","jhm","09_24_01_10:29:22"
"CP_JO_2665",2665,"JO","C_EGD_1440","JO_701","Commissioner",,"jhm","09_24_01_10:29:24","jhm","09_24_01_10:29:27"
"CP_JO_2666",2666,"JO","C_EGD_1440","JO_697","Commissioner",,"jhm","09_24_01_10:29:29","jhm","09_24_01_10:29:34"
"CP_JO_2667",2667,"JO","C_EGD_1440","JO_698","Commissioner",,"jhm","09_24_01_10:29:36","jhm","09_24_01_10:29:39"
"CP_JO_2668",2668,"JO","C_EGD_1440","JO_696","Commissioner",,"jhm","09_24_01_10:29:41","jhm","09_24_01_10:29:42"
"CP_JO_2669",2669,"JO","C_EGD_1440","JO_763","Commissioner",,"jhm","09_24_01_10:29:45","jhm","09_24_01_10:29:49"
"CP_JO_2670",2670,"JO","C_EGD_1440","JO_764","Commissioner",,"jhm","09_24_01_10:29:50","jhm","09_24_01_10:29:53"
"CP_JO_2671",2671,"JO","C_EGD_1440","JO_699","Commissioner",,"jhm","09_24_01_10:29:53","jhm","09_24_01_10:29:57"
"CP_JO_2672",2672,"JO","C_EGD_1438","JO_758","Commissioner",,"jhm","09_24_01_10:32:41","jhm","09_24_01_10:32:43"
"CP_JO_2673",2673,"JO","C_EGD_1438","JO_761","Commissioner",,"jhm","09_24_01_10:32:43","jhm","09_24_01_10:32:49"
"CP_JO_2674",2674,"JO","C_EGD_1438","JO_701","Commissioner",,"jhm","09_24_01_10:32:51","jhm","09_24_01_10:32:53"
"CP_JO_2675",2675,"JO","C_EGD_1438","JO_697","Commissioner",,"jhm","09_24_01_10:32:56","jhm","09_24_01_10:33:06"
"CP_JO_2676",2676,"JO","C_EGD_1438","JO_698","Commissioner",,"jhm","09_24_01_10:33:08","jhm","09_24_01_10:33:12"
"CP_JO_2677",2677,"JO","C_EGD_1438","JO_696","Commissioner",,"jhm","09_24_01_10:33:13","jhm","09_24_01_10:33:16"
"CP_JO_2678",2678,"JO","C_EGD_1438","JO_763","Commissioner",,"jhm","09_24_01_10:33:17","jhm","09_24_01_10:33:21"
"CP_JO_2679",2679,"JO","C_EGD_1438","JO_764","Commissioner",,"jhm","09_24_01_10:33:22","jhm","09_24_01_10:33:25"
"CP_JO_2680",2680,"JO","C_EGD_1438","JO_699","Commissioner",,"jhm","09_24_01_10:33:27","jhm","09_24_01_10:33:32"
"CP_JO_2681",2681,"JO","C_EGD_1434","JO_765","Commissioner",,"jhm","09_24_01_10:52:05","jhm","09_24_01_10:53:15"
"CP_JO_2682",2682,"JO","C_EGD_1434","JO_766","Commissioner",,"jhm","09_24_01_10:53:18","jhm","09_24_01_10:53:46"
"CP_JO_2683",2683,"JO","C_EGD_1434","JO_767","Commissioner",,"jhm","09_24_01_10:53:48","jhm","09_24_01_10:54:30"
"CP_JO_2684",2684,"JO","C_EGD_1434","JO_768","Commissioner",,"jhm","09_24_01_10:54:33","jhm","09_24_01_10:55:06"
"CP_JO_2685",2685,"JO","C_EGD_1434","JO_769","Commissioner",,"jhm","09_24_01_10:55:09","jhm","09_24_01_10:55:38"
"CP_JO_2686",2686,"JO","C_EGD_1434","JO_770","Commissioner",,"jhm","09_24_01_10:55:45","jhm","09_24_01_10:56:18"
"CP_JO_2687",2687,"JO","C_EGD_1434","JO_771","Commissioner",,"jhm","09_24_01_10:56:21","jhm","09_24_01_10:57:13"
"CP_JO_2688",2688,"JO","C_EGD_1434","JO_772","Commissioner",,"jhm","09_24_01_10:57:15","jhm","09_24_01_10:58:16"
"CP_JO_2689",2689,"JO","C_EGD_1434","JO_773","Commissioner",,"jhm","09_24_01_10:58:20","jhm","09_24_01_10:59:03"
"CP_JO_2690",2690,"JO","C_EGD_1434","JO_774","Commissioner",,"jhm","09_24_01_10:59:05","jhm","09_24_01_10:59:47"
"CP_JO_2691",2691,"JO","C_EGD_1434","JO_775","Commissioner",,"jhm","09_24_01_10:59:51","jhm","09_24_01_11:00:29"
"CP_JO_2692",2692,"JO","C_EGD_1446","JO_765","Commissioner",,"jhm","09_24_01_11:35:53","jhm","09_24_01_11:36:10"
"CP_JO_2693",2693,"JO","C_EGD_1446","JO_766","Commissioner",,"jhm","09_24_01_11:36:12","jhm","09_24_01_11:36:15"
"CP_JO_2694",2694,"JO","C_EGD_1446","JO_767","Commissioner",,"jhm","09_24_01_11:36:18","jhm","09_24_01_11:36:28"
"CP_JO_2695",2695,"JO","C_EGD_1446","JO_768","Commissioner",,"jhm","09_24_01_11:36:29","jhm","09_24_01_11:36:32"
"CP_JO_2696",2696,"JO","C_EGD_1446","JO_769","Commissioner",,"jhm","09_24_01_11:36:34","jhm","09_24_01_11:36:36"
"CP_JO_2697",2697,"JO","C_EGD_1446","JO_770","Commissioner",,"jhm","09_24_01_11:36:38","jhm","09_24_01_11:36:48"
"CP_JO_2698",2698,"JO","C_EGD_1446","JO_771","Commissioner",,"jhm","09_24_01_11:36:50","jhm","09_24_01_11:36:58"
"CP_JO_2699",2699,"JO","C_EGD_1446","JO_772","Commissioner",,"jhm","09_24_01_11:36:59","jhm","09_24_01_11:37:08"
"CP_JO_2700",2700,"JO","C_EGD_1446","JO_773","Commissioner",,"jhm","09_24_01_11:37:09","jhm","09_24_01_11:37:13"
"CP_JO_2701",2701,"JO","C_EGD_1446","JO_774","Commissioner",,"jhm","09_24_01_11:37:14","jhm","09_24_01_11:37:20"
"CP_JO_2702",2702,"JO","C_EGD_1446","JO_775","Commissioner",,"jhm","09_24_01_11:37:23","jhm","09_24_01_11:37:32"
"CP_JO_2703",2703,"JO","C_EGD_1445","JO_765","Commissioner",,"jhm","09_24_01_11:41:11","jhm","09_24_01_11:41:13"
"CP_JO_2704",2704,"JO","C_EGD_1445","JO_766","Commissioner",,"jhm","09_24_01_11:41:15","jhm","09_24_01_11:41:19"
"CP_JO_2705",2705,"JO","C_EGD_1445","JO_767","Commissioner",,"jhm","09_24_01_11:41:20","jhm","09_24_01_11:41:28"
"CP_JO_2706",2706,"JO","C_EGD_1445","JO_768","Commissioner",,"jhm","09_24_01_11:41:30","jhm","09_24_01_11:41:33"
"CP_JO_2707",2707,"JO","C_EGD_1445","JO_769","Commissioner",,"jhm","09_24_01_11:41:35","jhm","09_24_01_11:41:37"
"CP_JO_2708",2708,"JO","C_EGD_1445","JO_770","Commissioner",,"jhm","09_24_01_11:41:39","jhm","09_24_01_11:41:51"
"CP_JO_2709",2709,"JO","C_EGD_1445","JO_771","Commissioner",,"jhm","09_24_01_11:41:53","jhm","09_24_01_11:42:00"
"CP_JO_2710",2710,"JO","C_EGD_1445","JO_772","Commissioner",,"jhm","09_24_01_11:42:02","jhm","09_24_01_11:42:13"
"CP_JO_2711",2711,"JO","C_EGD_1445","JO_773","Commissioner",,"jhm","09_24_01_11:42:15","jhm","09_24_01_11:42:18"
"CP_JO_2712",2712,"JO","C_EGD_1445","JO_774","Commissioner",,"jhm","09_24_01_11:42:19","jhm","09_24_01_11:42:28"
"CP_JO_2713",2713,"JO","C_EGD_1445","JO_775","Commissioner",,"jhm","09_24_01_11:42:32","jhm","09_24_01_11:42:36"
"CP_JO_2714",2714,"JO","C_EGD_1444","JO_765","Commissioner",,"jhm","09_24_01_11:46:25","jhm","09_24_01_11:46:26"
"CP_JO_2715",2715,"JO","C_EGD_1444","JO_766","Commissioner",,"jhm","09_24_01_11:46:28","jhm","09_24_01_11:46:33"
"CP_JO_2716",2716,"JO","C_EGD_1444","JO_767","Commissioner",,"jhm","09_24_01_11:46:35","jhm","09_24_01_11:46:42"
"CP_JO_2717",2717,"JO","C_EGD_1444","JO_768","Commissioner",,"jhm","09_24_01_11:46:45","jhm","09_24_01_11:46:47"
"CP_JO_2718",2718,"JO","C_EGD_1444","JO_769","Commissioner",,"jhm","09_24_01_11:46:48","jhm","09_24_01_11:46:52"
"CP_JO_2719",2719,"JO","C_EGD_1444","JO_770","Commissioner",,"jhm","09_24_01_11:46:53","jhm","09_24_01_11:46:58"
"CP_JO_2720",2720,"JO","C_EGD_1444","JO_771","Commissioner",,"jhm","09_24_01_11:47:00","jhm","09_24_01_11:47:07"
"CP_JO_2721",2721,"JO","C_EGD_1444","JO_772","Commissioner",,"jhm","09_24_01_11:47:10","jhm","09_24_01_11:47:15"
"CP_JO_2722",2722,"JO","C_EGD_1444","JO_773","Commissioner",,"jhm","09_24_01_11:47:17","jhm","09_24_01_11:47:19"
"CP_JO_2723",2723,"JO","C_EGD_1444","JO_774","Commissioner",,"jhm","09_24_01_11:47:21","jhm","09_24_01_11:47:31"
"CP_JO_2724",2724,"JO","C_EGD_1444","JO_775","Commissioner",,"jhm","09_24_01_11:47:36","jhm","09_24_01_11:47:41"
"CP_JO_2725",2725,"JO","C_EGD_1436","JO_776","Commissioner",,"jhm","09_24_01_12:05:43","jhm","09_24_01_12:06:41"
"CP_JO_2726",2726,"JO","C_EGD_1436","JO_777","Commissioner",,"jhm","09_24_01_12:06:42","jhm","09_24_01_12:07:22"
"CP_JO_2727",2727,"JO","C_EGD_1436","JO_778","Commissioner",,"jhm","09_24_01_12:07:24","jhm","09_24_01_12:08:12"
"CP_JO_2728",2728,"JO","C_EGD_1436","JO_779","Commissioner",,"jhm","09_24_01_12:08:14","jhm","09_24_01_12:09:03"
"CP_JO_2729",2729,"JO","C_EGD_1436","LA_404","Commissioner",,"jhm","09_24_01_12:09:07","jhm","09_24_01_12:09:43"
"CP_JO_2730",2730,"JO","C_EGD_1436","JO_780","Commissioner",,"jhm","09_24_01_12:09:49","jhm","09_24_01_12:10:21"
"CP_JO_2731",2731,"JO","C_EGD_1436","JO_781","Commissioner",,"jhm","09_24_01_12:10:32","jhm","09_24_01_12:10:58"
"CP_JO_2732",2732,"JO","C_EGD_1436","JO_782","Commissioner",,"jhm","09_24_01_12:11:00","jhm","09_24_01_12:11:27"
"CP_JO_2733",2733,"JO","C_EGD_1436","JO_783","Commissioner",,"jhm","09_24_01_12:11:30","jhm","09_24_01_12:12:12"
"CP_JO_2734",2734,"JO","C_EGD_1435","JO_776","Commissioner",,"jhm","09_24_01_12:15:05","jhm","09_24_01_12:15:14"
"CP_JO_2735",2735,"JO","C_EGD_1435","JO_777","Commissioner",,"jhm","09_24_01_12:15:15","jhm","09_24_01_12:15:22"
"CP_JO_2736",2736,"JO","C_EGD_1435","JO_778","Commissioner",,"jhm","09_24_01_12:15:24","jhm","09_24_01_12:15:27"
"CP_JO_2737",2737,"JO","C_EGD_1435","JO_779","Commissioner",,"jhm","09_24_01_12:15:28","jhm","09_24_01_12:15:40"
"CP_JO_2738",2738,"JO","C_EGD_1435","LA_404","Commissioner",,"jhm","09_24_01_12:15:42","jhm","09_24_01_12:15:44"
"CP_JO_2739",2739,"JO","C_EGD_1435","JO_780","Commissioner",,"jhm","09_24_01_12:15:46","jhm","09_24_01_12:15:49"
"CP_JO_2740",2740,"JO","C_EGD_1435","JO_781","Commissioner",,"jhm","09_24_01_12:15:53","jhm","09_24_01_12:15:56"
"CP_JO_2741",2741,"JO","C_EGD_1435","JO_782","Commissioner",,"jhm","09_24_01_12:15:59","jhm","09_24_01_12:16:03"
"CP_JO_2742",2742,"JO","C_EGD_1435","JO_783","Commissioner",,"jhm","09_24_01_12:16:05","jhm","09_24_01_12:16:09"
"CP_JO_2743",2743,"JO","C_EGD_1429","JO_632","Commissioner",,"jhm","09_24_01_12:23:24","jhm","09_24_01_12:23:58"
"CP_JO_2744",2744,"JO","C_EGD_1429","JO_780","Commissioner",,"jhm","09_24_01_12:23:59","jhm","09_24_01_12:24:01"
"CP_JO_2745",2745,"JO","C_EGD_1429","JO_784","Commissioner",,"jhm","09_24_01_12:24:03","jhm","09_24_01_12:24:27"
"CP_JO_2746",2746,"JO","C_EGD_1429","JO_778","Commissioner",,"jhm","09_24_01_12:24:29","jhm","09_24_01_12:24:31"
"CP_JO_2747",2747,"JO","C_EGD_1429","JO_782","Commissioner",,"jhm","09_24_01_12:24:33","jhm","09_24_01_12:24:42"
"CP_JO_2748",2748,"JO","C_EGD_1429","JO_783","Commissioner",,"jhm","09_24_01_12:24:45","jhm","09_24_01_12:24:48"
"CP_JO_2749",2749,"JO","C_EGD_1429","JO_785","Commissioner",,"jhm","09_24_01_12:24:50","jhm","09_24_01_12:25:19"
"CP_JO_2750",2750,"JO","C_EGD_1423","JO_708","Commissioner",,"jhm","09_24_01_12:37:44","jhm","09_24_01_12:37:54"
"CP_JO_2751",2751,"JO","C_EGD_1423","JO_709","Commissioner",,"jhm","09_24_01_12:37:57","jhm","09_24_01_12:38:01"
"CP_JO_2752",2752,"JO","C_EGD_1423","JO_710","Commissioner",,"jhm","09_24_01_12:38:03","jhm","09_24_01_12:38:06"
"CP_JO_2753",2753,"JO","C_EGD_1423","JO_713","Commissioner",,"jhm","09_24_01_12:38:09","jhm","09_24_01_12:38:12"
"CP_JO_2754",2754,"JO","C_EGD_1423","JO_786","Commissioner",,"jhm","09_24_01_12:38:14","jhm","09_24_01_12:39:33"
"CP_JO_2755",2755,"JO","C_EGD_1423","JO_711","Commissioner",,"jhm","09_24_01_12:39:36","jhm","09_24_01_12:39:47"
"CP_JO_2756",2756,"JO","C_EGD_1423","JO_787","Commissioner",,"jhm","09_24_01_12:39:50","jhm","09_24_01_12:40:25"
"CP_JO_2757",2757,"JO","C_EGD_1423","JO_788","Commissioner",,"jhm","09_24_01_12:40:28","jhm","09_24_01_12:41:03"
"CP_JO_2758",2758,"JO","C_EGD_1437","JO_729","Commissioner",,"jhm","09_24_01_12:50:56","jhm","09_24_01_12:51:02"
"CP_JO_2759",2759,"JO","C_EGD_1437","LA_1665","Commissioner",,"jhm","09_24_01_12:51:03","jhm","12_12_03_15:00:31"
"CP_JO_2760",2760,"JO","C_EGD_1437","JO_529","Commissioner",,"jhm","09_24_01_12:51:35","jhm","09_24_01_12:51:41"
"CP_JO_2761",2761,"JO","C_EGD_1437","JO_371","Commissioner",,"jhm","09_24_01_12:51:43","jhm","09_24_01_12:55:01"
"CP_JO_2762",2762,"JO","C_EGD_1437","JO_496","Commissioner",,"jhm","09_24_01_12:55:04","jhm","09_24_01_12:55:16"
"CP_JO_2763",2763,"JO","C_EGD_1437","JO_790","Commissioner",,"jhm","09_24_01_12:55:21","jhm","09_24_01_12:55:53"
"CP_JO_2764",2764,"JO","C_EGD_1437","JO_791","Commissioner",,"jhm","09_24_01_12:55:56","jhm","09_24_01_12:57:14"
"CP_JO_2765",2765,"JO","C_EGD_1437","JO_731","Commissioner",,"jhm","09_24_01_12:57:17","jhm","09_24_01_12:57:21"
"CP_JO_2766",2766,"JO","C_EGD_1437","JO_792","Commissioner",,"jhm","09_24_01_12:57:25","jhm","09_24_01_12:58:00"
"CP_JO_2767",2767,"JO","C_EGD_1437","LA_376","Commissioner",,"jhm","09_24_01_12:58:03","jhm","12_12_03_15:10:57"
"CP_JO_2768",2768,"JO","C_EGD_1424","JO_490","Commissioner",,"jhm","09_24_01_13:04:01","jhm","12_18_03_12:10:08"
"CP_JO_2769",2769,"JO","C_EGD_1424","JO_492","Commissioner",,"jhm","09_24_01_13:04:34","jhm","09_24_01_13:04:42"
"CP_JO_2770",2770,"JO","C_EGD_1424","JO_493","Commissioner",,"jhm","09_24_01_13:04:44","jhm","09_24_01_13:04:49"
"CP_JO_2771",2771,"JO","C_EGD_1424","LA_1660","Commissioner",,"jhm","09_24_01_13:04:51","jhm","11_12_03_15:26:49"
"CP_JO_2772",2772,"JO","C_EGD_1424","JO_495","Commissioner",,"jhm","09_24_01_13:05:31","jhm","09_24_01_13:05:39"
"CP_JO_2773",2773,"JO","C_EGD_1424","JO_496","Commissioner",,"jhm","09_24_01_13:05:40","jhm","09_24_01_13:05:50"
"CP_JO_2774",2774,"JO","C_EGD_1424","JO_494","Commissioner",,"jhm","09_24_01_13:06:06","jhm","09_24_01_13:06:09"
"CP_JO_2775",2775,"JO","C_EGD_1453","JO_758","Commissioner",,"jhm","09_24_01_13:13:35","jhm","09_24_01_13:13:36"
"CP_JO_2776",2776,"JO","C_EGD_1453","JO_760","Commissioner",,"jhm","09_24_01_13:13:40","jhm","09_24_01_13:13:43"
"CP_JO_2777",2777,"JO","C_EGD_1453","JO_697","Commissioner",,"jhm","09_24_01_13:13:45","jhm","09_24_01_13:13:56"
"CP_JO_2778",2778,"JO","C_EGD_1453","JO_780","Commissioner",,"jhm","09_24_01_13:13:59","jhm","09_24_01_13:14:06"
"CP_JO_2779",2779,"JO","C_EGD_1453","JO_761","Commissioner",,"jhm","09_24_01_13:14:08","jhm","09_24_01_13:15:05"
"CP_JO_2780",2780,"JO","C_EGD_1453","JO_795","Commissioner",,"jhm","09_24_01_13:15:08","jhm","09_24_01_13:15:32"
"CP_JO_2781",2781,"JO","C_EGD_1453","JO_796","Commissioner",,"jhm","09_24_01_13:15:42","jhm","09_24_01_13:16:44"
"CP_JO_2782",2782,"JO","C_EGD_1453","JO_797","Commissioner",,"jhm","09_24_01_13:16:46","jhm","09_24_01_13:18:15"
"CP_JO_2783",2783,"JO","C_EGD_1452","JO_758","Commissioner",,"jhm","09_24_01_13:21:22","jhm","09_24_01_13:21:23"
"CP_JO_2784",2784,"JO","C_EGD_1452","JO_760","Commissioner",,"jhm","09_24_01_13:21:25","jhm","09_24_01_13:21:30"
"CP_JO_2785",2785,"JO","C_EGD_1452","JO_697","Commissioner",,"jhm","09_24_01_13:21:30","jhm","09_24_01_13:21:36"
"CP_JO_2786",2786,"JO","C_EGD_1452","JO_780","Commissioner",,"jhm","09_24_01_13:21:38","jhm","09_24_01_13:21:51"
"CP_JO_2787",2787,"JO","C_EGD_1452","JO_761","Commissioner",,"jhm","09_24_01_13:21:54","jhm","09_24_01_13:22:00"
"CP_JO_2788",2788,"JO","C_EGD_1452","JO_795","Commissioner",,"jhm","09_24_01_13:22:02","jhm","09_24_01_13:22:04"
"CP_JO_2789",2789,"JO","C_EGD_1452","JO_796","Commissioner",,"jhm","09_24_01_13:22:06","jhm","09_24_01_13:22:17"
"CP_JO_2790",2790,"JO","C_EGD_1452","JO_798","Commissioner",,"jhm","09_24_01_13:22:19","jhm","09_24_01_13:22:28"
"CP_JO_2791",2791,"JO","C_EGD_1451","JO_758","Commissioner",,"jhm","09_24_01_13:26:04","jhm","09_24_01_13:26:09"
"CP_JO_2792",2792,"JO","C_EGD_1451","JO_760","Commissioner",,"jhm","09_24_01_13:26:11","jhm","09_24_01_13:26:14"
"CP_JO_2793",2793,"JO","C_EGD_1451","JO_697","Commissioner",,"jhm","09_24_01_13:26:14","jhm","09_24_01_13:26:19"
"CP_JO_2794",2794,"JO","C_EGD_1451","JO_780","Commissioner",,"jhm","09_24_01_13:26:21","jhm","09_24_01_13:26:24"
"CP_JO_2795",2795,"JO","C_EGD_1451","JO_761","Commissioner",,"jhm","09_24_01_13:26:26","jhm","09_24_01_13:26:31"
"CP_JO_2796",2796,"JO","C_EGD_1451","JO_795","Commissioner",,"jhm","09_24_01_13:26:33","jhm","09_24_01_13:26:34"
"CP_JO_2797",2797,"JO","C_EGD_1451","JO_796","Commissioner",,"jhm","09_24_01_13:26:36","jhm","09_24_01_13:26:46"
"CP_JO_2798",2798,"JO","C_EGD_1451","JO_798","Commissioner",,"jhm","09_24_01_13:26:47","jhm","09_24_01_13:26:54"
"CP_JO_2799",2799,"JO","C_EGD_1450","JO_758","Commissioner",,"jhm","09_24_01_13:30:09","jhm","09_24_01_13:30:11"
"CP_JO_2800",2800,"JO","C_EGD_1450","JO_760","Commissioner",,"jhm","09_24_01_13:30:14","jhm","09_24_01_13:30:16"
"CP_JO_2801",2801,"JO","C_EGD_1450","JO_697","Commissioner",,"jhm","09_24_01_13:30:16","jhm","09_24_01_13:30:22"
"CP_JO_2802",2802,"JO","C_EGD_1450","JO_780","Commissioner",,"jhm","09_24_01_13:30:24","jhm","09_24_01_13:30:27"
"CP_JO_2803",2803,"JO","C_EGD_1450","JO_761","Commissioner",,"jhm","09_24_01_13:30:29","jhm","09_24_01_13:30:35"
"CP_JO_2804",2804,"JO","C_EGD_1450","JO_795","Commissioner",,"jhm","09_24_01_13:30:36","jhm","09_24_01_13:30:39"
