MentionRef,MentionSystemId,MentionID,Trialref,Mentiondate,Mentiondate_as_date,Mentiontype,TrialOfAccusedRef,TrialOfFirstName,TrialOfLastName,MentionedInTrialOfRef,dateOfMentionedTrial,dateOfMentionedTrial_as_date,FateOfMentionedWitch,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"MW_JO_536","JO",536,"T_JO_1483","23_6_1658","06_23_58_00:00:00","Consulted","A_EGD_281","Bessie","Paton","T_LA_1295",,,,"Named_as_a_witch_who_was_burned_by_Paton._Paton_had_consulted_her_for_advice_about_childbirth.","jhm","07_04_02_14:12:38","jhm","07_04_02_14:13:25"
"MW_JO_537","JO",537,"T_JO_1484","23_6_1658","06_23_58_00:00:00","Denounced","A_EGD_283","Margaret","Tailyeor","T_LA_1296",,,,"named_as_another_accomplice_by_Talzeor.,_also_denounced_on_22_7_1658","jhm","07_04_02_14:30:23","LEM","10_31_02_12:30:37"
"MW_JO_538","JO",538,"T_JO_1485","23_6_1658","06_23_58_00:00:00","Denounced","A_EGD_283","Margaret","Talzeor","T_LA_1296",,,,"named_as_an_accomlice_by_Talzeor,__also_denounced_on_22_7_1658","jhm","07_04_02_14:53:18","LEM","07_18_02_10:49:32"
"MW_JO_539","JO",539,"T_JO_1485","23_6_1658","06_23_58_00:00:00","Denounced","A_EGD_280","Kathrine","Remy","T_JO_1475",,,,"named_as_an_accomplice_by_Remy,__also_denounced_on_22_7_1658","jhm","07_04_02_14:54:11","LEM","07_18_02_10:49:37"
"MW_JO_540","JO",540,"T_JO_1486","23_6_1658","06_23_58_00:00:00","Denounced","A_EGD_283","Margaret","Talzeor","T_LA_1296",,,,"named_by_Talzeor._Also_denounced_on_22_7_1658","jhm","07_04_02_15:10:58","jhm","11_04_02_12:50:08"
"MW_JO_587","JO",587,"T_JO_1491","15_4_1597","04_15_97_00:00:00","Witchcraft_Precedent","A_EGD_2096","Katherine","Gerard","T_JO_1489",,,"Burnt","Gerard's_mother_and_said_to_have_taught_her_witchcraft._Also_noted_to_have_been_burnt_as_a_witch_at_Slains.","jhm","07_09_02_10:29:26","jhm","07_09_02_10:30:33"
"MW_JO_588","JO",588,"T_JO_1491","15_4_1597","04_15_97_00:00:00","Known_Witch","A_EGD_2095","Christian","Reid","T_JO_1488",,,"Burnt","Named_as_a_witch_who_was_burnt.","jhm","07_09_02_10:30:35","jhm","07_09_02_10:31:57"
"MW_JO_589","JO",589,"T_JO_1492","15_4_1597","04_15_97_00:00:00","Accomplice","A_EGD_2096","Katherine","Gerard","T_JO_1489",,,"Burnt","Named_as_a_witch_in_Gerard's_trial_and_also_that_she_was_dead.","jhm","07_09_02_10:35:05","jhm","07_09_02_10:35:49"
"MW_JO_590","JO",590,"T_JO_1493","15_4_1597","04_15_97_00:00:00","Accomplice","A_EGD_2096","Katherine","Gerard","T_JO_1489",,,,"Named_as_an_accomplice_in_Gerard's_trial","jhm","07_09_02_10:38:49","jhm","07_09_02_10:40:14"
"MW_JO_591","JO",591,"T_JO_1494","15_4_1597","04_15_97_00:00:00","Accomplice","A_EGD_2096","Katherine","Gerard","T_JO_1489",,,,"Named_as_an_accomplice_in_Gerard's_trial","jhm","07_09_02_10:41:04","jhm","07_09_02_10:42:26"
"MW_JO_592","JO",592,"T_JO_1495","15_4_1597","04_15_97_00:00:00","Accomplice","A_EGD_2096","Katherine","Gerard","T_JO_1489",,,,"Named_as_an_accomplice_in_Gerard's_trial.","jhm","07_09_02_10:44:41","jhm","07_09_02_10:49:14"
"MW_JO_593","JO",593,"T_JO_1503","25_4_1597","04_25_97_00:00:00",,"A_JO_2951","Margrat","Cleraucht","T_JO_1501",,,,"Named_as_Margrat's_sister,_and_that_she_was_to_be_tried.","jhm","07_09_02_13:44:32","jhm","07_09_02_13:45:51"
"MW_JO_594","JO",594,"T_JO_1311","10_4_1597","04_10_97_00:00:00","Accomplice","A_JO_2957","Kathrene","Fernsche","T_JO_1513",,,,"may_have_been_an_accomplice","jhm","07_09_02_15:09:49","jhm","07_09_02_15:10:34"
"MW_JO_595","JO",595,"T_JO_1516",,,"Denounced","A_EGD_2304","Margaret","Bell","T_JO_1515",,,,"Named_as_a_witch_by_Bell.","jhm","07_11_02_11:55:28","jhm","07_11_02_11:56:40"
"MW_JO_596","JO",596,"T_JO_1517","3_6_1649","06_03_49_00:00:00","Denounced","A_EGD_2304","Margaret","Bell","T_JO_1515",,,,"named_as_an_accomplice_by_Bell","jhm","07_11_02_11:58:10","jhm","07_11_02_11:58:48"
"MW_JO_598","JO",598,"T_JO_1519","3_6_1649","06_03_49_00:00:00","Denounced","A_EGD_2304","Margaret","Bell","T_JO_1515",,,,"named_as_a_witch_by_Bell._This_was_also_complicated_as_Scott_appeared_as_a_witness_naming_Bell_a_witch","jhm","07_11_02_12:06:27","jhm","07_11_02_13:19:26"
"MW_JO_599","JO",599,"T_JO_1520","3_6_1649","06_03_49_00:00:00","Denounced","A_EGD_2304","Margaret","Bell","T_JO_1515",,,,"named_as_a_witch_by_Bell.","jhm","07_11_02_12:08:49","jhm","10_21_02_13:33:55"
"MW_JO_600","JO",600,"T_JO_1522","22_6_1649","06_22_49_00:00:00","Accomplice","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,"named_bg_Gibb","jhm","07_11_02_13:01:31","jhm","07_11_02_13:02:08"
"MW_JO_601","JO",601,"T_JO_1523","22_6_1649","06_22_49_00:00:00","Accomplice","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,"named_by_Gibb","jhm","07_11_02_13:04:24","jhm","07_11_02_13:05:28"
"MW_JO_602","JO",602,"T_JO_1524","22_6_1649","06_22_49_00:00:00","Denounced","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,"named_by_Gibb","jhm","07_11_02_13:07:09","jhm","07_11_02_13:08:14"
"MW_JO_603","JO",603,"T_JO_1525","22_7_1649","07_22_49_00:00:00","Denounced","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,,"jhm","07_11_02_13:09:34","jhm","07_11_02_13:09:59"
"MW_JO_604","JO",604,"T_JO_1526","22_7_1649","07_22_49_00:00:00","Denounced","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,,"jhm","07_11_02_13:11:09","jhm","07_11_02_13:12:25"
"MW_LA_23","LA",23,"T_LA_34","24_11_1643","11_24_43_00:00:00","Accomplice","A_EGD_168","Johnne","Brughe","T_LA_29","5_1642","05_01_42_00:00:00","Burnt",,"LEM","05_22_01_11:38:57","LEM","05_22_01_11:39:31"
"MW_LA_230","LA",230,"T_LA_933","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_12:52:40","LEM","09_09_02_15:40:56"
"MW_LA_231","LA",231,"T_LA_935","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_12:57:48","LEM","09_09_02_15:41:05"
"MW_LA_232","LA",232,"T_LA_936","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_13:04:15","LEM","09_09_02_15:19:50"
"MW_LA_233","LA",233,"T_LA_937","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_13:09:48","LEM","09_09_02_15:19:59"
"MW_LA_234","LA",234,"T_LA_938","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_13:13:29","LEM","09_09_02_15:20:27"
"MW_LA_235","LA",235,"T_LA_939","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_13:18:15","LEM","09_09_02_15:20:58"
"MW_LA_236","LA",236,"T_LA_940","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_13:19:12","LEM","09_09_02_15:21:15"
"MW_LA_237","LA",237,"T_LA_941","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_13:22:40","LEM","09_09_02_15:21:30"
"MW_LA_238","LA",238,"T_LA_942","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_13:24:24","LEM","09_09_02_15:21:47"
"MW_LA_239","LA",239,"T_LA_943","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_14:52:44","LEM","09_09_02_15:22:22"
"MW_LA_24","LA",24,"T_LA_36","24_11_1643","11_24_43_00:00:00","Accomplice","A_EGD_168","Johnne","Brughe","T_LA_29",,,,,"LEM","05_22_01_11:45:15","LEM","05_22_01_11:45:30"
"MW_LA_240","LA",240,"T_LA_944","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:01:39","LEM","09_09_02_15:22:30"
"MW_LA_241","LA",241,"T_LA_945","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:08:32","LEM","09_09_02_15:22:42"
"MW_LA_242","LA",242,"T_LA_946","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:16:51","LEM","09_09_02_15:30:19"
"MW_LA_243","LA",243,"T_LA_947","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:20:18","LEM","09_09_02_15:29:59"
"MW_LA_244","LA",244,"T_LA_948","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:21:05","LEM","09_09_02_15:29:40"
"MW_LA_245","LA",245,"T_LA_949","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:24:57","LEM","09_09_02_15:29:21"
"MW_LA_246","LA",246,"T_LA_950","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:27:00","LEM","09_09_02_15:29:02"
"MW_LA_247","LA",247,"T_LA_951","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:31:15","LEM","09_09_02_15:28:41"
"MW_LA_248","LA",248,"T_LA_952","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:32:28","LEM","09_09_02_15:28:25"
"MW_LA_249","LA",249,"T_LA_953","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:36:22","LEM","09_09_02_15:28:09"
"MW_LA_25","LA",25,"T_LA_39","29_12_1643","12_29_43_00:00:00","Accomplice","A_LA_2542","Jonet","Barker","T_LA_37",,,,,"LEM","05_22_01_12:39:00","LEM","06_19_01_10:25:35"
"MW_LA_250","LA",250,"T_LA_954","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:38:10","LEM","09_09_02_15:28:00"
"MW_LA_251","LA",251,"T_LA_955","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:41:59","LEM","09_09_02_15:27:39"
"MW_LA_252","LA",252,"T_LA_956","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:46:07","LEM","09_09_02_15:27:11"
"MW_LA_253","LA",253,"T_LA_957","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:49:49","LEM","09_09_02_15:26:54"
"MW_LA_254","LA",254,"T_LA_958","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:54:23","LEM","09_09_02_15:25:30"
"MW_LA_255","LA",255,"T_LA_959","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_15:56:06","LEM","09_09_02_15:24:59"
"MW_LA_256","LA",256,"T_LA_960","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_16:00:14","LEM","09_09_02_15:24:42"
"MW_LA_257","LA",257,"T_LA_961","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_16:00:58","LEM","09_09_02_15:24:25"
"MW_LA_258","LA",258,"T_LA_962","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_16:04:46","LEM","09_09_02_15:24:07"
"MW_LA_259","LA",259,"T_LA_963","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_16:06:38","LEM","09_09_02_15:23:43"
"MW_LA_26","LA",26,"T_LA_39","29_12_1643","12_29_43_00:00:00","Accomplice","A_EGD_169","Margaret","Lauder","T_LA_38",,,,,"LEM","05_22_01_12:39:27","LEM","07_10_02_14:37:03"
"MW_LA_260","LA",260,"T_LA_964","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_16:10:12","LEM","09_09_02_15:23:24"
"MW_LA_261","LA",261,"T_LA_932","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_16:11:32","LEM","09_09_02_15:22:56"
"MW_LA_263","LA",263,"T_LA_884","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_16:20:00","LEM","09_09_02_14:58:07"
"MW_LA_264","LA",264,"T_LA_966","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,"mentioned_as_being_dead","LEM","10_09_01_16:23:05","LEM","09_09_02_15:19:16"
"MW_LA_265","LA",265,"T_LA_967","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_16:26:25","LEM","06_14_02_17:14:38"
"MW_LA_266","LA",266,"T_LA_968","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_09_01_16:28:30","LEM","09_09_02_15:41:15"
"MW_LA_267","LA",267,"T_LA_969","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_09:15:59","LEM","09_09_02_14:40:12"
"MW_LA_268","LA",268,"T_LA_970","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_09:18:27","LEM","09_09_02_14:38:56"
"MW_LA_269","LA",269,"T_LA_971","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_09:26:27","LEM","09_09_02_14:38:00"
"MW_LA_27","LA",27,"T_LA_56","20_3_1622","03_20_22_00:00:00","Accomplice","A_EGD_145","Margaret","Wallace","T_LA_57",,,"executed",,"LEM","06_07_01_15:45:21","LEM","06_07_01_15:46:16"
"MW_LA_270","LA",270,"T_LA_972","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,"Napier_supposedly_hired_her_for_revenge.","LEM","10_10_01_09:27:17","LEM","09_09_02_14:37:48"
"MW_LA_271","LA",271,"T_LA_973","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_09:36:01","LEM","09_09_02_14:34:12"
"MW_LA_272","LA",272,"T_LA_974","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_09:43:54","LEM","09_09_02_15:41:37"
"MW_LA_273","LA",273,"T_LA_975","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_09:48:41","LEM","09_09_02_15:42:11"
"MW_LA_274","LA",274,"T_LA_929","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_09:55:04","LEM","09_09_02_14:41:20"
"MW_LA_275","LA",275,"T_LA_883","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_09:59:21","LEM","09_09_02_14:58:26"
"MW_LA_276","LA",276,"T_LA_976","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_10:04:59","LEM","09_09_02_15:42:21"
"MW_LA_277","LA",277,"T_LA_977","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_10:09:05","LEM","09_09_02_15:42:38"
"MW_LA_278","LA",278,"T_LA_978","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,"part_of_the_North_Berwick_stuff.","LEM","10_10_01_10:11:55","LEM","09_09_02_14:58:40"
"MW_LA_279","LA",279,"T_LA_979","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_10:14:46","LEM","09_09_02_15:42:50"
"MW_LA_28","LA",28,"T_LA_75","10_8_1621","08_10_21_00:00:00","Known_Witch",,"Unknown","Grahame",,,,"Dead","Mother_of_Christian_Grahame","LEM","06_07_01_16:07:06","LEM","06_07_01_16:07:41"
"MW_LA_280","LA",280,"T_LA_980","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_10:17:21","LEM","09_09_02_15:43:01"
"MW_LA_281","LA",281,"T_LA_981","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_10:28:30","LEM","09_09_02_15:43:12"
"MW_LA_282","LA",282,"T_LA_982","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_10:31:29","LEM","09_09_02_15:43:21"
"MW_LA_283","LA",283,"T_LA_983","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_10:33:37","LEM","09_09_02_15:43:33"
"MW_LA_284","LA",284,"T_LA_984","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_10:39:30","LEM","09_09_02_15:44:11"
"MW_LA_285","LA",285,"T_LA_985","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_10:43:08","LEM","09_09_02_15:44:32"
"MW_LA_286","LA",286,"T_LA_986","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_10:56:26","LEM","09_09_02_15:18:54"
"MW_LA_287","LA",287,"T_LA_987","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_11:50:30","LEM","09_09_02_14:37:30"
"MW_LA_288","LA",288,"T_LA_988","21_1_1591","01_21_91_00:00:00","Accomplice","A_EGD_52","Agnes","Sampsoune","T_LA_934",,,,,"LEM","10_10_01_13:08:53","LEM","09_09_02_15:22:06"
"MW_LA_289","LA",289,"T_LA_985","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_10_01_13:33:53","LEM","09_09_02_15:44:41"
"MW_LA_29","LA",29,"T_LA_76","20_3_1622","03_20_22_00:00:00","Accomplice","A_EGD_145","Margaret","Wallace","T_LA_57",,,,,"LEM","06_08_01_12:41:47","LEM","06_08_01_12:42:23"
"MW_LA_290","LA",290,"T_LA_989","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_10_01_15:07:15","LEM","09_09_02_15:22:13"
"MW_LA_291","LA",291,"T_LA_990","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_10_01_15:18:28","LEM","09_09_02_15:27:29"
"MW_LA_292","LA",292,"T_LA_971","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_10_01_15:28:01","LEM","09_09_02_14:38:08"
"MW_LA_293","LA",293,"T_LA_991","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,"she_confessed","LEM","10_10_01_15:38:52","LEM","09_09_02_14:38:25"
"MW_LA_294","LA",294,"T_LA_992","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,"confessed","LEM","10_10_01_15:49:21","LEM","09_09_02_14:38:40"
"MW_LA_295","LA",295,"T_LA_993","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_10_01_15:56:08","LEM","09_09_02_15:44:50"
"MW_LA_296","LA",296,"T_LA_970","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:08:13","LEM","09_09_02_14:39:26"
"MW_LA_297","LA",297,"T_LA_937","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:10:07","LEM","09_09_02_15:20:06"
"MW_LA_298","LA",298,"T_LA_929","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier",,,,,,"LEM","10_12_01_10:11:07","LEM","10_12_01_10:11:19"
"MW_LA_299","LA",299,"T_LA_932","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:12:37","LEM","09_09_02_15:23:16"
"MW_LA_3","LA",3,"T_LA_5","4_2_1629","02_04_29_00:00:00","Accomplice","A_EGD_149","Isobell","Young","T_LA_1",,,"Burnt","she_confessed._In_Young's_trial_it_was_claimed_that_Achesoun_and_Melrois_had_named_her,_and_had_been_tried_before_presbytery_and_commissioners_and_were_convicted.","LEM","05_17_01_11:38:48","LEM","09_09_02_14:58:57"
"MW_LA_30","LA",30,"T_LA_85","22_1_1630","01_22_30_00:00:00","Known_Witch","A_EGD_155","Alexander","Hammiltoun","T_LA_15",,,"Died_(natural_causes)","Denounced_by_Alexander_Hammilton_after_she_had_already_died.__James_Mowat_'directed_the_deponer_[Hammilton]_to_inquyre_for_one_Katherine_Knox'","LEM","06_13_01_10:16:05","LEM","09_09_02_15:32:22"
"MW_LA_300","LA",300,"T_LA_983","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:14:25","LEM","09_09_02_15:43:48"
"MW_LA_301","LA",301,"T_LA_964","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:20:48","LEM","09_09_02_15:23:33"
"MW_LA_302","LA",302,"T_LA_942","8_5_1591","05_08_91_00:00:00",,"A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:21:58","LEM","09_09_02_15:21:57"
"MW_LA_303","LA",303,"T_LA_941","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:22:38","LEM","09_09_02_15:21:39"
"MW_LA_304","LA",304,"T_LA_940","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:24:09","LEM","09_09_02_15:21:22"
"MW_LA_305","LA",305,"T_LA_939","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:41:37","LEM","09_09_02_15:21:05"
"MW_LA_306","LA",306,"T_LA_938","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:45:25","LEM","09_09_02_15:20:35"
"MW_LA_307","LA",307,"T_LA_973","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:46:32","LEM","09_09_02_14:34:20"
"MW_LA_308","LA",308,"T_LA_946","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:48:19","LEM","09_09_02_15:30:26"
"MW_LA_309","LA",309,"T_LA_947","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:49:28","LEM","09_09_02_15:30:08"
"MW_LA_310","LA",310,"T_LA_948","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_92","Barbara","Napier","T_LA_72",,,,,"LEM","10_12_01_10:50:37","LEM","09_09_02_15:29:50"
"MW_JO_605","JO",605,"T_JO_1527","22_7_1649","07_22_49_00:00:00","Denounced","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,,"jhm","07_11_02_13:13:36","jhm","07_11_02_13:14:42"
"MW_JO_606","JO",606,"T_JO_1528","22_7_1649","07_22_49_00:00:00","Accomplice","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,"named_as_an_accomplice_by_Gibb","jhm","07_11_02_13:15:16","jhm","07_11_02_13:15:55"
"MW_JO_607","JO",607,"T_JO_1529","22_7_1649","07_22_49_00:00:00","Accomplice","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,,"jhm","07_11_02_13:16:03","jhm","07_11_02_13:16:29"
"MW_JO_608","JO",608,"T_JO_1517","22_7_1649","07_22_49_00:00:00","Accomplice","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,,"jhm","07_11_02_13:16:35","jhm","07_11_02_13:17:03"
"MW_JO_609","JO",609,"T_JO_1520","22_7_1649","07_22_49_00:00:00","Denounced","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,,"jhm","07_11_02_13:17:06","jhm","07_11_02_13:17:51"
"MW_JO_610","JO",610,"T_JO_1519","22_7_1649","07_22_49_00:00:00","Denounced","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,,"jhm","07_11_02_13:18:04","jhm","07_11_02_13:18:50"
