MentionRef,MentionSystemId,MentionID,Trialref,Mentiondate,Mentiondate_as_date,Mentiontype,TrialOfAccusedRef,TrialOfFirstName,TrialOfLastName,MentionedInTrialOfRef,dateOfMentionedTrial,dateOfMentionedTrial_as_date,FateOfMentionedWitch,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"MW_LA_632","LA",632,"T_LA_1606","6_4_1658","04_06_58_00:00:00","Denounced","A_EGD_772","Jannett","Sawer","T_LA_1119",,,,"saw_her_at_a_meeting.","LEM","07_17_02_16:08:20","LEM","07_17_02_16:09:13"
"MW_LA_633","LA",633,"T_LA_1607","6_4_1658","04_06_58_00:00:00","Denounced","A_EGD_772","Jannett","Sawer","T_LA_1119",,,,,"LEM","07_17_02_16:12:05","LEM","07_17_02_16:12:14"
"MW_LA_634","LA",634,"T_LA_1608","6_4_1658","04_06_58_00:00:00","Accomplice","A_EGD_772","Jannett","Sawer","T_LA_1119",,,,"described_as_a_confessing_witch,_Gavin_supposedly_delated_Sawer.","LEM","07_17_02_16:13:39","LEM","07_17_02_16:14:07"
"MW_LA_635","LA",635,"T_LA_1609","6_4_1658","04_06_58_00:00:00","Denounced","A_EGD_772","Jannett","Sawer","T_LA_1119",,,,"supposedly_seen_at_a_meeting.","LEM","07_17_02_16:15:39","LEM","07_17_02_16:16:03"
"MW_LA_636","LA",636,"T_LA_1610","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_283","Margaret","Tailyeor","T_LA_1296",,,,,"LEM","07_18_02_10:19:22","LEM","07_18_02_10:48:51"
"MW_LA_637","LA",637,"T_LA_1611","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_283","Margaret","Tailyeor","T_LA_1296",,,,"called_a_great_witch","LEM","07_18_02_10:22:51","LEM","07_18_02_10:47:14"
"MW_LA_638","LA",638,"T_LA_1612","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_283","Margaret","Tailyeor","T_LA_1296",,,,,"LEM","07_18_02_10:24:40","LEM","07_18_02_10:46:53"
"MW_LA_639","LA",639,"T_LA_1613","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_280","Kathrine","Remy","T_LA_1294",,,,,"LEM","07_18_02_10:40:28","LEM","07_18_02_10:45:29"
"MW_LA_64","LA",64,"T_LA_163","26_4_1649","04_26_49_00:00:00","Accomplice","A_EGD_1591","Jeane","Craig","T_JO_90",,,"Executed",,"LEM","06_20_01_10:24:51","LEM","06_20_01_10:25:18"
"MW_LA_640","LA",640,"T_LA_1614","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_280","Kathrine","Remy","T_LA_1294",,,,,"LEM","07_18_02_10:42:31","LEM","07_18_02_10:46:41"
"MW_LA_641","LA",641,"T_JO_1480","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_280","Kathrine","Remy","T_LA_1294",,,,,"LEM","07_18_02_10:43:26","LEM","07_18_02_10:43:49"
"MW_LA_642","LA",642,"T_LA_1615","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_280","Kathrine","Remy","T_LA_1294",,,,,"LEM","07_18_02_10:44:42","LEM","07_18_02_10:45:16"
"MW_LA_643","LA",643,"T_JO_1472","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_281","Bessie","Paton","T_LA_1295",,,,,"LEM","07_18_02_11:23:02","LEM","07_18_02_11:23:21"
"MW_LA_644","LA",644,"T_JO_1482","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_281","Bessie","Paton","T_LA_1295",,,,"Also_heard_slandering_and_fighting_with_Janet_Reid","LEM","07_18_02_11:24:50","jhm","11_04_02_09:39:34"
"MW_LA_645","LA",645,"T_LA_1611","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_281","Bessie","Paton","T_LA_1295",,,,"Also_slandering_and_fighting_with_Katherine_Black","LEM","07_18_02_11:25:51","LEM","07_18_02_11:26:26"
"MW_LA_646","LA",646,"T_JO_1479","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_281","Bessie","Paton","T_LA_1295",,,,"she_supposedly_destroyed_a_ship_and_killed_8_men.","LEM","07_18_02_11:27:19","LEM","07_18_02_11:27:50"
"MW_LA_647","LA",647,"T_JO_1484","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_281","Bessie","Paton","T_LA_1295",,,,"Described_as_the_woman_with_the_black_pock_at_a_witches'_meeting.__She_supposedly_used_meal_from_her_pock_to_kill_children.","LEM","07_18_02_11:28:11","LEM","07_18_02_11:28:53"
"MW_LA_648","LA",648,"T_JO_1485","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_281","Bessie","Paton","T_LA_1295",,,,"Duchill_denounced_Paton","LEM","07_18_02_11:37:29","LEM","07_18_02_11:38:38"
"MW_LA_65","LA",65,"T_LA_259","13_2_1621","02_13_21_00:00:00","Accomplice","A_EGD_889","Bessie","Harlaw","T_LA_258",,,,"mentioned_along_with_Harlaw's_group_commission,_see_below_for_names.","LEM","06_27_01_12:08:17","LEM","11_05_02_16:50:13"
"MW_LA_650","LA",650,"T_JO_1478","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_281","Bessie","Paton","T_LA_1295",,,,"Black_denounced_Paton","LEM","07_18_02_11:40:53","LEM","07_18_02_11:41:15"
"MW_LA_651","LA",651,"T_JO_1476","22_7_1658","07_22_58_00:00:00","Denounced","A_EGD_282","Jonet","Black","T_JO_1478",,,,,"LEM","07_18_02_11:45:52","LEM","07_18_02_11:46:50"
"MW_LA_652","LA",652,"T_JO_1472",,,"Denounced","A_EGD_282","Jonet","Black","T_JO_1478",,,,,"LEM","07_18_02_11:48:18","LEM","07_18_02_11:48:33"
"MW_LA_653","LA",653,"T_JO_1477",,,"Denounced","A_EGD_282","Jonet","Black","T_JO_1478",,,,,"LEM","07_18_02_11:48:41","LEM","07_18_02_11:49:06"
"MW_LA_654","LA",654,"T_LA_1619","8_2_1659","02_08_59_00:00:00","Accomplice","A_EGD_302","Bessie","Lacost","T_JO_204",,,,"detailed_description_of_meetings_and_she_was_confronted_by_Bessie.__Denied_it_all!","LEM","07_18_02_17:18:15","LEM","07_18_02_17:20:55"
"MW_LA_655","LA",655,"T_LA_1621","8_2_1659","02_08_59_00:00:00","Accomplice","A_EGD_302","Bessie","Lacost","T_JO_204",,,,"she_was_accused_of_bringing_Lacost_to_the_Devil_and_later_questioned_by_the_JPs_(see_previous_trial).","LEM","07_18_02_17:22:23","LEM","07_18_02_17:23:12"
"MW_LA_656","LA",656,"T_LA_1623",,,"Denounced","A_EGD_302","Bessie","Lacost","T_JO_204",,,,,"LEM","07_18_02_17:35:16","LEM","07_18_02_17:35:24"
"MW_LA_657","LA",657,"T_LA_1625",,,"Denounced","A_EGD_302","Bessie","Lacost","T_JO_204",,,,,"LEM","07_18_02_17:35:37","LEM","07_18_02_17:35:54"
"MW_LA_658","LA",658,"T_LA_1627",,,"Denounced","A_EGD_302","Bessie","Lacost","T_JO_204",,,,,"LEM","07_18_02_17:36:11","LEM","07_18_02_17:36:20"
"MW_LA_659","LA",659,"T_LA_1619","21_2_1659","02_21_59_00:00:00","Denounced","A_EGD_300","Marion","Angus","T_LA_1620",,,,,"LEM","07_18_02_17:38:40","LEM","07_18_02_17:39:05"
"MW_LA_66","LA",66,"T_LA_267","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_359","Janet","Daill","T_LA_266",,,,,"LEM","06_28_01_09:41:59","LEM","06_28_01_09:42:26"
"MW_LA_660","LA",660,"T_LA_1619","21_2_1659","02_21_59_00:00:00","Denounced","A_EGD_298","Helen","Heriot","T_LA_1626",,,,,"LEM","07_18_02_17:39:05","LEM","07_18_02_17:41:17"
"MW_LA_661","LA",661,"T_LA_1621","21_2_1659","02_21_59_00:00:00","Denounced","A_EGD_298","Helen","Heriot","T_LA_1626",,,,,"LEM","07_18_02_17:43:24","LEM","07_18_02_17:43:41"
"MW_LA_662","LA",662,"T_LA_1627","21_2_1659","02_21_59_00:00:00","Denounced","A_EGD_300","Marion","Angus","T_LA_1620",,,,,"LEM","07_18_02_17:43:54","LEM","07_18_02_17:44:09"
"MW_LA_663","LA",663,"T_LA_1623","21_2_1659","02_21_59_00:00:00","Denounced","A_EGD_300","Marion","Angus","T_LA_1620",,,,,"LEM","07_18_02_17:44:21","LEM","07_18_02_17:44:33"
"MW_LA_664","LA",664,"T_LA_1623","21_2_1659","02_21_59_00:00:00","Denounced","A_EGD_298","Helen","Heriot","T_LA_1626",,,,,"LEM","07_18_02_17:44:33","LEM","07_18_02_17:44:48"
"MW_LA_665","LA",665,"T_LA_1628","21_2_1659","02_21_59_00:00:00","Denounced","A_EGD_300","Marion","Angus","T_LA_1620",,,,,"LEM","07_18_02_17:45:01","LEM","07_18_02_17:45:12"
"MW_LA_666","LA",666,"T_LA_1628","21_2_1659","02_21_59_00:00:00","Denounced","A_EGD_298","Helen","Heriot","T_LA_1626",,,,,"LEM","07_18_02_17:45:13","LEM","07_18_02_17:45:36"
"MW_LA_667","LA",667,"T_LA_1625","7_4_1659","04_07_59_00:00:00","Accomplice","A_EGD_308","Jonnet","Man","T_LA_1629",,,,"Man_said_that_Fermor_brought_her_to_the_Devil.","LEM","07_19_02_09:46:14","LEM","07_19_02_09:46:39"
"MW_LA_668","LA",668,"T_LA_1628","7_4_1659","04_07_59_00:00:00","Accomplice","A_EGD_308","Jonnet","Man","T_LA_1629",,,,,"LEM","07_19_02_09:48:46","LEM","07_19_02_09:49:06"
"MW_LA_669","LA",669,"T_LA_1631","4_4_1659","04_04_59_00:00:00","Accomplice","A_EGD_782","Jannet","Corsan","T_LA_1146",,,,"seen_with_a_tall,_black,_ugle_man_while_gathering_Marroh_on_the_Isle_of_Hastoun_with_Jannet.","LEM","07_19_02_12:42:40","LEM","07_19_02_12:43:23"
"MW_LA_67","LA",67,"T_LA_267","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_362","Janet","Lyle","T_LA_265",,,,,"LEM","06_28_01_09:42:27","LEM","06_28_01_09:43:05"
"MW_LA_670","LA",670,"T_LA_1143","5_4_1659","04_05_59_00:00:00","Accomplice","A_EGD_787","Helen","Tait","T_LA_1152",,,,"Miller_denounced_Tait","LEM","07_23_02_15:07:42","LEM","07_23_02_15:08:01"
"MW_LA_671","LA",671,"T_LA_1632","2_4_1659","04_02_59_00:00:00","Accomplice","A_EGD_781","Agnes_(Bigis)","Cairnes","T_LA_1141",,,"Suicide","She_strangled_herself_in_the_tolbooth_of_Kirkcudbright.","LEM","07_23_02_15:16:16","LEM","07_23_02_15:16:57"
"MW_LA_672","LA",672,"T_LA_1634","19_5_1658","05_19_58_00:00:00","Accomplice","A_LA_2995","Grissell","McCairtnay","T_LA_1631",,,,,"LEM","07_23_02_15:31:00","LEM","07_23_02_15:31:24"
"MW_LA_673","LA",673,"T_LA_1635","19_5_1658","05_19_58_00:00:00","Accomplice","A_LA_2995","Grissell","McCairtnay","T_LA_1631",,,,,"LEM","07_23_02_15:31:49","LEM","07_23_02_15:32:09"
"MW_LA_674","LA",674,"T_LA_1636","19_5_1658","05_19_58_00:00:00","Accomplice","A_LA_2995","Grissell","McCairtnay","T_LA_1631",,,,,"LEM","07_23_02_15:32:47","LEM","07_23_02_15:33:07"
"MW_LA_675","LA",675,"T_LA_1632","19_5_1658","05_19_58_00:00:00","Accomplice","A_LA_2995","Grissell","McCairtnay","T_LA_1631",,,,,"LEM","07_23_02_15:33:20","LEM","07_23_02_15:33:34"
"MW_LA_676","LA",676,"T_LA_1143","4_5_1658","05_04_58_00:00:00","Accomplice","A_LA_2997","Jonet","Neilson","T_LA_1637",,,,"Miller_denounced_Neilson","LEM","07_23_02_15:51:20","LEM","07_23_02_15:52:22"
"MW_LA_677","LA",677,"T_LA_1638","4_4_1659","04_04_59_00:00:00","Known_Witch","A_EGD_786","Helen","Moorheid","T_LA_1149",,,,"Hannay_denounced_Moorheid_although_it_was_a_long_time_after.","LEM","07_23_02_16:09:02","jhm","10_02_02_14:55:43"
"MW_LA_678","LA",678,"T_LA_985","10_8_1593","08_10_93_00:00:00","Accomplice","A_EGD_113","Francis","Bothwell_(earl_of)","T_LA_172",,,,,"LEM","07_24_02_13:22:42","LEM","07_24_02_13:22:55"
"MW_LA_679","LA",679,"T_LA_931","10_8_1593","08_10_93_00:00:00","Accomplice","A_EGD_113","Francis","Bothwell_(earl_of)","T_LA_172",,,,,"LEM","07_24_02_13:23:09","LEM","07_24_02_13:23:26"
"MW_LA_68","LA",68,"T_LA_268","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_359","Janet","Daill","T_LA_266",,,,,"LEM","06_28_01_09:52:57","LEM","06_28_01_09:53:20"
"MW_LA_680","LA",680,"T_LA_992","10_8_1593","08_10_93_00:00:00",,"A_EGD_113","Francis","Bothwell_(earl_of)","T_LA_172",,,,,"LEM","07_24_02_13:23:59","LEM","07_24_02_13:24:06"
"MW_LA_681","LA",681,"T_LA_970","10_8_1593","08_10_93_00:00:00","Accomplice","A_EGD_113","Francis","Bothwell_(earl_of)","T_LA_172",,,,,"LEM","07_24_02_13:24:18","LEM","07_24_02_13:24:35"
"MW_LA_682","LA",682,"T_LA_969","10_8_1593","08_10_93_00:00:00","Accomplice","A_EGD_113","Francis","Bothwell_(earl_of)","T_LA_172",,,,,"LEM","07_24_02_13:24:43","LEM","07_24_02_13:24:55"
"MW_LA_683","LA",683,"T_LA_1645","10_8_1593","08_10_93_00:00:00","Accomplice","A_EGD_113","Francis","Bothwell_(earl_of)","T_LA_172",,,,,"LEM","07_24_02_13:26:15","LEM","07_24_02_13:26:21"
"MW_LA_684","LA",684,"T_LA_972","10_8_1593","08_10_93_00:00:00","Accomplice","A_EGD_113","Francis","Bothwell_(earl_of)","T_LA_172",,,,,"LEM","07_24_02_13:27:18","LEM","07_24_02_13:27:38"
"MW_LA_685","LA",685,"T_LA_971","10_8_1593","08_10_93_00:00:00","Accomplice","A_EGD_113","Francis","Bothwell_(earl_of)","T_LA_172",,,,,"LEM","07_24_02_13:27:51","LEM","07_24_02_13:28:08"
"MW_LA_686","LA",686,"T_LA_991","10_8_1593","08_10_93_00:00:00","Accomplice","A_EGD_113","Francis","Bothwell_(earl_of)","T_LA_172",,,,,"LEM","07_24_02_13:28:15","LEM","07_24_02_13:28:31"
"MW_LA_687","LA",687,"T_LA_929",,,"Accomplice","A_EGD_97","Donald","Robinson","T_LA_992",,,,"supposedly_part_of_the_ship_and_image_magic.","LEM","07_24_02_15:59:37","LEM","07_24_02_16:00:02"
"MW_LA_688","LA",688,"T_LA_1648",,,"Accomplice","A_EGD_97","Donald","Robinson","T_LA_992",,,,,"LEM","07_24_02_16:01:23","LEM","07_24_02_16:01:38"
"MW_LA_689","LA",689,"T_LA_972",,,"Accomplice","A_EGD_99","Gelie","Duncan","T_LA_970",,,,,"LEM","07_24_02_16:08:15","LEM","07_24_02_16:08:29"
"MW_LA_69","LA",69,"T_LA_268","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_362","Janet","Lyle","T_LA_265",,,,,"LEM","06_28_01_09:53:22","LEM","06_28_01_09:54:02"
"MW_LA_690","LA",690,"T_LA_971",,,"Accomplice","A_EGD_99","Gelie","Duncan","T_LA_1649",,,,,"LEM","07_24_02_16:08:44","LEM","07_24_02_16:08:55"
"MW_LA_691","LA",691,"T_LA_929",,,"Accomplice","A_EGD_99","Gelie","Duncan","T_LA_1649",,,,,"LEM","07_24_02_16:09:08","LEM","07_24_02_16:09:21"
"MW_LA_692","LA",692,"T_LA_931",,,"Accomplice","A_EGD_99","Gelie","Duncan","T_LA_1649",,,,,"LEM","07_24_02_16:09:33","LEM","07_24_02_16:10:00"
"MW_LA_693","LA",693,"T_LA_1650",,,"Accomplice","A_EGD_99","Gelie","Duncan","T_LA_1649",,,,,"LEM","07_24_02_16:11:33","LEM","07_24_02_16:11:40"
"MW_LA_694","LA",694,"T_LA_1652","8_5_1591","05_08_91_00:00:00","Accomplice","A_EGD_99","Gelie","Duncan","T_LA_1649",,,,,"LEM","07_24_02_16:17:44","jhm","10_02_02_15:10:42"
"MW_LA_695","LA",695,"T_LA_963",,,"Accomplice","A_EGD_99","Gelie","Duncan","T_LA_1649",,,,,"LEM","07_24_02_16:22:00","LEM","07_24_02_16:22:15"
"MW_LA_696","LA",696,"T_LA_1673",,,"Accomplice","A_EGD_96","Jonet","Straton","T_LA_1651",,,,,"LEM","07_26_02_09:37:29","LEM","07_26_02_09:37:42"
"MW_LA_697","LA",697,"T_LA_1673",,,"Accomplice","A_EGD_97","Donald","Robinson","T_LA_992",,,,,"LEM","07_26_02_09:37:43","LEM","07_26_02_09:38:35"
"MW_LA_699","LA",699,"T_LA_1675","19_9_1591","09_19_91_00:00:00","Denounced","A_EGD_96","Jonet","Straton","T_LA_1651",,,,,"LEM","07_26_02_10:16:05","LEM","10_08_02_12:55:37"
"MW_LA_768","LA",768,"T_LA_1680","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_338","Mareone","Guild","T_LA_1721",,,,,"LEM","08_01_02_09:49:09","LEM","08_01_02_09:49:23"
"MW_LA_769","LA",769,"T_LA_1722","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_338","Mareone","Guild","T_LA_1721",,,,,"LEM","08_01_02_09:49:33","LEM","08_01_02_09:49:44"
"MW_LA_77","LA",77,"T_LA_276","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_360","Agnes","Loch","T_LA_263",,,,,"LEM","06_28_01_14:41:36","LEM","06_28_01_14:42:07"
"MW_LA_770","LA",770,"T_LA_1692","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_338","Mareone","Guild","T_LA_1721",,,,,"LEM","08_01_02_09:49:52","LEM","08_01_02_09:50:03"
"MW_LA_771","LA",771,"T_LA_1681","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_338","Mareone","Guild","T_LA_1721",,,,,"LEM","08_01_02_09:50:13","LEM","08_01_02_09:50:27"
"MW_LA_772","LA",772,"T_LA_1688","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_338","Mareone","Guild","T_LA_1721",,,,,"LEM","08_01_02_09:50:34","LEM","08_01_02_09:50:47"
"MW_LA_773","LA",773,"T_LA_1692","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_09:58:58","LEM","08_01_02_09:59:15"
"MW_LA_774","LA",774,"T_LA_1687","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_09:59:22","LEM","08_01_02_09:59:44"
"MW_LA_775","LA",775,"T_LA_1724","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_10:01:19","LEM","08_01_02_10:01:32"
"MW_LA_776","LA",776,"T_LA_1689","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_10:02:27","LEM","08_01_02_10:02:38"
"MW_LA_777","LA",777,"T_LA_9","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_10:03:30","LEM","08_01_02_10:03:41"
"MW_LA_778","LA",778,"T_LA_1681","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_10:03:51","LEM","08_01_02_10:04:03"
"MW_LA_779","LA",779,"T_LA_1725","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_10:05:09","LEM","08_01_02_10:05:20"
"MW_LA_78","LA",78,"T_LA_277","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_360","Agnes","Loch","T_LA_263",,,,,"LEM","06_28_01_14:43:48","LEM","06_28_01_14:44:20"
"MW_LA_780","LA",780,"T_LA_1685","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_10:07:04","LEM","08_01_02_10:07:14"
"MW_LA_781","LA",781,"T_LA_1688","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_10:07:51","LEM","08_01_02_10:08:08"
"MW_LA_782","LA",782,"T_LA_1722","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_10:08:28","LEM","08_01_02_10:08:39"
"MW_LA_783","LA",783,"T_LA_1726","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_332","Elspeth","Fouller","T_LA_1723",,,,,"LEM","08_01_02_10:13:38","LEM","08_01_02_10:13:52"
"MW_LA_784","LA",784,"T_LA_1728","30_3_1659","03_30_59_00:00:00",,"A_EGD_771","Jonet","Slowane","T_LA_1120",,,,,"LEM","08_01_02_10:40:55","LEM","08_01_02_10:41:14"
"MW_LA_785","LA",785,"T_LA_1821","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_142","Annas","Erskine","T_LA_53",,,,,"LEM","08_20_02_14:32:20","LEM","08_20_02_14:32:52"
"MW_LA_786","LA",786,"T_LA_1821","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_859","Helen","Erskine","T_LA_55",,,,,"LEM","08_20_02_14:32:30","LEM","08_20_02_14:32:51"
"MW_LA_787","LA",787,"T_LA_1821","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_143","Issobell","Erskine","T_LA_54",,,,,"LEM","08_20_02_14:32:38","LEM","08_20_02_14:32:50"
"MW_LA_788","LA",788,"T_LA_1822","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_142","Annas","Erskine","T_LA_53",,,,,"LEM","08_20_02_14:33:40","LEM","08_20_02_14:34:12"
"MW_LA_789","LA",789,"T_LA_1822","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_859","Helen","Erskine","T_LA_55",,,,,"LEM","08_20_02_14:33:47","LEM","08_20_02_14:34:11"
"MW_LA_79","LA",79,"T_LA_277","6_7_1661","07_06_61_00:00:00","Accomplice","A_LA_2663","Issobell","Burnie","T_LA_403",,,,,"LEM","06_28_01_14:44:08","LEM","09_09_02_15:34:12"
"MW_LA_790","LA",790,"T_LA_1822","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_143","Issobell","Erskine","T_LA_54",,,,,"LEM","08_20_02_14:33:55","LEM","08_20_02_14:34:10"
"MW_LA_791","LA",791,"T_LA_1823","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_142","Annas","Erskine","T_LA_53",,,,,"LEM","08_20_02_14:35:19","LEM","08_20_02_14:35:53"
"MW_LA_792","LA",792,"T_LA_1823","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_859","Helen","Erskine","T_LA_55",,,,,"LEM","08_20_02_14:35:28","LEM","08_20_02_14:35:45"
"MW_LA_793","LA",793,"T_LA_1823","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_143","Issobell","Erskine","T_LA_54",,,,,"LEM","08_20_02_14:35:35","LEM","08_20_02_14:35:44"
"MW_LA_794","LA",794,"T_LA_1824","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_142","Annas","Erskine","T_LA_53",,,,,"LEM","08_20_02_14:36:10","LEM","08_20_02_14:36:20"
"MW_LA_795","LA",795,"T_LA_1824","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_859","Helen","Erskine","T_LA_55",,,,,"LEM","08_20_02_14:36:22","LEM","08_20_02_14:36:50"
"MW_LA_796","LA",796,"T_LA_1824","22_6_1614","06_22_14_00:00:00","Accomplice","A_EGD_143","Issobell","Erskine","T_LA_54",,,,,"LEM","08_20_02_14:36:29","LEM","08_20_02_14:36:47"
"MW_LA_797","LA",797,"T_LA_1824","1_12_1613","12_01_13_00:00:00","Accomplice","A_EGD_141","Robert","Erskine","T_LA_1820",,,,,"LEM","08_20_02_14:36:35","LEM","08_20_02_14:36:45"
"MW_LA_798","LA",798,"T_LA_1823","1_12_1613","12_01_13_00:00:00","Accomplice","A_EGD_141","Robert","Erskine","T_LA_1820",,,,,"LEM","08_20_02_14:37:19","LEM","08_20_02_14:37:30"
"MW_LA_799","LA",799,"T_LA_1821","1_12_1613","12_01_13_00:00:00","Accomplice","A_EGD_141","Robert","Erskine","T_LA_1820",,,,,"LEM","08_20_02_14:37:49","LEM","08_20_02_14:37:57"
"MW_LA_8","LA",8,"T_LA_13","11_11__1629","11_11_29_00:00:00","Witchcraft_Precedent","A_EGD_151","Katharine","Oswald","T_LA_10",,,"Strangled_burnt",,"LEM","05_18_01_15:24:15","LEM","09_09_02_14:59:33"
"MW_LA_80","LA",80,"T_LA_278","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_360","Agnes","Loch","T_LA_263",,,,,"LEM","06_28_01_14:46:54","LEM","06_28_01_14:47:18"
"MW_LA_800","LA",800,"T_LA_1822","1_12_1613","12_01_13_00:00:00","Accomplice","A_EGD_141","Robert","Erskine","T_LA_1820",,,,,"LEM","08_20_02_14:38:36","LEM","08_20_02_14:40:34"
"MW_LA_801","LA",801,"T_LA_1825","14_4_1662","04_14_62_00:00:00","Accomplice","A_EGD_1460","Jonet","Braidheid","T_JO_1000",,,,,"LEM","08_20_02_15:18:22","LEM","08_20_02_15:18:35"
"MW_LA_802","LA",802,"T_LA_1826","14_4_1662","04_14_62_00:00:00","Accomplice","A_EGD_1460","Jonet","Braidheid","T_JO_1000",,,,,"LEM","08_20_02_15:19:40","LEM","08_20_02_15:20:17"
"MW_LA_803","LA",803,"T_LA_1827","14_4_1662","04_14_62_00:00:00","Accomplice","A_EGD_1460","Jonet","Braidheid","T_JO_1000",,,,,"LEM","08_20_02_15:22:04","LEM","08_20_02_15:22:20"
"MW_LA_804","LA",804,"T_LA_1828","14_4_1662","04_14_62_00:00:00","Accomplice","A_EGD_1460","Jonet","Braidheid","T_JO_1000",,,,,"LEM","08_20_02_15:23:24","LEM","08_20_02_15:23:39"
"MW_LA_805","LA",805,"T_LA_1829","14_4_1662","04_14_62_00:00:00","Accomplice","A_EGD_1460","Jonet","Braidheid","T_JO_1000",,,,,"LEM","08_20_02_15:25:21","LEM","08_20_02_15:25:32"
"MW_LA_806","LA",806,"T_LA_1830","14_4_1662","04_14_62_00:00:00","Accomplice","A_EGD_1460","Jonet","Braidheid","T_JO_1000",,,,,"LEM","08_20_02_15:26:35","LEM","08_20_02_15:26:49"
"MW_LA_807","LA",807,"T_LA_1831","14_4_1662","04_14_62_00:00:00","Accomplice","A_EGD_1460","Jonet","Braidheid","T_JO_1000",,,,,"LEM","08_20_02_15:28:24","LEM","08_20_02_15:28:38"
"MW_LA_808","LA",808,"T_LA_1832","14_4_1662","04_14_62_00:00:00","Accomplice","A_EGD_1460","Jonet","Braidheid","T_JO_1000",,,,,"LEM","08_20_02_15:29:26","LEM","08_20_02_15:29:36"
"MW_LA_809","LA",809,"T_LA_1833","14_4_1662","04_14_62_00:00:00","Accomplice","A_EGD_1460","Jonet","Braidheid","T_JO_1000",,,,,"LEM","08_20_02_15:30:43","LEM","08_20_02_15:30:59"
"MW_LA_81","LA",81,"T_LA_279","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_361","David","Johnston","T_LA_262",,,"Died","Died_of_old_age","LEM","06_28_01_14:48:44","LEM","06_28_01_14:49:41"
"MW_LA_810","LA",810,"T_LA_1834","14_4_1662","04_14_62_00:00:00","Accomplice","A_EGD_1460","Jonet","Braidheid","T_JO_1000",,,,,"LEM","08_20_02_15:32:32","LEM","08_20_02_15:32:46"
