RitualObjectRef,RitualObjectSystemId,RitualObjectID,CaseRef,RitualObject_Type,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"RO_LA_585","LA",585,"C_EGD_316","Horseshoe","LEM","07_18_02_09:33:52","LEM","07_18_02_09:33:54"
"RO_LA_586","LA",586,"C_EGD_316","Hook","LEM","07_18_02_09:33:54","LEM","07_18_02_09:33:55"
"RO_LA_587","LA",587,"C_EGD_316","Flesh","LEM","07_18_02_09:33:56","LEM","07_18_02_09:34:00"
"RO_LA_588","LA",588,"C_EGD_292","Flesh","LEM","07_18_02_11:34:24","LEM","07_18_02_11:34:30"
"RO_LA_589","LA",589,"C_EGD_292","Cloth","LEM","07_18_02_11:34:41","LEM","07_18_02_11:35:01"
"RO_LA_590","LA",590,"C_EGD_791","Thread","LEM","07_19_02_11:12:21","jhm","11_13_02_12:52:52"
"RO_LA_591","LA",591,"C_EGD_791","Cloth","LEM","07_19_02_11:12:23","LEM","07_19_02_11:12:34"
"RO_LA_592","LA",592,"C_EGD_789","Salt","LEM","07_19_02_11:53:45","LEM","07_19_02_11:53:47"
"RO_LA_593","LA",593,"C_EGD_789","Herb","LEM","07_19_02_11:54:38","LEM","07_19_02_11:54:51"
"RO_LA_594","LA",594,"C_LA_3135","Straw","LEM","07_19_02_12:49:08","LEM","07_19_02_12:49:22"
"RO_LA_595","LA",595,"C_EGD_796","Straw","LEM","07_19_02_12:58:55","LEM","07_19_02_12:59:20"
"RO_LA_596","LA",596,"C_EGD_785","Straw","LEM","07_19_02_13:00:22","LEM","07_19_02_13:00:24"
"RO_LA_597","LA",597,"C_EGD_798","Stones","LEM","07_23_02_15:05:10","LEM","07_23_02_15:06:20"
"RO_LA_598","LA",598,"C_EGD_33","Thread","LEM","07_24_02_10:42:03","jhm","11_13_02_12:53:22"
"RO_LA_599","LA",599,"C_EGD_33","Shears","LEM","07_24_02_10:42:05","LEM","07_24_02_10:42:06"
"RO_LA_6","LA",6,"C_EGD_162","Nettle","LEM","05_18_01_13:04:41","LEM","05_18_01_13:04:44"
"RO_LA_600","LA",600,"C_EGD_28","Shirt","LEM","07_24_02_12:21:36","LEM","07_24_02_12:21:38"
"RO_LA_601","LA",601,"C_EGD_28","Herb","LEM","07_24_02_12:33:47","LEM","07_24_02_12:33:48"
"RO_LA_602","LA",602,"C_EGD_28","Water","LEM","07_24_02_12:33:49","LEM","07_24_02_12:33:51"
"RO_LA_603","LA",603,"C_EGD_124","Wax_clay_images","LEM","07_24_02_13:20:47","LEM","07_24_02_13:20:55"
"RO_LA_604","LA",604,"C_EGD_124","Flesh","LEM","07_24_02_13:21:36","LEM","07_24_02_13:21:38"
"RO_LA_605","LA",605,"C_EGD_124","Snake_skin","LEM","07_24_02_13:21:41","LEM","07_24_02_13:21:43"
"RO_LA_606","LA",606,"C_EGD_53","Water","LEM","07_24_02_14:40:31","LEM","07_24_02_14:40:34"
"RO_LA_607","LA",607,"C_EGD_53","Wax_clay_images","LEM","07_24_02_14:42:58","LEM","07_24_02_14:43:02"
"RO_LA_608","LA",608,"C_EGD_57","Herb","LEM","07_24_02_15:06:24","LEM","07_24_02_15:06:27"
"RO_LA_609","LA",609,"C_EGD_120","Wax","LEM","07_26_02_09:55:27","jhm","11_13_02_12:33:17"
"RO_LA_610","LA",610,"C_EGD_63","Egg","LEM","07_26_02_10:46:59","LEM","07_26_02_10:47:00"
"RO_LA_611","LA",611,"C_EGD_63","Vinegar","LEM","07_26_02_10:47:01","LEM","11_11_02_11:15:11"
"RO_LA_612","LA",612,"C_EGD_63","Wine","LEM","07_26_02_10:47:07","LEM","07_26_02_10:47:08"
"RO_LA_613","LA",613,"C_EGD_63","Aqua_Vitae","LEM","07_26_02_10:47:42","LEM","07_26_02_10:47:44"
"RO_LA_614","LA",614,"C_LA_3142","Wax","LEM","07_26_02_11:57:01","jhm","11_13_02_12:33:41"
"RO_LA_615","LA",615,"C_EGD_142","Egg","LEM","07_26_02_13:19:38","LEM","07_26_02_13:19:39"
"RO_LA_616","LA",616,"C_EGD_142","Almond","LEM","07_26_02_13:19:40","LEM","07_26_02_13:19:44"
"RO_LA_617","LA",617,"C_EGD_323","Herb","LEM","07_30_02_10:51:00","LEM","07_30_02_10:51:04"
"RO_LA_618","LA",618,"C_EGD_323","Water","LEM","07_30_02_10:51:39","LEM","07_30_02_10:51:41"
"RO_LA_619","LA",619,"C_EGD_1474","Flesh","LEM","08_20_02_14:49:10","LEM","08_20_02_14:49:13"
"RO_LA_620","LA",620,"C_EGD_1474","Wax_clay_images","LEM","08_20_02_15:06:55","LEM","08_20_02_15:06:59"
"RO_LA_621","LA",621,"C_EGD_1558","Corpse","LEM","08_22_02_10:45:30","LEM","08_22_02_10:45:41"
"RO_LA_622","LA",622,"C_EGD_1558","Nail_trimmings","LEM","08_22_02_10:45:43","LEM","08_22_02_10:46:15"
"RO_LA_623","LA",623,"C_EGD_1558","Grain","LEM","08_22_02_10:46:22","LEM","08_22_02_10:46:31"
"RO_LA_624","LA",624,"C_EGD_1558","Herb","LEM","08_22_02_10:46:52","LEM","08_22_02_10:46:56"
"RO_LA_625","LA",625,"C_EGD_1558","Wax_clay_images","LEM","08_22_02_11:01:21","LEM","08_22_02_11:01:31"
"RO_LA_626","LA",626,"C_EGD_1558","Thread","LEM","08_22_02_11:09:24","jhm","11_13_02_12:53:46"
"RO_LA_628","LA",628,"C_EGD_1558","Water","LEM","08_22_02_11:19:40","LEM","08_22_02_11:19:40"
"RO_LA_629","LA",629,"C_EGD_1558","Beetle","LEM","08_22_02_11:19:41","LEM","08_22_02_11:19:43"
"RO_LA_630","LA",630,"C_EGD_1558","Toad","LEM","08_22_02_11:27:17","LEM","08_22_02_11:27:18"
"RO_LA_631","LA",631,"C_EGD_1558","Flesh","LEM","08_22_02_11:27:24","LEM","08_22_02_11:27:26"
"RO_LA_633","LA",633,"C_EGD_1558","Liver","LEM","08_22_02_11:27:50","LEM","08_22_02_11:27:51"
"RO_LA_634","LA",634,"C_EGD_1558","Cloth","LEM","08_22_02_11:27:52","LEM","08_22_02_11:27:54"
"RO_LA_635","LA",635,"C_EGD_597","Herb","LEM","08_28_02_11:28:53","LEM","08_28_02_11:29:04"
"RO_LA_636","LA",636,"C_LA_3277","Herb","LEM","08_28_02_17:41:51","LEM","08_28_02_17:41:52"
"RO_LA_637","LA",637,"C_LA_3278","Herb","LEM","08_28_02_17:46:02","LEM","08_28_02_17:46:05"
"RO_LA_645","LA",645,"C_EGD_1998","Sieve","LEM","09_17_02_14:56:25","LEM","09_17_02_14:56:30"
"RO_LA_657","LA",657,"C_LA_2638","Caird","LEM","10_29_02_12:23:37","LEM","10_29_02_12:24:27"
"RO_LA_680","LA",680,"C_EGD_791","Toad","LEM","11_05_02_16:39:06","LEM","11_05_02_16:39:08"
"RO_LA_681","LA",681,"C_EGD_597","Hair","LEM","11_06_02_10:40:59","jhm","11_13_02_13:55:17"
"RO_LA_682","LA",682,"C_EGD_597","Nail_trimmings","LEM","11_06_02_10:41:05","LEM","11_06_02_10:41:16"
"RO_LA_683","LA",683,"C_EGD_597","Shirt","LEM","11_06_02_10:41:17","LEM","11_06_02_10:41:19"
"RO_LA_684","LA",684,"C_EGD_597","Fire","LEM","11_06_02_10:42:02","LEM","11_06_02_10:42:07"
"RO_LA_685","LA",685,"C_EGD_597","Yarn","LEM","11_06_02_10:44:21","LEM","11_06_02_10:44:25"
"RO_LA_686","LA",686,"C_EGD_1224","Bird_(dead)","LEM","11_18_02_15:48:08","LEM","11_18_02_15:48:10"
"RO_LA_687","LA",687,"C_EGD_1224","Hand_(dead)","LEM","11_18_02_15:48:10","LEM","11_18_02_15:48:13"
"RO_LA_688","LA",688,"C_EGD_1224","Wax_clay_images","LEM","11_18_02_15:56:01","LEM","11_18_02_15:56:05"
"RO_LA_689","LA",689,"C_EGD_1225","Shirt","LEM","11_18_02_16:07:22","LEM","11_18_02_16:07:30"
"RO_LA_690","LA",690,"C_EGD_1225","Bird_(dead)","LEM","11_18_02_16:07:31","LEM","11_18_02_16:07:32"
"RO_LA_691","LA",691,"C_EGD_1225","Hand_(dead)","LEM","11_18_02_16:07:32","LEM","11_18_02_16:07:35"
"RO_LA_692","LA",692,"C_EGD_1225","Shoes","LEM","11_18_02_16:08:19","LEM","11_18_02_16:08:22"
"RO_LA_693","LA",693,"C_EGD_170","Wheat","LEM","11_18_02_16:45:09","LEM","11_18_02_16:45:11"
"RO_LA_7","LA",7,"C_EGD_162","Urine","LEM","05_18_01_13:04:46","jhm","10_18_02_16:14:17"
"RO_LA_70","LA",70,"C_EGD_576","Cloth","LEM","09_05_01_10:30:40","LEM","09_05_01_10:30:47"
"RO_LA_71","LA",71,"C_EGD_576","Herb","LEM","09_05_01_10:30:48","LEM","09_05_01_10:30:58"
"RO_LA_72","LA",72,"C_LA_2876","Stones","LEM","09_06_01_13:24:11","LEM","09_06_01_13:24:13"
"RO_LA_73","LA",73,"C_EGD_1244","Stones","LEM","09_06_01_13:34:09","LEM","09_06_01_13:34:12"
"RO_LA_74","LA",74,"C_EGD_1245","Stones","LEM","09_06_01_13:40:25","LEM","09_06_01_13:40:26"
"RO_LA_75","LA",75,"C_EGD_1246","Stones","LEM","09_06_01_13:41:47","LEM","09_06_01_13:41:49"
"RO_LA_76","LA",76,"C_EGD_1247","Stones","LEM","09_06_01_13:50:43","LEM","09_06_01_13:50:45"
"RO_LA_77","LA",77,"C_EGD_1248","Stones","LEM","09_06_01_15:07:37","LEM","09_06_01_15:07:39"
"RO_LA_78","LA",78,"C_EGD_1249","Stones","LEM","09_06_01_15:08:43","LEM","09_06_01_15:08:45"
"RO_LA_79","LA",79,"C_EGD_1250","Stones","LEM","09_06_01_15:11:24","LEM","09_06_01_15:11:27"
"RO_LA_8","LA",8,"C_EGD_166","Cat","LEM","05_21_01_11:26:01","LEM","05_21_01_11:26:04"
"RO_LA_80","LA",80,"C_EGD_1251","Stones","LEM","09_06_01_15:12:21","LEM","09_06_01_15:12:23"
"RO_LA_81","LA",81,"C_EGD_1252","Stones","LEM","09_06_01_15:14:39","LEM","09_06_01_15:14:41"
"RO_LA_82","LA",82,"C_EGD_1242","Stones","LEM","09_06_01_15:21:57","LEM","09_06_01_15:22:00"
"RO_LA_83","LA",83,"C_EGD_1243","Stones","LEM","09_06_01_15:22:17","LEM","09_06_01_15:22:21"
"RO_LA_84","LA",84,"C_EGD_34","Herb","LEM","09_25_01_12:03:27","LEM","09_25_01_12:03:59"
"RO_LA_85","LA",85,"C_EGD_136","Garland","LEM","09_25_01_16:01:57","LEM","09_25_01_16:02:01"
"RO_LA_86","LA",86,"C_EGD_137","Salt","LEM","09_25_01_16:49:56","LEM","09_25_01_16:50:17"
"RO_LA_87","LA",87,"C_EGD_137","Thread","LEM","09_25_01_16:51:12","jhm","11_13_02_13:41:02"
"RO_LA_88","LA",88,"C_EGD_140","Hairbelt","LEM","09_25_01_17:04:00","LEM","09_25_01_17:04:08"
"RO_LA_89","LA",89,"C_EGD_140","Corpse","LEM","09_25_01_17:05:21","LEM","09_25_01_17:05:45"
"RO_LA_9","LA",9,"C_EGD_166","Camomile","LEM","05_21_01_11:26:05","LEM","05_21_01_11:26:13"
"RO_LA_94","LA",94,"C_EGD_147","Cat","LEM","09_26_01_16:04:17","LEM","09_26_01_16:04:18"
